accession	pool	n_samples	cu_cu_mean	cu_cu_sd	cu_cu_min	cu_cu_max	cu1_plddt_mean	cu1_plddt_sd	cu2_plddt_mean	cu2_plddt_sd	n_coordinating_his_values	his_agreement	min_coord_his_plddt_mean	min_coord_his_plddt_sd	n_canonical	all_canonical	any_canonical
A0A6A6RWM4	canonical	5	4.2935	0.1406	4.1728	4.5326	94.9220	0.1569	90.3140	0.2371	6	yes	85.7680	0.4115	5	yes	yes
A0A6A6RY10	canonical	5	4.3131	0.0615	4.2394	4.3787	97.1220	0.1344	94.7740	0.2974	6	yes	95.7500	0.2436	5	yes	yes
A0A6A6S3A1	canonical	5	4.4442	0.0784	4.3407	4.5606	95.8580	0.0618	93.7520	0.1059	6	yes	93.6120	0.2413	5	yes	yes
A0A6A6S676	canonical	5	3.9820	0.0300	3.9555	4.0171	97.0840	0.1381	96.9100	0.0447	6	yes	96.9780	0.4776	5	yes	yes
A0A6A6S6N2	canonical	5	4.2201	0.0616	4.1325	4.2939	96.5080	0.0630	94.8500	0.0951	5,6	no	94.6300	1.3449	4	no	yes
A0A6A6S7G3	canonical	5	3.9232	0.0298	3.8893	3.9570	97.8260	0.0167	97.2540	0.0329	6	yes	98.1580	0.0286	5	yes	yes
A0A6A6S8L1	canonical	5	4.4143	0.0529	4.3363	4.4671	96.1960	0.0611	93.6620	0.1303	6	yes	96.6400	0.0997	5	yes	yes
A0A6A6SBX8	canonical	5	3.8678	0.0325	3.8233	3.9024	97.7140	0.0577	97.7880	0.0559	6	yes	97.1860	0.0754	5	yes	yes
A0A6A6SCR1	canonical	5	4.0555	0.0366	4.0248	4.1171	97.8420	0.0249	97.4860	0.0321	6	yes	98.3180	0.0239	5	yes	yes
A0A6A6SDH1	canonical	5	4.1158	0.0581	4.0380	4.1753	97.2540	0.0974	96.6560	0.0677	6	yes	97.9220	0.0850	5	yes	yes
A0A6A6SGY9	canonical	5	4.1440	0.0518	4.0825	4.2257	97.8220	0.0460	97.2100	0.0592	6	yes	98.1920	0.0909	5	yes	yes
A0A6A6SH51	canonical	5	4.1359	0.0246	4.1098	4.1756	98.2460	0.0404	97.2240	0.0720	6	yes	98.6220	0.0687	5	yes	yes
A0A6A6SVM2	canonical	5	4.2505	0.0837	4.1566	4.3611	96.5320	0.0455	94.6820	0.0983	6	yes	95.2860	0.2510	5	yes	yes
A0A6A6T0I7	canonical	5	3.9858	0.0342	3.9353	4.0199	98.0760	0.0279	97.5320	0.0402	6	yes	98.1620	0.0327	5	yes	yes
A0A6A6T3E4	canonical	5	4.0950	0.0668	4.0228	4.1955	96.3700	0.1810	95.3180	0.2302	6	yes	92.2860	0.4640	5	yes	yes
A0A6A6T8Z8	canonical	5	3.9723	0.0535	3.8848	4.0171	97.5980	0.0526	96.4140	0.1488	6	yes	96.8500	0.1723	5	yes	yes
A0A6A6TBA0	canonical	5	4.5974	0.0030	4.5946	4.6025	95.9620	0.1276	93.0300	0.2609	6	yes	94.2440	0.1982	5	yes	yes
A0A6A6TBX0	canonical	5	4.3493	0.0829	4.2807	4.4586	97.5200	0.0187	96.0780	0.1080	6	yes	96.7240	0.1274	5	yes	yes
A0A6A6TJE9	canonical	5	4.6560	0.1146	4.5240	4.8393	97.9100	0.0485	97.1400	0.0548	6	yes	98.1180	0.0976	5	yes	yes
A0A6A6TPG7	canonical	5	4.1734	0.0587	4.0868	4.2357	97.0180	0.0680	93.5920	0.1791	6	yes	92.0520	0.3727	5	yes	yes
A0A6A6TQ10	canonical	5	4.0346	0.1053	3.8694	4.1425	93.9920	0.2370	90.7580	0.2644	6	yes	90.1280	0.4628	5	yes	yes
A0A6A6TQG5	canonical	5	3.9371	0.0198	3.9097	3.9644	98.1700	0.0141	97.7380	0.0217	6	yes	98.6420	0.0148	5	yes	yes
A0A6A6TSU5	noncanonical	5	32.0603	9.5738	22.1105	42.9525	75.7740	7.2642	48.9680	12.1609	0,2	no	54.3950	9.5420	0	no	no
A0A6A6TTQ5	canonical	5	4.3379	0.0851	4.2411	4.4578	97.3980	0.0432	97.1880	0.0622	6	yes	97.7120	0.0597	5	yes	yes
A0A6A6TV45	canonical	5	4.0579	0.0671	3.9675	4.1461	96.7500	0.0806	94.4600	0.1471	6	yes	91.0120	0.8765	5	yes	yes
A0A6A6TY72	canonical	5	4.2069	0.0386	4.1715	4.2729	98.2160	0.0586	97.0600	0.0972	6	yes	95.1080	0.3800	5	yes	yes
A0A6A6TZ24	canonical	5	4.2046	0.0696	4.1273	4.3062	95.6300	0.1231	93.8580	0.2457	6	yes	94.7080	0.2860	5	yes	yes
A0A6A6TZQ7	canonical	5	4.0813	0.0434	4.0188	4.1259	97.9300	0.0652	97.0740	0.0555	6	yes	92.8460	0.6768	5	yes	yes
A0A6A6U210	canonical	5	3.9975	0.0655	3.9094	4.0656	95.3600	0.6606	93.2780	0.5441	6	yes	81.4720	1.4684	5	yes	yes
A0A6A6U4B6	canonical	5	4.2613	0.0860	4.1683	4.3912	95.5920	0.4015	93.7660	0.5629	6	yes	84.0640	0.9048	5	yes	yes
A0A6A6U8W6	canonical	5	4.2522	0.0230	4.2208	4.2746	96.9980	0.1171	94.9920	0.1925	6	yes	94.5960	0.3066	5	yes	yes
A0A6A6UAE3	canonical	5	4.4463	0.0606	4.3955	4.5508	91.7340	0.5158	87.0280	1.5458	6	yes	71.4400	3.5917	4	no	yes
A0A6A6UE26	canonical	5	4.2506	0.0775	4.1837	4.3809	92.0320	0.5029	91.8860	0.3188	6	yes	83.6360	0.5640	5	yes	yes
A0A6A6UN72	canonical	5	4.6174	0.1153	4.4808	4.7437	90.6120	0.3462	88.8340	0.5079	6	yes	82.4460	0.8117	5	yes	yes
A0A6A6UW36	canonical	5	4.2341	0.0430	4.1996	4.3014	96.6920	0.0858	95.9260	0.0956	6	yes	95.1180	0.1571	5	yes	yes
A0A6A6UY51	canonical	5	4.0023	0.0428	3.9515	4.0651	98.0380	0.0205	97.5300	0.0308	6	yes	97.6920	0.0918	5	yes	yes
A0A6A6UZ41	canonical	5	4.1210	0.0623	4.0354	4.1837	97.8640	0.0358	97.0460	0.0488	6	yes	97.5760	0.0953	5	yes	yes
A0A6A6UZT3	discarded	5	3.1771	0.9427	2.0129	4.4654	67.7080	2.7958	41.9840	4.2702	4,5	no	53.5420	6.3456	0	no	no
A0A6A6V089	canonical	5	4.2793	0.0301	4.2298	4.3024	97.9360	0.0709	97.3060	0.0783	6	yes	98.3120	0.0861	5	yes	yes
A0A6A6V0K1	canonical	5	3.9721	0.0389	3.9238	4.0225	98.2600	0.0158	97.7600	0.0430	6	yes	98.4860	0.0351	5	yes	yes
A0A6A6V5W2	canonical	5	4.1019	0.0762	3.9936	4.2034	96.7460	0.1299	95.9920	0.1297	6	yes	96.8960	0.2155	5	yes	yes
A0A6A6V5Z2	canonical	5	4.4337	0.0770	4.3610	4.5634	97.6560	0.0219	96.5660	0.0378	6	yes	97.8600	0.0346	5	yes	yes
A0A6A6V958	canonical	5	3.9414	0.0679	3.8569	4.0307	98.2020	0.0148	97.6960	0.0365	6	yes	98.4100	0.0543	5	yes	yes
A0A6A6V9C0	noncanonical	5	4.3230	0.0954	4.1932	4.4560	97.1020	0.0683	95.0420	0.1616	5,6	no	97.7000	1.8338	1	no	yes
A0A6A6V9L9	canonical	5	4.0967	0.0549	4.0362	4.1479	98.2680	0.0522	97.6420	0.0217	6	yes	98.4320	0.1504	5	yes	yes
A0A6A6VD71	discarded	5	4.3020	0.6158	3.3771	4.9807	87.9020	3.8234	61.6400	11.8521	4	yes	86.2820	7.6359	0	no	no
A0A6A6VF46	noncanonical	5	3.5799	0.0680	3.5094	3.6734	92.8720	0.3200	86.9180	0.6718	5	yes	94.9900	0.4690	0	no	no
A0A6A6VF80	canonical	5	3.9436	0.0278	3.9122	3.9767	97.6820	0.0370	97.1040	0.0590	6	yes	98.3340	0.0730	5	yes	yes
A0A6A6VHS6	canonical	5	4.1449	0.0360	4.1042	4.1897	92.1260	1.5374	84.3500	3.2046	6	yes	76.2840	4.5386	5	yes	yes
A0A6A6VI08	canonical	5	4.1132	0.0674	4.0341	4.1841	84.7380	0.7640	83.2060	0.7091	6	yes	80.9860	1.0426	5	yes	yes
A0A6A6VK76	canonical	5	3.9980	0.0640	3.9219	4.0940	95.2420	0.1085	91.3860	0.2815	6	yes	91.1280	0.5254	5	yes	yes
A0A6A6VLY7	canonical	5	4.4003	0.0955	4.3126	4.5076	92.1340	0.5089	92.7620	0.3315	6	yes	89.9400	0.3530	5	yes	yes
A0A6A6VMY9	noncanonical	5	4.8561	0.0467	4.8156	4.9353	94.7240	0.1415	74.1820	0.7628	5	yes	85.9820	0.4511	0	no	no
A0A6A6VN24	canonical	5	4.2480	0.0397	4.1994	4.2907	97.2420	0.0779	97.5440	0.0635	6	yes	97.2560	0.1172	5	yes	yes
A0A6A6VNE3	canonical	5	4.2079	0.0554	4.1615	4.2829	97.6580	0.0259	97.6520	0.0192	6	yes	98.3900	0.0122	5	yes	yes
A0A6A6VQF8	canonical	5	4.2038	0.0536	4.1316	4.2583	97.6840	0.0297	97.0960	0.0207	6	yes	97.7160	0.0404	5	yes	yes
A0A6A6VQH4	canonical	5	4.5330	0.1071	4.3858	4.6552	96.3700	0.0854	95.3900	0.0946	6	yes	97.0000	0.1655	5	yes	yes
A0A6A6VQM8	canonical	5	4.4760	0.0477	4.3997	4.5283	96.5100	0.3835	95.6880	0.6581	6	yes	95.6800	0.8106	5	yes	yes
A0A6A6VU64	noncanonical	5	3.9852	0.0975	3.8365	4.1019	95.9740	0.1369	94.5340	0.0918	5	yes	94.0180	0.2587	0	no	no
A0A6A6VVH4	canonical	5	4.1220	0.0541	4.0682	4.1945	96.1000	0.1699	94.1760	0.1557	6	yes	92.6680	0.2389	5	yes	yes
A0A6A6VYK2	canonical	5	4.0981	0.0399	4.0438	4.1471	97.1000	0.0332	97.0700	0.0200	6	yes	98.1460	0.0503	5	yes	yes
A0A6A6VZ00	canonical	5	3.9099	0.0413	3.8708	3.9789	98.2760	0.0152	97.7820	0.0148	6	yes	98.6680	0.0249	5	yes	yes
A0A6A6VZ40	canonical	5	4.4094	0.0431	4.3630	4.4777	96.4060	0.0885	93.5540	0.2816	6	yes	93.5420	0.3880	5	yes	yes
A0A6A6W082	canonical	5	4.1158	0.0554	4.0235	4.1508	97.8100	0.0604	97.2020	0.0698	6	yes	98.1160	0.1731	5	yes	yes
A0A6A6W7X2	canonical	5	4.3475	0.2090	4.1018	4.5776	93.5660	0.2315	87.2980	0.3157	6	yes	82.5280	0.8946	5	yes	yes
A0A6A6W8L4	canonical	5	4.6004	0.0487	4.5309	4.6517	95.1700	0.1895	93.3060	0.1365	6	yes	96.6300	0.1984	5	yes	yes
A0A6A6WC88	canonical	5	4.0703	0.0537	4.0048	4.1377	90.8560	0.4768	83.2960	0.6667	6	yes	84.9860	0.7565	5	yes	yes
A0A6A6WEL2	canonical	5	4.5876	0.0648	4.4904	4.6720	93.7620	0.7267	89.4820	0.4235	5,6	no	88.4260	2.3994	4	no	yes
A0A6A6WGM4	canonical	5	4.1742	0.0969	4.0929	4.3293	97.4680	0.0335	97.6520	0.0130	6	yes	97.4720	0.1599	5	yes	yes
A0A6A6WID7	canonical	5	4.2481	0.0394	4.2159	4.3080	97.8300	0.0308	96.5900	0.0644	6	yes	96.7100	0.0552	5	yes	yes
A0A6A6WLA0	canonical	5	4.1613	0.0513	4.1000	4.2285	95.7980	0.0694	94.2740	0.1301	6	yes	92.3780	0.1715	5	yes	yes
A0A6A6WR08	canonical	5	4.0457	0.0534	3.9957	4.1285	97.4080	0.1062	96.6280	0.1582	6	yes	97.4320	0.1874	5	yes	yes
A0A6A6WRF1	canonical	5	3.9782	0.0281	3.9509	4.0252	97.6660	0.0550	97.7860	0.0365	6	yes	98.5020	0.0228	5	yes	yes
A0A6A6WW42	canonical	5	4.1636	0.0740	4.0596	4.2521	95.8480	0.3916	95.4060	0.3369	6	yes	92.2220	2.4954	5	yes	yes
A0A6A6WXQ7	canonical	5	4.2962	0.0646	4.2427	4.4084	97.6480	0.0217	97.2020	0.0303	6	yes	97.9720	0.0716	5	yes	yes
A0A6A6WZP5	canonical	5	4.3276	0.0466	4.2710	4.3921	94.7620	0.1047	95.6520	0.0705	6	yes	96.4020	0.1704	5	yes	yes
A0A6A6X2A2	canonical	5	4.2064	0.0330	4.1723	4.2546	94.1240	0.2809	86.5320	0.7446	6	yes	85.1120	0.8370	5	yes	yes
A0A6A6X7P0	canonical	5	3.9862	0.0526	3.9040	4.0445	98.2540	0.0297	97.5720	0.0798	6	yes	98.3600	0.0840	5	yes	yes
A0A6A6X7P3	canonical	5	4.0484	0.0680	3.9683	4.1565	97.4020	0.0286	96.1520	0.0606	6	yes	98.0180	0.0438	5	yes	yes
A0A6A6X999	canonical	5	4.2277	0.0301	4.1822	4.2580	96.1860	0.0422	92.0180	0.1052	6	yes	92.7580	0.2630	5	yes	yes
A0A6A6XB01	canonical	5	4.2465	0.0702	4.1530	4.3344	95.8300	0.0620	94.3600	0.1292	6	yes	92.6280	0.0811	5	yes	yes
A0A6A6XFI0	canonical	5	4.1166	0.0773	4.0255	4.2022	97.5880	0.0719	97.1880	0.0531	6	yes	96.8600	0.1493	5	yes	yes
A0A6A6XJN7	canonical	5	4.3162	0.0919	4.1930	4.4489	95.7560	0.0750	95.0280	0.0779	6	yes	94.0920	0.2582	5	yes	yes
A0A6A6XLB1	canonical	5	4.1182	0.0509	4.0708	4.1982	98.1360	0.0270	97.0740	0.0344	6	yes	98.5660	0.0261	5	yes	yes
A0A6A6XLR7	noncanonical	5	4.4873	0.1916	4.1844	4.6517	85.3960	0.4303	53.9540	1.9171	4	yes	83.2080	0.5466	0	no	no
A0A6A6XS31	canonical	5	4.2957	0.0751	4.1924	4.3761	97.5640	0.0740	96.4180	0.1355	6	yes	97.3660	0.1176	5	yes	yes
A0A6A6XS33	canonical	5	4.5809	0.0823	4.5199	4.7149	96.7420	0.0829	93.1420	0.2463	6	yes	95.4760	0.4959	5	yes	yes
A0A6A6XX71	canonical	5	4.1427	0.0912	4.0108	4.2572	96.9880	0.0432	94.1580	0.0988	6	yes	93.3460	0.1518	5	yes	yes
A0A6A6YDA9	canonical	5	4.1161	0.0705	4.0670	4.2289	97.9840	0.0134	97.4720	0.0179	6	yes	98.5940	0.0114	5	yes	yes
A0A6A6YIB0	canonical	5	4.2745	0.1543	4.0824	4.4950	94.6020	0.1283	92.8180	0.1975	6	yes	92.7800	0.4886	5	yes	yes
A0A6A6YIL2	discarded	5	10.8313	8.7502	2.6184	24.9547	87.4500	0.5053	32.3620	14.1660	3,4	no	85.7440	16.7652	0	no	no
A0A6A6YP93	canonical	5	3.9825	0.0510	3.9033	4.0324	98.3320	0.0084	98.1580	0.0045	6	yes	98.8500	0.0000	5	yes	yes
A0A6A6Z3V1	discarded	5	12.2687	6.1209	3.3686	20.4812	28.9740	2.0452	22.8040	2.6781	0,1,2	no	39.0050	3.4564	0	no	no
A0A6A6Z455	canonical	5	4.5957	0.0638	4.4854	4.6412	96.5900	0.1095	95.0200	0.2576	6	yes	95.7780	0.1532	5	yes	yes
A0A6A6Z483	discarded	5	6.1330	0.7942	5.1437	7.1802	74.2100	1.2815	42.7380	2.3758	5	yes	48.4260	2.5059	0	no	no
A0A6A6Z4Q4	canonical	5	4.1562	0.0851	4.0130	4.2316	96.6120	0.0363	93.5580	0.1863	6	yes	93.3700	0.3442	5	yes	yes
A0A6A6ZDY1	canonical	5	4.1303	0.0322	4.0929	4.1701	98.0380	0.0179	97.5520	0.0335	6	yes	98.3780	0.0239	5	yes	yes
A0A6A6ZI63	canonical	5	4.5147	0.0439	4.4601	4.5500	97.1740	0.0503	97.1980	0.0327	6	yes	98.0040	0.1092	5	yes	yes
A0A6A6ZJV5	discarded	5	2.8676	0.6212	1.8994	3.6138	43.3300	3.1064	18.1780	0.9831	3,4	no	45.0940	3.8214	0	no	no
A0A6A6ZN76	canonical	5	4.3177	0.0542	4.2445	4.3883	95.5180	0.0722	94.1440	0.0709	6	yes	93.3220	0.1413	5	yes	yes
A0A6A6ZNN4	canonical	5	4.0534	0.0657	3.9985	4.1471	97.4820	0.0915	96.6340	0.1252	6	yes	97.6260	0.1457	5	yes	yes
A0A6A6ZQQ8	canonical	5	4.1074	0.0329	4.0547	4.1360	97.9700	0.0187	97.7240	0.0358	6	yes	98.5320	0.0249	5	yes	yes
A0A6A6ZWE4	canonical	5	4.1128	0.0472	4.0779	4.1950	98.1320	0.0268	97.4360	0.0251	6	yes	98.3460	0.0826	5	yes	yes
A0A6A6ZWM6	canonical	5	4.3514	0.0965	4.2435	4.4696	97.0280	0.0646	95.3400	0.0711	6	yes	95.8380	0.0998	5	yes	yes
A0A6A7A461	canonical	5	4.2177	0.0802	4.0995	4.3006	95.8900	0.0935	93.7400	0.1729	6	yes	96.1600	0.2537	5	yes	yes
A0A6A7A961	canonical	5	4.1849	0.0404	4.1467	4.2515	97.4980	0.0634	97.1320	0.0661	6	yes	97.5900	0.1538	5	yes	yes
A0A6A7AAR3	canonical	5	4.1867	0.0651	4.1053	4.2836	97.3160	0.0378	95.8280	0.0890	6	yes	96.8440	0.0932	5	yes	yes
A0A6A7AAT9	canonical	5	4.0645	0.0330	4.0420	4.1198	97.9840	0.0152	97.7860	0.0230	6	yes	98.4200	0.0141	5	yes	yes
A0A6A7AEL9	canonical	5	4.1021	0.0340	4.0674	4.1547	97.7260	0.0336	97.5940	0.0207	6	yes	98.3460	0.0472	5	yes	yes
A0A6A7AGA7	canonical	5	4.3160	0.1066	4.1950	4.4247	95.4540	0.1514	93.2020	0.2563	6	yes	94.1220	0.2823	5	yes	yes
A0A6A7AHW1	canonical	5	4.3394	0.0555	4.2622	4.4068	97.6220	0.0084	97.8080	0.0148	6	yes	97.8280	0.0676	5	yes	yes
A0A6A7AJP7	discarded	5	4.7342	0.3469	4.4905	5.3424	87.9880	2.2358	38.5460	2.5798	4	yes	73.8600	1.8391	0	no	no
A0A6A7AQI4	canonical	5	4.4240	0.0234	4.3984	4.4590	91.6560	0.2933	88.3640	0.5313	6	yes	92.2700	0.3154	5	yes	yes
A0A6A7ARS2	canonical	5	4.0280	0.0545	3.9518	4.0792	97.5100	0.1296	97.2580	0.1178	6	yes	98.2200	0.0447	5	yes	yes
A0A6A7AZ98	canonical	5	4.0615	0.0503	4.0004	4.1144	98.0060	0.0321	97.4560	0.0297	6	yes	98.4060	0.0493	5	yes	yes
A0A6A7AZP2	canonical	5	4.2451	0.1071	4.1044	4.3658	95.7080	0.2032	92.0320	0.4834	6	yes	93.9400	0.2255	5	yes	yes
A0A6A7AZY7	canonical	5	4.1494	0.0347	4.1044	4.1921	97.9500	0.0274	97.6280	0.0409	6	yes	98.4980	0.0363	5	yes	yes
A0A6A7B1V5	canonical	5	4.1857	0.0999	4.0389	4.2763	93.2580	0.4575	91.2480	0.6168	6	yes	93.2200	0.3664	5	yes	yes
A0A6A7BAH6	canonical	5	4.0742	0.0509	4.0027	4.1450	97.5520	0.0694	97.3480	0.0838	6	yes	98.2920	0.3098	5	yes	yes
A0A6A7BAZ2	canonical	5	4.2673	0.0330	4.2136	4.2930	97.5280	0.0396	97.1880	0.0370	6	yes	97.5080	0.1660	5	yes	yes
A0A6A7BCJ9	canonical	5	4.0317	0.0414	3.9875	4.0802	97.4360	0.0627	96.4820	0.1008	6	yes	96.9400	0.0997	5	yes	yes
A0A6A7BD10	discarded	5	3.8736	0.1012	3.7498	4.0248	94.8560	0.4239	87.8400	0.6117	5	yes	94.2040	0.4587	0	no	no
A0A6A7BE86	canonical	5	4.1627	0.0403	4.0984	4.2095	97.2400	0.0561	96.8680	0.0502	6	yes	97.7060	0.1050	5	yes	yes
A0A6A7BFT5	canonical	5	4.1242	0.0329	4.1005	4.1822	98.3720	0.0502	97.8860	0.0770	6	yes	98.6140	0.1167	5	yes	yes
A0A6A7BLX6	noncanonical	5	3.7078	0.0469	3.6628	3.7860	95.7880	0.0817	93.5960	0.1078	5	yes	96.2980	0.1887	0	no	no
A0A6A7BNR0	canonical	5	4.2022	0.0578	4.1437	4.2912	97.6980	0.0396	97.0960	0.0730	6	yes	97.8060	0.0902	5	yes	yes
A0A6A7BQY5	canonical	5	4.1639	0.0693	4.0515	4.2266	94.6920	0.0683	91.5500	0.3305	6	yes	91.7420	0.3647	5	yes	yes
A0A6A7C352	canonical	5	3.7499	0.0336	3.7011	3.7831	97.5600	0.0265	96.6860	0.0219	6	yes	97.9900	0.0283	5	yes	yes
A0A6A7CAG9	canonical	5	4.1756	0.0841	4.1007	4.3162	95.2000	0.1279	93.9260	0.1965	6	yes	94.1560	0.2450	5	yes	yes
A0A6B0RVB9	canonical	5	3.6773	0.1238	3.5039	3.8207	94.1680	0.2703	95.7900	0.1065	6	yes	92.9680	0.3046	5	yes	yes
A0A6B0RY59	canonical	5	3.8513	0.0412	3.8077	3.9110	97.3980	0.0585	96.5200	0.0604	6	yes	98.3560	0.0639	5	yes	yes
A0A6B2KZT0	canonical	5	4.2877	0.0794	4.1655	4.3678	95.3480	0.1165	95.1320	0.1728	6	yes	94.8660	0.1972	5	yes	yes
A0A6B2KZX3	canonical	5	4.2101	0.0766	4.1101	4.3018	94.4660	0.1953	94.7520	0.2489	6	yes	94.8620	0.4270	5	yes	yes
A0A6B2L294	canonical	5	4.3073	0.0458	4.2718	4.3860	94.7000	0.0731	93.3820	0.3725	6	yes	93.5240	0.3657	5	yes	yes
A0A6B2LE82	canonical	5	4.4046	0.0715	4.3051	4.4967	98.1640	0.1014	97.7480	0.1441	6	yes	96.4560	0.3098	5	yes	yes
A0A6B3BLP6	canonical	5	4.0214	0.0764	3.9533	4.1486	98.3280	0.0259	97.7260	0.0297	6	yes	98.0460	0.2220	5	yes	yes
A0A6B3N9A7	canonical	5	4.3367	0.1673	4.1695	4.5704	95.5280	0.5902	85.5440	2.1042	6	yes	89.1580	0.6583	5	yes	yes
A0A6B3QF73	canonical	5	4.0475	0.0524	4.0040	4.1114	98.4960	0.0207	97.9120	0.0148	6	yes	98.2140	0.2380	5	yes	yes
A0A6B7E5P4	canonical	5	3.8605	0.0351	3.8351	3.9205	96.9020	0.0795	95.8820	0.1788	6	yes	96.7580	0.1516	5	yes	yes
A0A6B7JF49	canonical	5	3.9704	0.0319	3.9318	4.0077	96.8740	0.0378	94.8820	0.0363	6	yes	97.0080	0.0672	5	yes	yes
A0A6B7JGJ4	canonical	5	3.7746	0.0340	3.7210	3.8044	97.0000	0.0300	94.7120	0.0672	6	yes	97.2260	0.0541	5	yes	yes
A0A6B7JI39	canonical	5	3.8854	0.0590	3.8007	3.9433	95.8860	0.0713	93.4120	0.0887	6	yes	94.6640	0.1534	5	yes	yes
A0A6B9QJU3	canonical	5	3.8332	0.0465	3.7633	3.8794	94.6960	0.1216	91.2220	0.2918	6	yes	92.3400	0.2424	5	yes	yes
A0A6B9QKL4	canonical	5	3.7516	0.1002	3.6593	3.9153	97.0600	0.1948	95.1700	0.2897	6	yes	95.4040	0.6854	5	yes	yes
A0A6B9T1N3	canonical	5	4.0617	0.0562	3.9861	4.1279	97.9820	0.0277	97.2600	0.0381	6	yes	98.8320	0.0148	5	yes	yes
A0A6B9UPB5	discarded	5	3.6002	0.4127	3.1973	4.0938	89.7780	0.6887	46.6800	2.1774	3	yes	80.8860	0.9803	0	no	no
A0A6B9UPC8	discarded	5	24.2266	0.5950	23.2759	24.8643	94.2920	0.6555	83.9860	2.1645	4	yes	86.3260	1.2429	0	no	no
A0A6B9UPD9	discarded	5	8.6812	11.5081	3.0787	29.2595	95.1080	0.4758	59.9060	8.0225	3	yes	88.5820	1.2336	0	no	no
A0A6B9UPF6	discarded	5	3.5968	0.3328	3.1506	3.9374	95.8340	0.2784	58.6080	4.2431	3	yes	90.7860	0.5008	0	no	no
A0A6B9UPG4	discarded	5	3.5260	0.3995	3.0124	3.8937	93.2460	0.6853	52.6640	3.5666	3	yes	85.4340	1.0535	0	no	no
A0A6B9UPG6	discarded	5	3.5778	0.3914	3.1978	4.0780	95.7800	0.3630	58.7720	3.6655	3	yes	90.8320	0.4806	0	no	no
A0A6B9UPG9	discarded	5	3.7157	0.3537	3.1554	4.0562	95.5580	0.4768	56.4360	3.6512	3	yes	89.1080	0.6745	0	no	no
A0A6B9UPH8	discarded	5	3.6944	0.3574	3.2037	4.0485	95.0220	0.2594	56.1920	3.5680	3	yes	89.3960	0.6320	0	no	no
A0A6B9UPI8	discarded	5	3.6002	0.4127	3.1973	4.0938	89.7780	0.6887	46.6800	2.1774	3	yes	80.8860	0.9803	0	no	no
A0A6B9UPJ6	discarded	5	2.9446	0.2017	2.7747	3.2825	86.1620	1.1077	48.3540	1.2811	3	yes	74.1340	1.9219	0	no	no
A0A6B9UPM4	discarded	5	3.3590	0.3779	2.9340	3.8389	85.3040	1.9948	42.9920	2.6264	3	yes	73.7420	2.1301	0	no	no
A0A6B9UPP1	discarded	5	3.3590	0.3779	2.9340	3.8389	85.3040	1.9948	42.9920	2.6264	3	yes	73.7420	2.1301	0	no	no
A0A6B9UPQ0	discarded	5	3.4444	0.3745	3.0451	3.8412	93.1620	0.8992	52.1680	2.8786	3	yes	85.6480	1.5735	0	no	no
A0A6B9UPQ4	discarded	5	3.4056	0.2678	3.1499	3.7726	91.4220	0.9156	50.6880	2.9745	3	yes	82.3040	1.4714	0	no	no
A0A6B9UPQ5	discarded	5	3.3590	0.3779	2.9340	3.8389	85.3040	1.9948	42.9920	2.6264	3	yes	73.7420	2.1301	0	no	no
A0A6B9UPQ9	discarded	5	3.5092	0.4673	2.9852	3.9641	88.6440	0.4647	44.1020	1.5022	3	yes	79.5300	0.9919	0	no	no
A0A6B9UPS1	discarded	5	12.0567	12.0113	3.1442	27.9943	96.0020	0.5169	59.6300	7.8928	3	yes	90.6240	0.8516	0	no	no
A0A6B9UPS7	discarded	5	3.4444	0.3745	3.0451	3.8412	93.1620	0.8992	52.1680	2.8786	3	yes	85.6480	1.5735	0	no	no
A0A6B9UPT1	discarded	5	3.5608	0.3282	3.1739	3.9608	91.8740	0.5422	49.7660	2.1733	3	yes	83.4700	0.3702	0	no	no
A0A6B9UPT8	discarded	5	3.4444	0.3745	3.0451	3.8412	93.1620	0.8992	52.1680	2.8786	3	yes	85.6480	1.5735	0	no	no
A0A6B9UPU0	discarded	5	3.5183	0.3262	3.1028	3.9048	91.2960	0.8726	48.4400	3.0592	3	yes	82.2480	1.2800	0	no	no
A0A6B9UPU3	discarded	5	3.4243	0.3839	3.0802	3.8733	90.1960	1.3009	45.4960	2.7151	3	yes	79.4220	1.3381	0	no	no
A0A6B9UPU8	discarded	5	3.6197	0.3774	3.1074	4.0203	96.3880	0.1781	59.5720	4.3976	3	yes	92.2280	0.3538	0	no	no
A0A6B9UPW1	discarded	5	7.0060	7.7593	3.3076	20.8791	81.2600	0.8569	39.9020	4.2519	3	yes	70.4700	1.5020	0	no	no
A0A6B9UPY5	discarded	5	3.7580	0.3601	3.2757	4.0997	95.3280	0.4611	55.7820	2.9222	3	yes	90.5740	0.7095	0	no	no
A0A6B9UQ10	discarded	5	3.6197	0.3774	3.1074	4.0203	96.3880	0.1781	59.5720	4.3976	3	yes	92.2280	0.3538	0	no	no
A0A6B9UQ23	discarded	5	3.8344	0.9749	2.9554	5.2280	79.9720	1.1843	41.4660	3.5530	3	yes	67.9480	1.6568	0	no	no
A0A6B9UQ30	discarded	5	3.4444	0.3745	3.0451	3.8412	93.1620	0.8992	52.1680	2.8786	3	yes	85.6480	1.5735	0	no	no
A0A6B9UQ37	discarded	5	3.6197	0.3774	3.1074	4.0203	96.3880	0.1781	59.5720	4.3976	3	yes	92.2280	0.3538	0	no	no
