accession,ref,qtmscore,a1_cov,a2_cov,a3_cov,a4_cov,n_helices
A0A2H3GS61,ref_PmTYR,0.6323,1.000,1.000,1.000,1.000,4
A0A2H3H030,ref_2Y9W_Abisporus,0.5441,1.000,1.000,0.923,1.000,4
A0A2H3H6R0,ref_A0A9N8ELP9_oomycota,0.3799,1.000,1.000,0.667,0.947,4
A0A2H3HDD6,ref_PmTYR,0.5370,0.923,1.000,1.000,1.000,4
A0A2H3HH77,ref_A0A9N8ELP9_oomycota,0.6850,1.000,1.000,0.667,1.000,4
A0A2H3HKI2,ref_A0A9N8ELP9_oomycota,0.5313,0.917,1.000,1.000,1.000,4
A0A2H3HNW1,ref_2Y9W_Abisporus,0.5284,1.000,1.000,0.846,1.000,4
A0A2H3HRC3,ref_PmTYR,0.5221,1.000,1.000,1.000,1.000,4
A0A2H3HRT2,ref_2Y9W_Abisporus,0.4583,0.000,0.000,0.923,1.000,2
A0A2H3HYJ4,ref_1JS8_squid,0.2443,1.000,0.667,0.950,0.913,4
A0A2H3HZX2,ref_PmTYR,0.6170,1.000,1.000,1.000,1.000,4
A0A2H3J1M4,ref_2Y9W_Abisporus,0.4199,1.000,0.917,1.000,1.000,4
A0A2H3J9C6,ref_2Y9W_Abisporus,0.5107,1.000,1.000,1.000,1.000,4
A0A2H3JRM0,ref_2Y9W_Abisporus,0.5104,1.000,1.000,1.000,1.000,4
A0A2H3S4M3,ref_PmTYR,0.6501,1.000,1.000,0.778,0.947,4
A0A2H3S6Y7,ref_PmTYR,0.5748,1.000,1.000,1.000,1.000,4
A0A2H3S7A7,ref_I3D139_archaea,0.6335,1.000,1.000,1.000,1.000,4
A0A2H3SBP2,ref_2Y9W_Abisporus,0.5429,1.000,1.000,0.846,1.000,4
A0A2H3SRM4,ref_PmTYR,0.6180,1.000,1.000,1.000,1.000,4
A0A2H3SVM4,ref_2Y9W_Abisporus,0.3452,0.625,0.708,1.000,0.895,4
A0A2H3SWR3,ref_PmTYR,0.5732,0.846,1.000,1.000,1.000,4
A0A2H3SXE9,ref_A0A9N8ELP9_oomycota,0.5347,0.917,1.000,1.000,1.000,4
A0A2H3SXS3,ref_A0A9N8ELP9_oomycota,0.6011,0.833,1.000,0.750,0.526,4
A0A2H3T284,ref_2Y9W_Abisporus,0.2450,0.000,0.000,1.000,0.789,2
A0A2H3T9N0,ref_2Y9W_Abisporus,0.5280,1.000,1.000,0.846,1.000,4
A0A2H3TBA4,ref_2Y9W_Abisporus,0.3931,1.000,1.000,1.000,1.000,4
A0A2H3TCJ1,ref_PmTYR,0.5600,1.000,1.000,1.000,1.000,4
A0A2H3TD69,ref_PmTYR,0.5182,0.923,1.000,1.000,1.000,4
A0A2H3TEA3,ref_2Y9W_Abisporus,0.3707,1.000,1.000,1.000,1.000,4
A0A2H3TG04,ref_A0A9N8ELP9_oomycota,0.5599,0.917,1.000,0.917,0.947,4
A0A2H3TKE6,ref_2Y9W_Abisporus,0.5429,1.000,1.000,0.846,1.000,4
A0A2H3TN46,ref_2Y9W_Abisporus,0.4191,1.000,1.000,1.000,1.000,4
A0A2H3TNC8,ref_PmTYR,0.6482,1.000,1.000,0.778,0.947,4
A0A2H3TRA5,ref_2Y9W_Abisporus,0.5415,0.000,0.000,0.923,1.000,2
A0A2H3TU20,ref_I3D139_archaea,0.5968,1.000,1.000,1.000,1.000,4
A0A2H4GW12,ref_5M8L_human,0.6521,1.000,1.000,1.000,1.000,4
A0A2H4KE07,ref_5M8L_human,0.7609,1.000,1.000,0.000,0.000,2
A0A2H4KE08,ref_5M8L_human,0.6920,1.000,1.000,0.000,0.000,2
A0A2H4KE09,ref_5M8L_human,0.8410,1.000,1.000,0.000,0.000,2
A0A2H4KE26,ref_5M8L_human,0.7662,1.000,1.000,0.000,0.000,2
A0A2H4KE27,ref_5M8L_human,0.7684,1.000,1.000,0.000,0.000,2
A0A2H4KE30,ref_5M8L_human,0.7298,1.000,1.000,0.000,0.000,2
A0A2H4KE37,ref_5M8L_human,0.7298,1.000,1.000,0.000,0.000,2
A0A2H4KE41,ref_5M8L_human,0.7408,1.000,1.000,0.000,0.000,2
A0A2H4KE45,ref_5M8L_human,0.7059,1.000,1.000,0.000,0.000,2
A0A2H4KE46,ref_5M8L_human,0.6893,1.000,1.000,0.000,0.000,2
A0A2H4KE47,ref_5M8L_human,0.8268,1.000,1.000,0.000,0.000,2
A0A2H4KE51,ref_5M8L_human,0.8218,1.000,1.000,0.000,0.000,2
A0A2H4KE52,ref_5M8L_human,0.8167,1.000,1.000,0.000,0.000,2
A0A2H4KE55,ref_5M8L_human,0.7515,1.000,1.000,0.000,0.000,2
A0A2H4KE57,ref_5M8L_human,0.7723,1.000,1.000,0.000,0.000,2
A0A2H4KE62,ref_5M8L_human,0.7415,1.000,1.000,0.000,0.000,2
A0A2H4KE69,ref_5M8L_human,0.8270,1.000,1.000,0.000,0.000,2
A0A2H4KE85,ref_5M8L_human,0.7298,1.000,1.000,0.000,0.000,2
A0A2H4KE86,ref_5M8L_human,0.7298,1.000,1.000,0.000,0.000,2
A0A2H4KE98,ref_5M8L_human,0.8268,1.000,1.000,0.000,0.000,2
A0A2H4QH72,ref_PmTYR,0.9142,1.000,1.000,1.000,1.000,4
A0A2H4R0N5,ref_5M8L_human,0.7667,1.000,0.900,0.000,0.000,2
A0A2H4R0N8,ref_5M8L_human,0.8214,1.000,0.900,0.000,0.000,2
A0A2H4S9K4,ref_2Y9W_Abisporus,0.5010,1.000,1.000,1.000,1.000,4
A0A2H4S9M8,ref_2Y9W_Abisporus,0.5229,1.000,1.000,0.923,1.000,4
A0A2H4SCX5,ref_PmTYR,0.5388,1.000,1.000,1.000,1.000,4
A0A2H4SJ54,ref_2Y9W_Abisporus,0.5033,1.000,1.000,0.923,1.000,4
A0A2H4ST74,ref_PmTYR,0.5268,0.000,0.737,0.889,1.000,3
A0A2H4SUB3,ref_2Y9W_Abisporus,0.5129,1.000,1.000,0.846,1.000,4
A0A2H4V2A3,ref_5M8L_human,0.8605,1.000,1.000,0.000,0.000,2
A0A2H4WRD9,ref_5M8L_human,0.7273,0.000,0.000,0.000,1.000,1
A0A2H4WRE7,ref_5M8L_human,0.7273,0.000,0.000,0.000,1.000,1
A0A2H4WRE8,ref_5M8L_human,0.7273,0.000,0.000,0.000,1.000,1
A0A2H4WRE9,ref_5M8L_human,0.7273,0.000,0.000,0.000,1.000,1
A0A2H4WRF1,ref_5M8L_human,0.7273,0.000,0.000,0.000,1.000,1
A0A2H4WRF9,ref_5M8L_human,0.7273,0.000,0.000,0.000,1.000,1
A0A2H4WRG0,ref_5M8L_human,0.7273,0.000,0.000,0.000,1.000,1
A0A2H5BVB1,ref_PmTYR,0.8113,1.000,1.000,1.000,1.000,4
A0A2H9TP87,ref_PmTYR,0.5827,1.000,1.000,1.000,1.000,4
A0A2H9ZS92,ref_1BT3_Ibatatas,0.7052,0.000,0.000,1.000,1.000,2
A0A2H9ZS98,ref_5CE9_Jregia,0.7252,1.000,1.000,0.000,0.000,2
A0A2I0A3T7,ref_5CE9_Jregia,0.6180,1.000,1.000,1.000,1.000,4
A0A2I0A3U1,ref_5CE9_Jregia,0.6197,1.000,1.000,1.000,1.000,4
A0A2I0A3U6,ref_1BT3_Ibatatas,0.6146,1.000,1.000,1.000,1.000,4
A0A2I0AD88,ref_5CE9_Jregia,0.5954,1.000,1.000,1.000,1.000,4
A0A2I0AD91,ref_5CE9_Jregia,0.5810,1.000,1.000,1.000,1.000,4
A0A2I0ADC5,ref_5CE9_Jregia,0.5792,1.000,1.000,1.000,1.000,4
A0A2I0M116,ref_5M8L_human,0.6583,1.000,1.000,1.000,1.000,4
A0A2I0MT65,ref_I3D139_archaea,0.3560,1.000,1.000,0.667,1.000,4
A0A2I0SHR2,ref_PmTYR,0.8414,1.000,1.000,1.000,1.000,4
A0A2I0SIV6,ref_PmTYR,0.9184,1.000,1.000,1.000,1.000,4
A0A2I0U7G5,ref_5M8L_human,0.6482,1.000,1.000,1.000,1.000,4
A0A2I0UTH8,ref_5M8L_human,0.6723,1.000,1.000,1.000,1.000,4
A0A2I0VD26,ref_1BT3_Ibatatas,0.5665,1.000,1.000,1.000,1.000,4
A0A2I0VPI4,ref_5CE9_Jregia,0.5909,1.000,1.000,1.000,1.000,4
A0A2I0WDM8,ref_5CE9_Jregia,0.7922,1.000,1.000,1.000,0.000,3
A0A2I0WEB5,ref_1BT3_Ibatatas,0.6225,1.000,1.000,1.000,1.000,4
A0A2I0WZJ5,ref_1BT3_Ibatatas,0.6140,1.000,1.000,1.000,1.000,4
A0A2I1BV77,ref_PmTYR,0.5569,0.923,1.000,1.000,1.000,4
A0A2I1C4A3,ref_A0A9N8ELP9_oomycota,0.5936,1.000,1.000,1.000,1.000,4
A0A2I1CEB6,ref_2Y9W_Abisporus,0.4388,1.000,1.000,1.000,1.000,4
A0A2I1CR74,ref_2Y9W_Abisporus,0.4495,1.000,1.000,1.000,1.000,4
A0A2I1CST6,ref_PmTYR,0.5561,1.000,1.000,1.000,1.000,4
A0A2I1D3W9,ref_A0A9N8ELP9_oomycota,0.5841,1.000,1.000,1.000,1.000,4
A0A2I1DBY6,ref_A0A9N8ELP9_oomycota,0.5807,0.917,1.000,1.000,1.000,4
A0A2I1DEQ6,ref_PmTYR,0.4614,1.000,1.000,1.000,1.000,4
A0A2I1GI48,ref_1BT3_Ibatatas,0.0990,0.000,0.000,0.000,0.000,0
A0A2I2F3S2,ref_PmTYR,0.5869,1.000,1.000,1.000,1.000,4
A0A2I2FHN1,ref_PmTYR,0.5763,1.000,1.000,1.000,1.000,4
A0A2I2FJH9,ref_PmTYR,0.5357,1.000,1.000,1.000,1.000,4
A0A2I2FM34,ref_A0A9N8ELP9_oomycota,0.6228,1.000,1.000,1.000,1.000,4
A0A2I2FU62,ref_PmTYR,0.6870,1.000,1.000,0.778,0.632,4
A0A2I2FVC4,ref_2Y9W_Abisporus,0.5140,1.000,0.917,1.000,1.000,4
A0A2I2G3K9,ref_PmTYR,0.5347,1.000,1.000,1.000,1.000,4
A0A2I2G3M9,ref_A0A9N8ELP9_oomycota,0.5974,1.000,1.000,1.000,1.000,4
A0A2I2G6A8,ref_2Y9W_Abisporus,0.4414,1.000,1.000,1.000,1.000,4
A0A2I2G6E1,ref_A0A9N8ELP9_oomycota,0.5700,1.000,0.950,1.000,1.000,4
A0A2I2G6K0,ref_A0A9N8ELP9_oomycota,0.5290,0.917,1.000,1.000,1.000,4
A0A2I2GCS3,ref_A0A9N8ELP9_oomycota,0.5628,1.000,1.000,1.000,1.000,4
A0A2I2GEV5,ref_A0A9N8ELP9_oomycota,0.6252,1.000,1.000,1.000,1.000,4
A0A2I2MQ46,ref_5M8L_human,0.6792,1.000,1.000,1.000,1.000,4
A0A2I2ZUB2,ref_5M8L_human,0.4785,0.000,0.000,1.000,1.000,2
A0A2I3GUJ8,ref_5M8L_human,0.4780,0.000,0.000,1.000,1.000,2
A0A2I3HDU7,ref_5M8L_human,0.5633,0.000,0.000,1.000,1.000,2
A0A2I3HTD7,ref_5M8L_human,0.6738,1.000,1.000,1.000,1.000,4
A0A2I3MCL9,ref_5M8L_human,0.4809,0.000,0.000,1.000,1.000,2
A0A2I3MZ75,ref_5M8L_human,0.4702,0.000,0.000,1.000,1.000,2
A0A2I3N2T4,ref_5M8L_human,0.6757,1.000,1.000,1.000,1.000,4
A0A2I3RKX3,ref_5M8L_human,0.5396,0.000,0.000,1.000,1.000,2
A0A2I3S4B5,ref_5M8L_human,0.6236,1.000,1.000,1.000,1.000,4
A0A2I3S5M6,ref_5M8L_human,0.4682,0.000,0.000,1.000,1.000,2
A0A2I3S7K1,ref_5M8L_human,0.6407,1.000,1.000,1.000,1.000,4
A0A2I3SHA6,ref_5M8L_human,0.6754,1.000,1.000,1.000,1.000,4
A0A2I3SUR0,ref_5M8L_human,0.6239,1.000,1.000,1.000,1.000,4
A0A2I4AT87,ref_5M8L_human,0.5753,1.000,1.000,1.000,1.000,4
A0A2I4AWA2,ref_5M8L_human,0.6939,1.000,1.000,1.000,1.000,4
A0A2I4B6T4,ref_5M8L_human,0.6513,1.000,1.000,1.000,1.000,4
A0A2I4CFG8,ref_5M8L_human,0.6802,1.000,1.000,1.000,1.000,4
A0A2I4DDQ0,ref_5CE9_Jregia,0.5512,1.000,1.000,1.000,1.000,4
A0A2I4HRS7,ref_5CE9_Jregia,0.5482,1.000,1.000,1.000,1.000,4
A0A2I5YP72,ref_5M8L_human,0.8698,1.000,1.000,0.000,0.000,2
A0A2I5YP73,ref_5M8L_human,0.7628,1.000,1.000,0.000,0.000,2
A0A2I5YP74,ref_5M8L_human,0.8493,1.000,1.000,0.000,0.000,2
A0A2I5YP76,ref_5M8L_human,0.8779,1.000,1.000,0.000,0.000,2
A0A2I5YP77,ref_5M8L_human,0.8652,1.000,1.000,0.000,0.000,2
A0A2I5YP78,ref_5M8L_human,0.8945,1.000,1.000,0.000,0.000,2
A0A2I5YP79,ref_5M8L_human,0.8664,1.000,1.000,0.000,0.000,2
A0A2I5YP80,ref_5M8L_human,0.8727,1.000,1.000,0.000,0.000,2
A0A2I5YP81,ref_5M8L_human,0.8687,1.000,1.000,0.000,0.000,2
A0A2I5YP82,ref_5M8L_human,0.8749,1.000,1.000,0.000,0.000,2
A0A2I5YP83,ref_5M8L_human,0.8722,1.000,1.000,0.000,0.000,2
A0A2I5YP84,ref_5M8L_human,0.8608,1.000,1.000,0.000,0.000,2
A0A2I5YP85,ref_5M8L_human,0.8706,1.000,1.000,0.000,0.000,2
A0A2I5YP87,ref_5M8L_human,0.8724,1.000,1.000,0.000,0.000,2
A0A2I5YP90,ref_5M8L_human,0.8659,1.000,1.000,0.000,0.000,2
A0A2I5YPC7,ref_5M8L_human,0.7325,1.000,1.000,0.000,0.000,2
A0A2I5YPC8,ref_5M8L_human,0.8680,1.000,1.000,0.000,0.000,2
A0A2I5YPD9,ref_5M8L_human,0.8668,1.000,1.000,0.000,0.000,2
A0A2I5YPE1,ref_5M8L_human,0.8728,1.000,1.000,0.000,0.000,2
A0A2I5YPE5,ref_5M8L_human,0.8709,1.000,1.000,0.000,0.000,2
A0A2I5YPF9,ref_5M8L_human,0.8733,1.000,1.000,0.000,0.000,2
A0A2I6TEQ9,ref_5CE9_Jregia,0.8747,0.000,0.105,1.000,1.000,2
A0A2I6TER8,ref_5CE9_Jregia,0.8781,0.000,0.105,1.000,1.000,2
A0A2I6TER9,ref_5CE9_Jregia,0.8812,0.000,0.105,1.000,1.000,2
A0A2I6TET4,ref_5CE9_Jregia,0.8751,0.000,0.105,1.000,1.000,2
A0A2I6TEW0,ref_5CE9_Jregia,0.8057,0.000,0.000,1.000,1.000,2
A0A2J0YX98,ref_2Y9W_Abisporus,0.3531,0.625,0.708,0.923,1.000,4
A0A2J5HDB0,ref_PmTYR,0.5265,1.000,1.000,1.000,1.000,4
A0A2J5HIG3,ref_PmTYR,0.5894,1.000,1.000,1.000,1.000,4
A0A2J5HRQ5,ref_A0A9N8ELP9_oomycota,0.6357,1.000,1.000,1.000,1.000,4
A0A2J5I2K0,ref_A0A9N8ELP9_oomycota,0.5249,0.917,1.000,1.000,0.895,4
A0A2J6PH00,ref_2Y9W_Abisporus,0.5365,1.000,1.000,0.923,1.000,4
A0A2J6PPY7,ref_2Y9W_Abisporus,0.4547,1.000,1.000,1.000,1.000,4
A0A2J6PRK0,ref_PmTYR,0.5419,1.000,1.000,0.778,1.000,4
A0A2J6PV40,ref_A0A9N8ELP9_oomycota,0.5914,1.000,1.000,0.750,1.000,4
A0A2J6Q9Y4,ref_2Y9W_Abisporus,0.5345,1.000,1.000,1.000,1.000,4
A0A2J6QHR6,ref_I3D139_archaea,0.5005,1.000,1.000,1.000,1.000,4
A0A2J6QKV2,ref_PmTYR,0.6258,1.000,1.000,0.778,1.000,4
A0A2J6QS19,ref_PmTYR,0.7198,1.000,1.000,0.778,1.000,4
A0A2J6QSN0,ref_PmTYR,0.6472,0.923,1.000,1.000,1.000,4
A0A2J6QUH0,ref_A0A9N8ELP9_oomycota,0.5697,1.000,1.000,1.000,1.000,4
A0A2J6QV63,ref_PmTYR,0.5411,1.000,1.000,1.000,1.000,4
A0A2J6QVA1,ref_PmTYR,0.6006,1.000,1.000,1.000,1.000,4
A0A2J6R1Z2,ref_2Y9W_Abisporus,0.5103,1.000,1.000,1.000,1.000,4
A0A2J6R7T9,ref_PmTYR,0.5450,1.000,1.000,1.000,1.000,4
A0A2J6R9M8,ref_I3D139_archaea,0.5531,1.000,1.000,1.000,1.000,4
A0A2J6RKS8,ref_A0A9N8ELP9_oomycota,0.6070,1.000,1.000,1.000,1.000,4
A0A2J6RP99,ref_PmTYR,0.5979,1.000,1.000,1.000,1.000,4
A0A2J6RQI7,ref_2Y9W_Abisporus,0.7455,1.000,1.000,1.000,1.000,4
A0A2J6RTM7,ref_PmTYR,0.6128,1.000,1.000,0.778,1.000,4
A0A2J6S137,ref_2Y9W_Abisporus,0.4514,1.000,0.792,1.000,1.000,4
A0A2J6S1F6,ref_A0A9N8ELP9_oomycota,0.5442,1.000,1.000,0.583,1.000,4
A0A2J6S2Q8,ref_A0A9N8ELP9_oomycota,0.5646,1.000,1.000,1.000,1.000,4
A0A2J6S762,ref_PmTYR,0.5706,1.000,1.000,1.000,1.000,4
A0A2J6SBJ2,ref_PmTYR,0.5386,1.000,1.000,1.000,1.000,4
A0A2J6SC90,ref_2Y9W_Abisporus,0.5361,1.000,1.000,1.000,1.000,4
A0A2J6SG40,ref_PmTYR,0.6028,1.000,1.000,0.778,1.000,4
A0A2J6STN7,ref_5M8L_human,0.5681,1.000,1.000,1.000,1.000,4
A0A2J6SYC9,ref_2Y9W_Abisporus,0.5401,1.000,1.000,1.000,1.000,4
A0A2J6T3A4,ref_A0A9N8ELP9_oomycota,0.5609,0.917,0.950,1.000,1.000,4
A0A2J6T6Y9,ref_PmTYR,0.7180,1.000,1.000,0.778,1.000,4
A0A2J6TC85,ref_PmTYR,0.6738,1.000,1.000,1.000,1.000,4
A0A2J6TCA0,ref_PmTYR,0.5465,1.000,1.000,1.000,1.000,4
A0A2J6TCP2,ref_2Y9W_Abisporus,0.5384,1.000,1.000,1.000,1.000,4
A0A2J6TD48,ref_PmTYR,0.7015,1.000,1.000,0.778,1.000,4
A0A2J6TDR3,ref_A0A9N8ELP9_oomycota,0.5390,1.000,1.000,1.000,0.895,4
A0A2J6TH09,ref_2Y9W_Abisporus,0.4518,1.000,1.000,1.000,1.000,4
A0A2J7ZPY5,ref_A0A9N8ELP9_oomycota,0.6782,1.000,1.000,1.000,1.000,4
A0A2J8BUT4,ref_2Y9W_Abisporus,0.5523,1.000,1.000,0.846,1.000,4
A0A2J8M4Q3,ref_5M8L_human,0.6712,1.000,1.000,1.000,1.000,4
A0A2J8M4S4,ref_5M8L_human,0.5978,1.000,1.000,1.000,1.000,4
A0A2J8M918,ref_5M8L_human,0.8422,0.154,1.000,1.000,0.684,3
A0A2J8X8R4,ref_5M8L_human,0.6245,1.000,1.000,1.000,1.000,4
A0A2J8X8T6,ref_5M8L_human,0.8146,0.154,1.000,1.000,0.105,2
A0A2J8XI00,ref_5M8L_human,0.4774,0.000,0.000,1.000,1.000,2
A0A2K0SYK2,ref_1JS8_squid,0.1878,1.000,1.000,1.000,0.739,4
A0A2K0T4M8,ref_A0A9N8ELP9_oomycota,0.5843,0.000,0.000,1.000,1.000,2
A0A2K0TNJ3,ref_2Y9W_Abisporus,0.4986,1.000,1.000,0.923,1.000,4
A0A2K0U4G6,ref_2Y9W_Abisporus,0.5374,1.000,1.000,0.846,1.000,4
A0A2K0UQ00,ref_A0A9N8ELP9_oomycota,0.2220,0.917,1.000,0.833,1.000,4
A0A2K0USD3,ref_I3D139_archaea,0.6034,1.000,1.000,1.000,1.000,4
A0A2K0VU96,ref_PmTYR,0.7362,1.000,1.000,1.000,1.000,4
A0A2K0VUX3,ref_PmTYR,0.6216,1.000,1.000,0.778,1.000,4
A0A2K0VYA6,ref_2Y9W_Abisporus,0.3795,1.000,1.000,1.000,1.000,4
A0A2K0W140,ref_PmTYR,0.6507,1.000,1.000,0.778,0.947,4
A0A2K0W347,ref_1JS8_squid,0.2000,0.000,0.000,0.700,1.000,2
A0A2K0W891,ref_A0A9N8ELP9_oomycota,0.3535,0.667,0.350,1.000,1.000,3
A0A2K0WAD2,ref_PmTYR,0.6165,1.000,1.000,1.000,1.000,4
A0A2K0WC23,ref_A0A9N8ELP9_oomycota,0.5679,1.000,1.000,0.667,0.947,4
A0A2K0WHJ9,ref_2Y9W_Abisporus,0.5417,1.000,1.000,0.923,1.000,4
A0A2K0WPA0,ref_2Y9W_Abisporus,0.4038,1.000,1.000,1.000,1.000,4
A0A2K0WR72,ref_A0A9N8ELP9_oomycota,0.5461,1.000,1.000,1.000,1.000,4
A0A2K0WSM3,ref_2Y9W_Abisporus,0.3004,0.000,0.000,0.769,0.895,2
A0A2K0WTN0,ref_2Y9W_Abisporus,0.5262,1.000,1.000,0.846,1.000,4
A0A2K1IGC8,ref_1BT3_Ibatatas,0.5758,1.000,1.000,1.000,1.000,4
A0A2K1IK82,ref_5CE9_Jregia,0.5574,1.000,1.000,1.000,1.000,4
A0A2K1IZ55,ref_1BT3_Ibatatas,0.5666,1.000,1.000,1.000,1.000,4
A0A2K1J0S4,ref_5CE9_Jregia,0.4997,1.000,1.000,1.000,1.000,4
A0A2K1J162,ref_5CE9_Jregia,0.5407,1.000,1.000,1.000,1.000,4
A0A2K1JC20,ref_5CE9_Jregia,0.5866,1.000,1.000,1.000,1.000,4
A0A2K1JC22,ref_5CE9_Jregia,0.5373,1.000,1.000,1.000,1.000,4
A0A2K1K1L4,ref_5CE9_Jregia,0.5511,1.000,1.000,1.000,1.000,4
A0A2K1K363,ref_1BT3_Ibatatas,0.8051,1.000,1.000,1.000,1.000,4
A0A2K1KF87,ref_1BT3_Ibatatas,0.5997,1.000,1.000,0.000,0.000,2
A0A2K1KIQ0,ref_5CE9_Jregia,0.5646,1.000,1.000,1.000,1.000,4
A0A2K1QQF1,ref_PmTYR,0.5454,1.000,1.000,1.000,1.000,4
A0A2K1R0I6,ref_2Y9W_Abisporus,0.4997,1.000,1.000,1.000,1.000,4
A0A2K1R203,ref_A0A9N8ELP9_oomycota,0.5515,0.917,1.000,1.000,1.000,4
A0A2K1R840,ref_5CE9_Jregia,0.5742,1.000,1.000,1.000,1.000,4
A0A2K1R853,ref_5CE9_Jregia,0.5745,1.000,1.000,1.000,1.000,4
A0A2K2AV86,ref_5CE9_Jregia,0.5415,1.000,1.000,1.000,1.000,4
A0A2K2CAK1,ref_5CE9_Jregia,0.5714,1.000,1.000,1.000,1.000,4
A0A2K2CAK3,ref_5CE9_Jregia,0.6365,1.000,1.000,1.000,1.000,4
A0A2K2CAL0,ref_5M8L_human,0.0686,0.769,0.000,0.000,0.000,1
A0A2K2CAL3,ref_5CE9_Jregia,0.5717,1.000,1.000,1.000,1.000,4
A0A2K2CAL4,ref_1JS8_squid,0.3182,0.750,1.000,0.950,0.739,4
A0A2K2CAL5,ref_5CE9_Jregia,0.5742,1.000,1.000,1.000,1.000,4
A0A2K2CAM1,ref_5CE9_Jregia,0.5746,1.000,1.000,1.000,1.000,4
A0A2K2CAM6,ref_5CE9_Jregia,0.5464,1.000,1.000,1.000,1.000,4
A0A2K2CIP6,ref_5CE9_Jregia,0.5461,1.000,1.000,1.000,1.000,4
A0A2K3CX80,ref_2Y9W_Abisporus,0.2752,1.000,1.000,1.000,0.211,3
A0A2K3JW05,ref_5CE9_Jregia,0.9336,1.000,1.000,1.000,1.000,4
A0A2K3KAJ4,ref_5CE9_Jregia,0.4122,0.000,0.000,0.500,1.000,2
A0A2K3L6D9,ref_5CE9_Jregia,0.5507,1.000,1.000,1.000,1.000,4
A0A2K3L955,ref_5CE9_Jregia,0.4076,0.000,0.000,1.000,1.000,2
A0A2K3LF60,ref_5CE9_Jregia,0.5827,1.000,1.000,1.000,1.000,4
A0A2K3M9I6,ref_5CE9_Jregia,0.4661,0.667,0.737,1.000,1.000,4
A0A2K3MW33,ref_1BT3_Ibatatas,0.5110,1.000,0.150,1.000,1.000,3
A0A2K3Q9Z7,ref_2Y9W_Abisporus,0.5245,1.000,1.000,0.846,1.000,4
A0A2K3QIX3,ref_2Y9W_Abisporus,0.5539,1.000,1.000,0.846,1.000,4
A0A2K3QJU1,ref_2Y9W_Abisporus,0.5053,1.000,1.000,1.000,1.000,4
A0A2K5CI97,ref_5M8L_human,0.6545,1.000,1.000,1.000,1.000,4
A0A2K5CLV3,ref_5M8L_human,0.4614,0.000,0.000,1.000,1.000,2
A0A2K5CLY4,ref_5M8L_human,0.6425,1.000,1.000,1.000,1.000,4
A0A2K5DIB6,ref_5M8L_human,0.7944,1.000,1.000,1.000,1.000,4
A0A2K5DIC7,ref_5M8L_human,0.7360,1.000,1.000,1.000,1.000,4
A0A2K5HBM2,ref_5M8L_human,0.6712,1.000,1.000,1.000,1.000,4
A0A2K5HBP6,ref_5M8L_human,0.4621,0.000,0.000,1.000,1.000,2
A0A2K5HMH1,ref_5M8L_human,0.6539,1.000,1.000,1.000,1.000,4
A0A2K5J8F9,ref_5M8L_human,0.6740,1.000,1.000,1.000,1.000,4
A0A2K5J8G5,ref_5M8L_human,0.6494,1.000,1.000,1.000,1.000,4
A0A2K5KLW2,ref_5M8L_human,0.6541,1.000,1.000,1.000,1.000,4
A0A2K5KUE4,ref_5M8L_human,0.6766,1.000,1.000,1.000,1.000,4
A0A2K5KUH5,ref_5M8L_human,0.6339,1.000,1.000,1.000,1.000,4
A0A2K5P5E7,ref_5M8L_human,0.4809,0.000,0.000,1.000,1.000,2
A0A2K5P5J6,ref_5M8L_human,0.6712,1.000,1.000,1.000,1.000,4
A0A2K5PG36,ref_5M8L_human,0.6711,1.000,1.000,1.000,1.000,4
A0A2K5PG39,ref_5M8L_human,0.4777,0.000,0.000,1.000,1.000,2
A0A2K5PLW3,ref_5M8L_human,0.7665,1.000,1.000,1.000,0.947,4
A0A2K5PLY2,ref_5M8L_human,0.6704,1.000,1.000,0.000,0.000,2
A0A2K5QUW3,ref_5M8L_human,0.6307,1.000,1.000,1.000,1.000,4
A0A2K5QUZ5,ref_5M8L_human,0.6751,1.000,1.000,1.000,1.000,4
A0A2K5VPR3,ref_5M8L_human,0.6751,1.000,1.000,1.000,1.000,4
A0A2K5VT29,ref_5M8L_human,0.6542,1.000,1.000,1.000,1.000,4
A0A2K5WS82,ref_5M8L_human,0.4809,0.000,0.000,1.000,1.000,2
A0A2K5Y8Y0,ref_5M8L_human,0.6711,1.000,1.000,1.000,1.000,4
A0A2K5Y915,ref_5M8L_human,0.4809,0.000,0.000,1.000,1.000,2
A0A2K5YYP9,ref_5M8L_human,0.5279,0.000,1.000,1.000,1.000,3
A0A2K5YYQ6,ref_5M8L_human,0.6757,1.000,1.000,1.000,1.000,4
A0A2K6ADY3,ref_5M8L_human,0.6537,1.000,1.000,1.000,1.000,4
A0A2K6C7T7,ref_5M8L_human,0.7200,1.000,1.000,1.000,1.000,4
A0A2K6C7U2,ref_5M8L_human,0.6751,1.000,1.000,1.000,1.000,4
A0A2K6C7U5,ref_5M8L_human,0.6456,1.000,1.000,1.000,1.000,4
A0A2K6CJW6,ref_5M8L_human,0.6724,1.000,1.000,1.000,1.000,4
A0A2K6CJX0,ref_5M8L_human,0.5033,0.000,0.000,1.000,1.000,2
A0A2K6CRU9,ref_5M8L_human,0.6555,1.000,1.000,1.000,1.000,4
A0A2K6EEA8,ref_5M8L_human,0.7672,1.000,1.000,1.000,1.000,4
A0A2K6EGL9,ref_5M8L_human,0.5273,0.000,1.000,1.000,1.000,3
