accession	length	ndom_chainsaw	all_pfam	extra_pfam	domain_annotations
A0A6P8IXU5	444	2	PF00264 (Tyrosinase)	—	187-205: Tyrosinase copper-binding
A0A6S7GH91	364	1	PF00264 (Tyrosinase)	—	—
A0A6S7H2E1	556	2	PF00264 (Tyrosinase); PF00092 (VWA)	PF00092 (VWA)	—
A0A6S7H6Z2	356	2	PF00264 (Tyrosinase)	—	—
A0A6S7HJV0	345	2	PF00264 (Tyrosinase)	—	—
A0A6S7IGK9	408	2	PF00264 (Tyrosinase); PF00092 (VWA)	PF00092 (VWA)	—
A0A6S7IY75	413	2	PF00264 (Tyrosinase)	—	—
A0A6S7JHU5	509	2	PF00264 (Tyrosinase); PF00092 (VWA)	PF00092 (VWA)	—
A0A6U1NCL5	0	2	—	—	—
A0A6V7TIR8	0	4	—	—	—
A0A6V8R0R1	0	1	—	—	—
A0A7C8MC86	368	1	PF00264 (Tyrosinase)	—	121-314: Tyrosinase copper-binding
A0A7C8MWQ0	772	2	PF00264 (Tyrosinase)	—	695-706: Tyrosinase copper-binding
A0A7D5M6X3	409	2	PF00264 (Tyrosinase)	—	205-216: Tyrosinase copper-binding
A0A7D5Z0B1	513	2	PF00264 (Tyrosinase)	—	235-246: Tyrosinase copper-binding
A0A7D9ED42	357	2	PF00264 (Tyrosinase)	—	—
A0A7D9HKT2	572	2	PF00264 (Tyrosinase); PF00092 (VWA)	PF00092 (VWA)	—
A0A7D9IRV5	329	2	PF00264 (Tyrosinase)	—	—
A0A7D9IU48	322	2	PF00264 (Tyrosinase)	—	—
A0A7D9IUI2	346	2	PF00264 (Tyrosinase)	—	—
A0A7D9J4R1	398	1	PF00264 (Tyrosinase)	—	—
A0A7D9J5S3	447	2	PF00264 (Tyrosinase); PF00092 (VWA)	PF00092 (VWA)	—
A0A7H8R1G7	628	3	PF00264 (Tyrosinase); PF18132 (Tyrosinase_C)	PF18132 (Tyrosinase_C)	97-114: Tyrosinase copper-binding; 365-376: Tyrosinase copper-binding
A0A7H8R8H9	344	1	PF00264 (Tyrosinase)	—	266-277: Tyrosinase copper-binding
A0A7J0CCQ1	307	2	PF00264 (Tyrosinase)	—	243-254: Tyrosinase copper-binding
A0A7J6IXY4	390	1	PF00264 (Tyrosinase)	—	146-163: Tyrosinase copper-binding; 311-322: Tyrosinase copper-binding
A0A7J6J5I0	332	1	PF00264 (Tyrosinase)	—	57-74: Tyrosinase copper-binding
A0A7J7EAG6	555	1	PF00264 (Tyrosinase)	—	219-236: Tyrosinase copper-binding; 415-426: Tyrosinase copper-binding
A0A7K0C9D4	305	2	PF00264 (Tyrosinase)	—	241-252: Tyrosinase copper-binding
A0A7K7RZM1	522	1	PF00264 (Tyrosinase)	—	213-230: Tyrosinase copper-binding; 391-402: Tyrosinase copper-binding
A0A7M5U0C1	645	2	PF00264 (Tyrosinase); PF00092 (VWA)	PF00092 (VWA)	43-179: VWFA
A0A7M6DMJ9	700	2	PF00264 (Tyrosinase); PF00092 (VWA)	PF00092 (VWA)	64-233: VWFA
A0A7M6DMK7	807	2	PF00264 (Tyrosinase); PF00092 (VWA)	PF00092 (VWA)	77-254: VWFA
A0A7M6DQ32	593	2	PF00264 (Tyrosinase)	—	263-482: Tyrosinase copper-binding
A0A7R7WZB7	334	1	PF00264 (Tyrosinase)	—	—
A0A7R7ZNQ8	648	3	PF00264 (Tyrosinase); PF18132 (Tyrosinase_C)	PF18132 (Tyrosinase_C)	104-121: Tyrosinase copper-binding; 378-389: Tyrosinase copper-binding
A0A7R8ARR0	360	1	PF00264 (Tyrosinase)	—	118-135: Tyrosinase copper-binding; 279-290: Tyrosinase copper-binding
A0A7R9PVW4	934	3	PF16414 (NPC1_N); PF00264 (Tyrosinase)	PF16414 (NPC1_N)	18-247: Niemann-Pick C1 N-terminal; 585-754: Tyrosinase copper-binding
A0A7S0LHE4	0	4	—	—	—
A0A7S2B6E8	0	2	—	—	—
A0A7S8D0B4	0	1	—	—	—
A0A7U2F463	625	2	PF00264 (Tyrosinase); PF18132 (Tyrosinase_C)	PF18132 (Tyrosinase_C)	122-139: Tyrosinase copper-binding
A0A7U2MHQ4	390	1	PF00264 (Tyrosinase)	—	313-324: Tyrosinase copper-binding
A0A7W9DMW4	305	2	PF00264 (Tyrosinase)	—	58-75: Tyrosinase copper-binding; 241-252: Tyrosinase copper-binding
A0A7W9UNQ5	273	2	PF00264 (Tyrosinase)	—	54-71: Tyrosinase copper-binding; 209-220: Tyrosinase copper-binding
A0A7W9ZFQ6	537	2	PF00264 (Tyrosinase)	—	277-288: Tyrosinase copper-binding
A0A7X0J7C0	0	3	—	—	—
A0A7X1AU61	597	3	PF00264 (Tyrosinase)	—	152-378: Tyrosinase copper-binding
A0A7Y1MNK6	0	3	—	—	—
A0A7Y8ELP5	0	3	—	—	—
A0A7Y8FG76	0	3	—	—	—
A0A7Y8G6M0	0	3	—	—	—
A0A811KY04	529	2	PF00264 (Tyrosinase)	—	272-283: Tyrosinase copper-binding
A0A812V5M0	761	4	PF00264 (Tyrosinase)	—	294-311: Tyrosinase copper-binding
A0A831VP34	0	2	—	—	—
A0A833WLV2	497	2	PF00264 (Tyrosinase)	—	75-267: Tyrosinase copper-binding
A0A835Z854	553	2	PF00264 (Tyrosinase)	—	499-510: Tyrosinase copper-binding
A0A8A1M824	0	2	—	—	—
A0A8A1UX83	0	2	—	—	—
A0A8B6CGM7	628	2	PF00264 (Tyrosinase)	—	293-304: Tyrosinase copper-binding
A0A8B6CH58	599	2	PF00264 (Tyrosinase)	—	264-275: Tyrosinase copper-binding
A0A8B6DAE8	561	2	PF00264 (Tyrosinase)	—	110-285: Tyrosinase copper-binding
A0A8B6EUU7	691	2	PF00264 (Tyrosinase)	—	289-300: Tyrosinase copper-binding
A0A8B6FJF9	648	3	PF00264 (Tyrosinase)	—	103-273: Tyrosinase copper-binding
A0A8B6FWG6	765	2	PF00264 (Tyrosinase)	—	157-174: Tyrosinase copper-binding; 291-302: Tyrosinase copper-binding
A0A8B6G0L3	467	2	PF00264 (Tyrosinase)	—	299-310: Tyrosinase copper-binding
A0A8B6G0N6	447	2	PF00264 (Tyrosinase)	—	279-290: Tyrosinase copper-binding
A0A8B6GUD9	342	2	PF00264 (Tyrosinase)	—	35-52: Tyrosinase copper-binding; 173-184: Tyrosinase copper-binding
A0A8B6GUE4	328	2	PF00264 (Tyrosinase)	—	21-38: Tyrosinase copper-binding; 159-170: Tyrosinase copper-binding
A0A8B6GWX5	501	3	PF00264 (Tyrosinase)	—	143-160: Tyrosinase copper-binding; 284-295: Tyrosinase copper-binding
A0A8B7BKB2	592	2	PF12142 (PPO1_DWL); PF12143 (PPO1_KFDV); PF00264 (Tyrosinase)	PF12142 (PPO1_DWL); PF12143 (PPO1_KFDV)	204-221: Tyrosinase copper-binding; 362-373: Tyrosinase copper-binding
A0A8B8BBF7	703	3	PF00264 (Tyrosinase)	—	180-197: Tyrosinase copper-binding; 320-331: Tyrosinase copper-binding
A0A8B8BDB7	689	3	PF00264 (Tyrosinase)	—	180-197: Tyrosinase copper-binding; 320-331: Tyrosinase copper-binding
A0A8B8BGL0	773	3	PF00264 (Tyrosinase)	—	179-196: Tyrosinase copper-binding; 319-330: Tyrosinase copper-binding
A0A8B8BJX3	705	2	PF00264 (Tyrosinase)	—	166-183: Tyrosinase copper-binding; 303-314: Tyrosinase copper-binding
A0A8B8EBN7	829	2	PF00264 (Tyrosinase)	—	152-169: Tyrosinase copper-binding; 296-307: Tyrosinase copper-binding
A0A8B8EDC2	785	3	PF00264 (Tyrosinase)	—	177-194: Tyrosinase copper-binding; 319-330: Tyrosinase copper-binding
A0A8B8EEW4	827	3	PF00264 (Tyrosinase)	—	152-169: Tyrosinase copper-binding; 296-307: Tyrosinase copper-binding
A0A8B8ER43	716	2	PF00264 (Tyrosinase)	—	149-166: Tyrosinase copper-binding; 294-305: Tyrosinase copper-binding
A0A8B8ERQ6	711	2	PF00264 (Tyrosinase)	—	170-187: Tyrosinase copper-binding; 306-317: Tyrosinase copper-binding
A0A8B9A045	536	2	PF12142 (PPO1_DWL); PF12143 (PPO1_KFDV); PF00264 (Tyrosinase)	PF12142 (PPO1_DWL); PF12143 (PPO1_KFDV)	148-165: Tyrosinase copper-binding; 306-317: Tyrosinase copper-binding
A0A8C4YB85	511	1	PF00264 (Tyrosinase)	—	214-231: Tyrosinase copper-binding; 371-382: Tyrosinase copper-binding
A0A8C6UF35	518	1	PF00264 (Tyrosinase)	—	211-228: Tyrosinase copper-binding; 378-389: Tyrosinase copper-binding
A0A8E2DWK1	677	2	PF00264 (Tyrosinase); PF18132 (Tyrosinase_C)	PF18132 (Tyrosinase_C)	332-343: Tyrosinase copper-binding
A0A8E2E040	657	2	PF00264 (Tyrosinase); PF18132 (Tyrosinase_C)	PF18132 (Tyrosinase_C)	90-107: Tyrosinase copper-binding; 291-302: Tyrosinase copper-binding
A0A8E2JYI7	660	2	PF00264 (Tyrosinase); PF18132 (Tyrosinase_C)	PF18132 (Tyrosinase_C)	90-107: Tyrosinase copper-binding; 290-301: Tyrosinase copper-binding
A0A8G1QQX9	334	1	PF00264 (Tyrosinase)	—	103-120: Tyrosinase copper-binding; 251-262: Tyrosinase copper-binding
A0A8G1QUY8	341	1	PF00264 (Tyrosinase)	—	111-128: Tyrosinase copper-binding; 259-270: Tyrosinase copper-binding
A0A8G1RJC8	329	1	PF00264 (Tyrosinase)	—	99-116: Tyrosinase copper-binding; 247-258: Tyrosinase copper-binding
A0A8G1S217	339	1	PF00264 (Tyrosinase)	—	109-126: Tyrosinase copper-binding; 257-268: Tyrosinase copper-binding
A0A8H2VQV0	359	1	PF00264 (Tyrosinase)	—	136-153: Tyrosinase copper-binding; 293-304: Tyrosinase copper-binding
A0A8H2W4T0	0	1	—	—	—
A0A8H2W809	0	1	—	—	—
A0A8H2W928	0	1	—	—	—
A0A8H2W9D2	0	1	—	—	—
A0A8H2WDM7	0	1	—	—	—
A0A8H2WET3	0	1	—	—	—
A0A8H2WEW9	0	2	—	—	—
A0A8H2WI32	0	2	—	—	—
A0A8H2WM01	0	2	—	—	—
A0A8H2WMA3	0	1	—	—	—
A0A8H2WNW1	0	1	—	—	—
A0A8H2WP90	0	2	—	—	—
A0A8H2WQD8	0	1	—	—	—
A0A8H2WRM0	0	1	—	—	—
A0A8H2WV07	0	1	—	—	—
A0A8H2WXU0	0	1	—	—	—
A0A8H2WYZ7	0	1	—	—	—
A0A8H2X7X2	0	2	—	—	—
A0A8H2X7Z7	0	1	—	—	—
A0A8H2X9N2	0	1	—	—	—
A0A8H2XCL6	0	1	—	—	—
A0A8H2XJG0	0	1	—	—	—
A0A8H2XL28	0	2	—	—	—
A0A8H2XQU0	0	2	—	—	—
A0A8H2XU14	0	1	—	—	—
A0A8H2XWF9	0	2	—	—	—
A0A8H2XWZ9	0	2	—	—	—
A0A8H2Y0I3	0	2	—	—	—
A0A8H2Y1F4	0	1	—	—	—
A0A8H2ZWM0	0	1	—	—	—
A0A8H2ZYP1	0	2	—	—	—
A0A8H3A0M5	0	3	—	—	—
A0A8H3A114	0	1	—	—	—
A0A8H3A6F2	0	1	—	—	—
A0A8H3A915	0	1	—	—	—
A0A8H3AA21	0	1	—	—	—
A0A8H3AEG2	0	1	—	—	—
A0A8H3AUD8	0	2	—	—	—
A0A8H3AYG3	0	2	—	—	—
A0A8H3AYS9	0	1	—	—	—
A0A8H3AZT0	0	1	—	—	—
A0A8H3B055	0	1	—	—	—
A0A8H3B0Z6	0	1	—	—	—
A0A8H3B5A0	0	2	—	—	—
A0A8H3BAF1	0	1	—	—	—
A0A8H3BDF6	0	1	—	—	—
A0A8H3BH88	0	1	—	—	—
A0A8H3BJU5	0	1	—	—	—
A0A8H3BKM9	0	1	—	—	—
A0A8H3BLR1	0	1	—	—	—
A0A8H3BQP1	0	1	—	—	—
A0A8H3BRT5	0	1	—	—	—
A0A8H3BS36	0	1	—	—	—
A0A8H3BVH4	0	2	—	—	—
A0A8H3BWB0	0	3	—	—	—
A0A8H3BYP2	0	2	—	—	—
A0A8H3C0V7	0	1	—	—	—
A0A8H3C2J4	0	1	—	—	—
A0A8H3C3M9	0	1	—	—	—
A0A8H3C4G7	0	1	—	—	—
A0A8H3C4K7	0	1	—	—	—
A0A8H3C7V0	0	2	—	—	—
A0A8H3C861	0	1	—	—	—
A0A8H3CAP5	0	1	—	—	—
A0A8H3CM85	0	2	—	—	—
A0A8H3CSH4	0	1	—	—	—
A0A8H3CUU5	0	1	—	—	—
A0A8H3CVH2	0	1	—	—	—
A0A8H3D189	0	3	—	—	—
A0A8H3D561	0	1	—	—	—
A0A8H3DFX7	0	1	—	—	—
A0A8H3DH36	0	1	—	—	—
A0A8H3DH45	0	1	—	—	—
A0A8H3DHK5	0	1	—	—	—
A0A8H3DMX3	0	2	—	—	—
A0A8H3DP18	0	2	—	—	—
A0A8H3DQW7	0	2	—	—	—
A0A8H3DT93	0	2	—	—	—
A0A8H3DTU2	0	1	—	—	—
A0A8H3DV55	0	2	—	—	—
A0A8H3E170	0	2	—	—	—
A0A8H3E826	0	2	—	—	—
A0A8H3E969	0	1	—	—	—
A0A8H3FYE1	379	2	PF00264 (Tyrosinase)	—	302-313: Tyrosinase copper-binding
A0A8H3G6G5	336	1	PF00264 (Tyrosinase)	—	109-126: Tyrosinase copper-binding; 295-306: Tyrosinase copper-binding
A0A8H3GCN2	0	1	—	—	—
A0A8H3GDY3	0	1	—	—	—
A0A8H3GGT0	0	1	—	—	—
A0A8H3GHB1	0	2	—	—	—
A0A8H3GIJ6	0	1	—	—	—
A0A8H3GJP0	0	1	—	—	—
A0A8H3GKD3	0	1	—	—	—
A0A8H3GN92	0	1	—	—	—
A0A8H3GPF4	0	2	—	—	—
A0A8H3GPT3	0	1	—	—	—
A0A8H3GTI8	0	1	—	—	—
A0A8H3GTK5	0	1	—	—	—
A0A8H3GYD3	0	1	—	—	—
A0A8H3H1F0	0	1	—	—	—
A0A8H3H232	0	1	—	—	—
A0A8H3H3H3	0	1	—	—	—
A0A8H3H4I9	0	1	—	—	—
A0A8H3H5V5	0	1	—	—	—
A0A8H3HF69	0	1	—	—	—
A0A8H3HIA4	0	2	—	—	—
A0A8H3HU11	0	1	—	—	—
A0A8H3I0H6	0	1	—	—	—
A0A8H3I335	378	1	PF00264 (Tyrosinase)	—	305-316: Tyrosinase copper-binding
A0A8H3I3V1	0	1	—	—	—
A0A8H3I5R2	0	1	—	—	—
A0A8H3IAU0	361	1	PF00264 (Tyrosinase)	—	288-299: Tyrosinase copper-binding
A0A8H3IDD5	362	1	PF00264 (Tyrosinase)	—	289-300: Tyrosinase copper-binding
A0A8H3UMI6	0	1	—	—	—
A0A8H3VC67	433	1	PF00264 (Tyrosinase)	—	187-204: Tyrosinase copper-binding; 355-366: Tyrosinase copper-binding
A0A8H3W2Z1	332	1	PF00264 (Tyrosinase)	—	57-74: Tyrosinase copper-binding
A0A8H3W909	356	1	PF00264 (Tyrosinase)	—	112-129: Tyrosinase copper-binding; 277-288: Tyrosinase copper-binding
A0A8H3WCH4	299	1	PF00264 (Tyrosinase)	—	83-100: Tyrosinase copper-binding; 224-235: Tyrosinase copper-binding
A0A8H3WRY4	610	3	PF00264 (Tyrosinase)	—	364-375: Tyrosinase copper-binding
A0A8H3Z5Y7	358	1	PF00264 (Tyrosinase)	—	274-285: Tyrosinase copper-binding
A0A8H3ZAJ8	0	1	—	—	—
A0A8H4CL76	302	1	PF00264 (Tyrosinase)	—	227-238: Tyrosinase copper-binding
A0A8H4CPR6	331	2	PF00264 (Tyrosinase)	—	56-73: Tyrosinase copper-binding
A0A8H4FFA4	328	1	PF00264 (Tyrosinase)	—	85-102: Tyrosinase copper-binding; 251-262: Tyrosinase copper-binding
A0A8H4FHG1	356	1	PF00264 (Tyrosinase)	—	112-129: Tyrosinase copper-binding; 277-288: Tyrosinase copper-binding
A0A8H4JA75	338	1	PF00264 (Tyrosinase)	—	88-105: Tyrosinase copper-binding
A0A8H4JHW9	369	1	PF00264 (Tyrosinase)	—	290-301: Tyrosinase copper-binding
A0A8H4JP05	337	1	PF00264 (Tyrosinase)	—	87-104: Tyrosinase copper-binding
A0A8H4JTZ8	324	1	PF00264 (Tyrosinase)	—	67-268: Tyrosinase copper-binding
A0A8H4JY40	595	3	PF00264 (Tyrosinase)	—	350-361: Tyrosinase copper-binding
A0A8H4KQ60	324	1	PF00264 (Tyrosinase)	—	68-269: Tyrosinase copper-binding
A0A8H4NX87	667	3	PF00264 (Tyrosinase); PF18132 (Tyrosinase_C)	PF18132 (Tyrosinase_C)	342-353: Tyrosinase copper-binding
A0A8H4RK75	366	1	PF00264 (Tyrosinase)	—	137-154: Tyrosinase copper-binding; 293-304: Tyrosinase copper-binding
A0A8H4RXM0	363	1	PF00264 (Tyrosinase)	—	290-301: Tyrosinase copper-binding
A0A8H4TAU8	324	1	PF00264 (Tyrosinase)	—	84-101: Tyrosinase copper-binding; 248-259: Tyrosinase copper-binding
A0A8H4W2C0	549	2	PF00264 (Tyrosinase)	—	208-225: Tyrosinase copper-binding; 392-403: Tyrosinase copper-binding
A0A8H4WWH2	338	1	PF00264 (Tyrosinase)	—	88-105: Tyrosinase copper-binding
A0A8H4X204	324	1	PF00264 (Tyrosinase)	—	67-268: Tyrosinase copper-binding
A0A8H4X8T0	338	1	PF00264 (Tyrosinase)	—	88-105: Tyrosinase copper-binding
A0A8H4YMN9	323	1	PF00264 (Tyrosinase)	—	81-98: Tyrosinase copper-binding; 245-256: Tyrosinase copper-binding
A0A8H4Z0P3	369	1	PF00264 (Tyrosinase)	—	290-301: Tyrosinase copper-binding
A0A8H4ZL32	594	3	PF00264 (Tyrosinase)	—	349-360: Tyrosinase copper-binding
A0A8H4ZZ08	0	3	—	—	—
A0A8H5CW67	357	2	PF00264 (Tyrosinase)	—	93-110: Tyrosinase copper-binding
A0A8H5E7V3	338	2	PF00264 (Tyrosinase)	—	88-105: Tyrosinase copper-binding
A0A8H5EA09	324	1	PF00264 (Tyrosinase)	—	67-268: Tyrosinase copper-binding
A0A8H5ENW3	0	1	—	—	—
A0A8H5IDF7	323	1	PF00264 (Tyrosinase)	—	81-98: Tyrosinase copper-binding; 245-256: Tyrosinase copper-binding
A0A8H5J780	717	3	PF00264 (Tyrosinase); PF18132 (Tyrosinase_C)	PF18132 (Tyrosinase_C)	97-114: Tyrosinase copper-binding; 338-349: Tyrosinase copper-binding
A0A8H5J9Q5	675	3	PF00264 (Tyrosinase); PF18132 (Tyrosinase_C)	PF18132 (Tyrosinase_C)	345-356: Tyrosinase copper-binding
A0A8H5JC63	594	3	PF00264 (Tyrosinase)	—	349-360: Tyrosinase copper-binding
A0A8H5JGL4	338	1	PF00264 (Tyrosinase)	—	88-105: Tyrosinase copper-binding
A0A8H5JU90	324	1	PF00264 (Tyrosinase)	—	67-268: Tyrosinase copper-binding
A0A8H5JW57	806	3	PF00264 (Tyrosinase); PF18132 (Tyrosinase_C)	PF18132 (Tyrosinase_C)	359-370: Tyrosinase copper-binding
A0A8H5KA52	323	1	PF00264 (Tyrosinase)	—	81-98: Tyrosinase copper-binding; 245-256: Tyrosinase copper-binding
A0A8H5KBA7	338	2	PF00264 (Tyrosinase)	—	88-105: Tyrosinase copper-binding
A0A8H5KIL6	327	1	PF00264 (Tyrosinase)	—	81-98: Tyrosinase copper-binding; 249-260: Tyrosinase copper-binding
A0A8H5KLN9	338	1	PF00264 (Tyrosinase)	—	88-105: Tyrosinase copper-binding
A0A8H5KU78	324	1	PF00264 (Tyrosinase)	—	67-268: Tyrosinase copper-binding
A0A8H5LGT6	594	3	PF00264 (Tyrosinase)	—	349-360: Tyrosinase copper-binding
A0A8H5MQC7	334	1	PF00264 (Tyrosinase)	—	290-301: Tyrosinase copper-binding
A0A8H5N717	324	1	PF00264 (Tyrosinase)	—	67-268: Tyrosinase copper-binding
A0A8H5ND32	338	1	PF00264 (Tyrosinase)	—	88-105: Tyrosinase copper-binding
A0A8H5NI46	323	2	PF00264 (Tyrosinase)	—	81-98: Tyrosinase copper-binding; 245-256: Tyrosinase copper-binding
A0A8H5P954	340	1	PF00264 (Tyrosinase)	—	98-115: Tyrosinase copper-binding; 262-273: Tyrosinase copper-binding
A0A8H5PRZ9	324	1	PF00264 (Tyrosinase)	—	67-268: Tyrosinase copper-binding
A0A8H5PV85	356	1	PF00264 (Tyrosinase)	—	88-105: Tyrosinase copper-binding
A0A8H5Q4Q0	324	1	PF00264 (Tyrosinase)	—	67-268: Tyrosinase copper-binding
A0A8H5Q7J5	323	1	PF00264 (Tyrosinase)	—	81-98: Tyrosinase copper-binding; 245-256: Tyrosinase copper-binding
A0A8H5R283	338	1	PF00264 (Tyrosinase)	—	88-105: Tyrosinase copper-binding
A0A8H5T9H9	338	1	PF00264 (Tyrosinase)	—	88-105: Tyrosinase copper-binding
A0A8H5TF94	324	1	PF00264 (Tyrosinase)	—	83-100: Tyrosinase copper-binding
A0A8H5UC91	369	1	PF00264 (Tyrosinase)	—	290-301: Tyrosinase copper-binding
A0A8H5UEB6	323	1	PF00264 (Tyrosinase)	—	81-98: Tyrosinase copper-binding; 245-256: Tyrosinase copper-binding
A0A8H5UVB9	356	1	PF00264 (Tyrosinase)	—	88-105: Tyrosinase copper-binding
A0A8H5UZN1	323	1	PF00264 (Tyrosinase)	—	81-98: Tyrosinase copper-binding; 245-256: Tyrosinase copper-binding
A0A8H5V6E6	369	1	PF00264 (Tyrosinase)	—	290-301: Tyrosinase copper-binding
A0A8H5W5B7	324	1	PF00264 (Tyrosinase)	—	67-268: Tyrosinase copper-binding
A0A8H5WLG2	326	1	PF00264 (Tyrosinase)	—	68-271: Tyrosinase copper-binding
A0A8H5WWP5	324	1	PF00264 (Tyrosinase)	—	67-268: Tyrosinase copper-binding
A0A8H5WYS4	594	3	PF00264 (Tyrosinase)	—	349-360: Tyrosinase copper-binding
A0A8H5XAB3	323	1	PF00264 (Tyrosinase)	—	81-98: Tyrosinase copper-binding; 245-256: Tyrosinase copper-binding
A0A8H5XEV6	338	1	PF00264 (Tyrosinase)	—	88-105: Tyrosinase copper-binding
A0A8H5XW17	369	1	PF00264 (Tyrosinase)	—	290-301: Tyrosinase copper-binding
A0A8H5XYF6	324	2	PF00264 (Tyrosinase)	—	67-268: Tyrosinase copper-binding
A0A8H5YFK9	338	1	PF00264 (Tyrosinase)	—	88-105: Tyrosinase copper-binding
A0A8H5YQ63	324	1	PF00264 (Tyrosinase)	—	67-268: Tyrosinase copper-binding
A0A8H5YXQ5	338	1	PF00264 (Tyrosinase)	—	88-105: Tyrosinase copper-binding
A0A8H6DNI4	648	2	PF00264 (Tyrosinase); PF18132 (Tyrosinase_C)	PF18132 (Tyrosinase_C)	84-337: Tyrosinase copper-binding; 489-608: Tyrosinase C-terminal
A0A8H6E1Q8	390	1	PF00264 (Tyrosinase)	—	313-324: Tyrosinase copper-binding
A0A8H6E4D1	624	2	PF00264 (Tyrosinase); PF18132 (Tyrosinase_C)	PF18132 (Tyrosinase_C)	93-110: Tyrosinase copper-binding; 354-365: Tyrosinase copper-binding
A0A8H6GAT6	0	1	—	—	—
A0A8H6GLN4	0	1	—	—	—
A0A8H6JK77	338	1	PF00264 (Tyrosinase)	—	88-105: Tyrosinase copper-binding
A0A8H6K6D0	338	1	PF00264 (Tyrosinase)	—	88-105: Tyrosinase copper-binding
A0A8H6L0G3	362	1	PF00264 (Tyrosinase)	—	289-300: Tyrosinase copper-binding
A0A8H6LBS9	0	3	—	—	—
A0A8H6MX70	415	1	PF00264 (Tyrosinase)	—	140-157: Tyrosinase copper-binding
A0A8H6N1I1	338	1	PF00264 (Tyrosinase)	—	88-105: Tyrosinase copper-binding
A0A8H6N7U5	403	1	PF00264 (Tyrosinase)	—	152-169: Tyrosinase copper-binding; 324-335: Tyrosinase copper-binding
A0A8H6P259	347	1	PF00264 (Tyrosinase)	—	76-93: Tyrosinase copper-binding
A0A8H6Q2T8	0	1	—	—	—
A0A8H6SNJ8	360	1	PF00264 (Tyrosinase)	—	93-110: Tyrosinase copper-binding
A0A8H6VUF2	403	1	PF00264 (Tyrosinase)	—	124-141: Tyrosinase copper-binding
A0A8H6WIU6	388	1	PF00264 (Tyrosinase)	—	133-150: Tyrosinase copper-binding; 313-324: Tyrosinase copper-binding
A0A8H6Y0Y5	443	1	PF00264 (Tyrosinase)	—	173-190: Tyrosinase copper-binding; 357-368: Tyrosinase copper-binding
A0A8H6YGA9	367	1	PF00264 (Tyrosinase)	—	97-114: Tyrosinase copper-binding; 281-292: Tyrosinase copper-binding
A0A8H7AFZ9	657	2	PF00264 (Tyrosinase); PF18132 (Tyrosinase_C)	PF18132 (Tyrosinase_C)	98-115: Tyrosinase copper-binding; 312-323: Tyrosinase copper-binding
A0A8H7BB98	400	1	PF00264 (Tyrosinase)	—	327-338: Tyrosinase copper-binding
A0A8H7D4T6	376	1	PF00264 (Tyrosinase)	—	121-138: Tyrosinase copper-binding; 301-312: Tyrosinase copper-binding
A0A8H7DEF9	394	1	PF00264 (Tyrosinase)	—	139-156: Tyrosinase copper-binding; 319-330: Tyrosinase copper-binding
A0A8H7DID7	402	2	PF00264 (Tyrosinase)	—	97-114: Tyrosinase copper-binding; 292-303: Tyrosinase copper-binding
A0A8H7DQG2	344	1	PF00264 (Tyrosinase)	—	95-112: Tyrosinase copper-binding; 269-280: Tyrosinase copper-binding
A0A8H7E394	599	2	PF00264 (Tyrosinase); PF18132 (Tyrosinase_C)	PF18132 (Tyrosinase_C)	105-122: Tyrosinase copper-binding; 294-305: Tyrosinase copper-binding
A0A8H7HCV1	0	1	—	—	—
A0A8H7HE37	0	1	—	—	—
A0A8H7HEV2	0	1	—	—	—
A0A8H7HP73	0	1	—	—	—
A0A8H7HPD8	0	1	—	—	—
A0A8H7HVL3	0	1	—	—	—
A0A8H7HXA0	0	1	—	—	—
A0A8H7HXY8	0	2	—	—	—
A0A8H7I922	0	1	—	—	—
A0A8H7IBD4	0	1	—	—	—
A0A8H7IE62	0	1	—	—	—
A0A8H7IKL1	0	1	—	—	—
A0A8H7IRY9	0	2	—	—	—
A0A8H7JCU1	500	2	PF00264 (Tyrosinase)	—	67-84: Tyrosinase copper-binding; 249-260: Tyrosinase copper-binding
A0A8H7LGB7	0	1	—	—	—
A0A8H7LH97	0	1	—	—	—
A0A8H7LHS8	0	1	—	—	—
A0A8H7LLQ8	0	1	—	—	—
A0A8H7LYP2	0	1	—	—	—
A0A8H7M6V8	0	1	—	—	—
A0A8H7M7A9	0	1	—	—	—
A0A8H7W0M8	319	1	PF00264 (Tyrosinase)	—	87-104: Tyrosinase copper-binding; 245-256: Tyrosinase copper-binding
A0A8H7YES8	0	2	—	—	—
A0A8H8BVI5	325	1	PF00264 (Tyrosinase)	—	87-104: Tyrosinase copper-binding; 247-258: Tyrosinase copper-binding
A0A8H8NXP1	0	1	—	—	—
A0A8H8P5E1	0	1	—	—	—
A0A8H8P683	0	1	—	—	—
A0A8H8P6Q4	0	2	—	—	—
A0A8H8P906	0	3	—	—	—
A0A8H8PBL8	0	1	—	—	—
A0A8H8RL10	368	1	PF00264 (Tyrosinase)	—	137-154: Tyrosinase copper-binding; 294-305: Tyrosinase copper-binding
A0A8H8SYD2	0	1	—	—	—
A0A8H8SZ86	0	2	—	—	—
A0A8H8T2N9	0	1	—	—	—
A0A8H8U2D2	369	1	PF00264 (Tyrosinase)	—	138-155: Tyrosinase copper-binding; 295-306: Tyrosinase copper-binding
A0A8H9LF69	288	1	PF00264 (Tyrosinase)	—	72-240: Tyrosinase copper-binding
A0A8I2Z321	0	1	—	—	—
A0A8I3AJ06	0	1	—	—	—
A0A8J2IFZ7	0	1	—	—	—
A0A8J2IPY8	0	3	—	—	—
