accession	pool	length	ndom_chainsaw	pfam_id	pfam_name	env_from	env_to	dom_evalue	description
A0A6A6XLR7	noncanonical	367	2	PF00264	Tyrosinase	76	293	1.7e-28	Common central domain of tyrosinase
A0A6A6XS31	canonical	393	2	PF00264	Tyrosinase	112	344	2.8e-52	Common central domain of tyrosinase
A0A6A6XS33	canonical	677	2	PF00264	Tyrosinase	86	339	4.4e-49	Common central domain of tyrosinase
A0A6A6XS33	canonical	677	2	PF18132	Tyrosinase_C	459	576	7.6e-24	Tyrosinase C-terminal domain
A0A6A6XX71	canonical	575	2	PF00264	Tyrosinase	54	303	4.0e-47	Common central domain of tyrosinase
A0A6A6XX71	canonical	575	2	PF18132	Tyrosinase_C	421	541	1.4e-29	Tyrosinase C-terminal domain
A0A6A6YDA9	canonical	423	2	PF00264	Tyrosinase	129	363	1.2e-62	Common central domain of tyrosinase
A0A6A6YIB0	canonical	624	2	PF00264	Tyrosinase	116	370	3.6e-41	Common central domain of tyrosinase
A0A6A6YIB0	canonical	624	2	PF18132	Tyrosinase_C	482	584	7.5e-10	Tyrosinase C-terminal domain
A0A6A6YIL2	discarded	584	2	PF00264	Tyrosinase	93	326	9.9e-25	Common central domain of tyrosinase
A0A6A6YIL2	discarded	584	2	PF18132	Tyrosinase_C	427	549	1.7e-22	Tyrosinase C-terminal domain
A0A6A6YP93	canonical	367	1	PF00264	Tyrosinase	81	309	2.3e-52	Common central domain of tyrosinase
A0A6A6Z3V1	discarded	139	1	PF00264	Tyrosinase	62	132	9.7e-08	Common central domain of tyrosinase
A0A6A6Z455	canonical	673	2	PF00264	Tyrosinase	90	350	8.7e-45	Common central domain of tyrosinase
A0A6A6Z455	canonical	673	2	PF18132	Tyrosinase_C	457	574	1.3e-24	Tyrosinase C-terminal domain
A0A6A6Z483	discarded	316	1	PF00264	Tyrosinase	89	252	2.3e-23	Common central domain of tyrosinase
A0A6A6Z4Q4	canonical	678	2	PF00264	Tyrosinase	56	311	4.4e-50	Common central domain of tyrosinase
A0A6A6Z4Q4	canonical	678	2	PF18132	Tyrosinase_C	514	639	3.5e-35	Tyrosinase C-terminal domain
A0A6A6ZDY1	canonical	371	1	PF00264	Tyrosinase	95	313	5.7e-58	Common central domain of tyrosinase
A0A6A6ZI63	canonical	397	1	PF00264	Tyrosinase	107	334	2.1e-51	Common central domain of tyrosinase
A0A6A6ZJV5	discarded	451	2	PF00264	Tyrosinase	75	261	2.1e-12	Common central domain of tyrosinase
A0A6A6ZN76	canonical	580	2	PF00264	Tyrosinase	84	359	6.5e-43	Common central domain of tyrosinase
A0A6A6ZN76	canonical	580	2	PF18132	Tyrosinase_C	478	577	6.1e-12	Tyrosinase C-terminal domain
A0A6A6ZNN4	canonical	373	1	PF00264	Tyrosinase	77	310	9.2e-54	Common central domain of tyrosinase
A0A6A6ZQQ8	canonical	391	1	PF00264	Tyrosinase	100	333	1.9e-57	Common central domain of tyrosinase
A0A6A6ZWE4	canonical	314	1	PF00264	Tyrosinase	41	254	2.6e-56	Common central domain of tyrosinase
A0A6A6ZWM6	canonical	391	2	PF00264	Tyrosinase	111	342	4.8e-51	Common central domain of tyrosinase
A0A6A7A461	canonical	770	3	PF00264	Tyrosinase	119	374	4.5e-41	Common central domain of tyrosinase
A0A6A7A461	canonical	770	3	PF18132	Tyrosinase_C	536	639	1.0e-14	Tyrosinase C-terminal domain
A0A6A7A961	canonical	419	2	PF00264	Tyrosinase	120	362	6.4e-54	Common central domain of tyrosinase
A0A6A7AAR3	canonical	356	1	PF00264	Tyrosinase	121	303	5.9e-41	Common central domain of tyrosinase
A0A6A7AAT9	canonical	380	1	PF00264	Tyrosinase	92	322	6.7e-55	Common central domain of tyrosinase
A0A6A7AEL9	canonical	418	2	PF00264	Tyrosinase	124	358	1.6e-61	Common central domain of tyrosinase
A0A6A7AGA7	canonical	606	2	PF00264	Tyrosinase	90	338	2.9e-39	Common central domain of tyrosinase
A0A6A7AGA7	canonical	606	2	PF18132	Tyrosinase_C	450	569	4.2e-18	Tyrosinase C-terminal domain
A0A6A7AHW1	canonical	386	1	PF00264	Tyrosinase	95	328	1.2e-55	Common central domain of tyrosinase
A0A6A7AJP7	discarded	273	1	PF00264	Tyrosinase	38	188	5.9e-18	Common central domain of tyrosinase
A0A6A7AQI4	canonical	614	3	PF00264	Tyrosinase	163	383	3.0e-24	Common central domain of tyrosinase
A0A6A7ARS2	canonical	393	1	PF00264	Tyrosinase	91	318	6.0e-44	Common central domain of tyrosinase
A0A6A7AZ98	canonical	390	1	PF00264	Tyrosinase	99	332	1.2e-59	Common central domain of tyrosinase
A0A6A7AZP2	canonical	617	2	PF00264	Tyrosinase	90	341	1.4e-39	Common central domain of tyrosinase
A0A6A7AZP2	canonical	617	2	PF18132	Tyrosinase_C	455	580	1.1e-14	Tyrosinase C-terminal domain
A0A6A7AZY7	canonical	382	1	PF00264	Tyrosinase	93	324	2.8e-54	Common central domain of tyrosinase
A0A6A7B1V5	canonical	745	2	PF00264	Tyrosinase	122	378	1.7e-42	Common central domain of tyrosinase
A0A6A7B1V5	canonical	745	2	PF18132	Tyrosinase_C	483	640	2.8e-18	Tyrosinase C-terminal domain
A0A6A7BAH6	canonical	415	2	PF00264	Tyrosinase	121	355	3.1e-64	Common central domain of tyrosinase
A0A6A7BAZ2	canonical	386	1	PF00264	Tyrosinase	94	329	3.4e-57	Common central domain of tyrosinase
A0A6A7BCJ9	canonical	351	1	PF00264	Tyrosinase	117	299	9.0e-40	Common central domain of tyrosinase
A0A6A7BD10	discarded	283	1	PF00264	Tyrosinase	1	220	1.4e-48	Common central domain of tyrosinase
A0A6A7BE86	canonical	355	1	PF00264	Tyrosinase	79	297	5.6e-58	Common central domain of tyrosinase
A0A6A7BFT5	canonical	331	1	PF00264	Tyrosinase	61	276	2.2e-45	Common central domain of tyrosinase
A0A6A7BLX6	noncanonical	356	1	PF00264	Tyrosinase	103	300	5.2e-38	Common central domain of tyrosinase
A0A6A7BNR0	canonical	420	2	PF00264	Tyrosinase	121	363	2.2e-55	Common central domain of tyrosinase
A0A6A7BQY5	canonical	595	2	PF00264	Tyrosinase	71	326	8.6e-48	Common central domain of tyrosinase
A0A6A7BQY5	canonical	595	2	PF18132	Tyrosinase_C	438	560	1.3e-30	Tyrosinase C-terminal domain
A0A6A7C352	canonical	402	1	PF00264	Tyrosinase	113	340	2.8e-52	Common central domain of tyrosinase
A0A6A7CAG9	canonical	679	2	PF00264	Tyrosinase	84	344	1.6e-48	Common central domain of tyrosinase
A0A6A7CAG9	canonical	679	2	PF18132	Tyrosinase_C	457	574	8.6e-26	Tyrosinase C-terminal domain
A0A6B0RVB9	canonical	517	1	PF00264	Tyrosinase	179	409	9.4e-34	Common central domain of tyrosinase
A0A6B0RY59	canonical	590	3	PF00264	Tyrosinase	236	470	2.2e-35	Common central domain of tyrosinase
A0A6B2KZT0	canonical	618	2	PF00264	Tyrosinase	47	224	3.3e-30	Common central domain of tyrosinase
A0A6B2KZX3	canonical	615	2	PF00264	Tyrosinase	47	224	3.3e-30	Common central domain of tyrosinase
A0A6B2L294	canonical	495	2	PF00264	Tyrosinase	26	208	7.6e-27	Common central domain of tyrosinase
A0A6B2LE82	canonical	251	1	PF00264	Tyrosinase	19	143	4.0e-13	Common central domain of tyrosinase
A0A6B2LE82	canonical	251	1	PF00264	Tyrosinase	123	196	3.4e-15	Common central domain of tyrosinase
A0A6B3BLP6	canonical	289	2	PF00264	Tyrosinase	29	239	5.1e-45	Common central domain of tyrosinase
A0A6B3N9A7	canonical	517	3	PF00264	Tyrosinase	138	321	5.7e-27	Common central domain of tyrosinase
A0A6B3QF73	canonical	288	2	PF00264	Tyrosinase	29	239	4.3e-43	Common central domain of tyrosinase
A0A6B7E5P4	canonical	561	2	PF00264	Tyrosinase	110	289	4.3e-29	Common central domain of tyrosinase
A0A6B7JF49	canonical	579	2	PF00264	Tyrosinase	161	370	4.1e-35	Common central domain of tyrosinase
A0A6B7JF49	canonical	579	2	PF12142	PPO1_DWL	374	425	1.2e-27	Polyphenol oxidase middle domain
A0A6B7JF49	canonical	579	2	PF12143	PPO1_KFDV	450	577	8.8e-55	Chloroplastic Polyphenol Oxidase C-terminal domain
A0A6B7JGJ4	canonical	595	2	PF00264	Tyrosinase	171	380	9.9e-38	Common central domain of tyrosinase
A0A6B7JGJ4	canonical	595	2	PF12142	PPO1_DWL	386	437	1.6e-28	Polyphenol oxidase middle domain
A0A6B7JGJ4	canonical	595	2	PF12143	PPO1_KFDV	466	593	2.5e-54	Chloroplastic Polyphenol Oxidase C-terminal domain
A0A6B7JI39	canonical	599	2	PF00264	Tyrosinase	173	383	7.1e-34	Common central domain of tyrosinase
A0A6B7JI39	canonical	599	2	PF12142	PPO1_DWL	389	440	5.7e-23	Polyphenol oxidase middle domain
A0A6B7JI39	canonical	599	2	PF12143	PPO1_KFDV	470	597	4.1e-55	Chloroplastic Polyphenol Oxidase C-terminal domain
A0A6B9QJU3	canonical	781	3	PF00264	Tyrosinase	140	319	1.6e-29	Common central domain of tyrosinase
A0A6B9QKL4	canonical	392	1	PF00264	Tyrosinase	81	258	6.3e-27	Common central domain of tyrosinase
A0A6B9T1N3	canonical	518	2	PF00264	Tyrosinase	170	402	9.3e-44	Common central domain of tyrosinase
A0A6B9UPB5	discarded	174	1	PF00264	Tyrosinase	112	174	2.5e-09	Common central domain of tyrosinase
A0A6B9UPC8	discarded	174	1	PF00264	Tyrosinase	112	174	2.5e-09	Common central domain of tyrosinase
A0A6B9UPD9	discarded	173	1	PF00264	Tyrosinase	111	173	2.5e-09	Common central domain of tyrosinase
A0A6B9UPF6	discarded	174	1	PF00264	Tyrosinase	112	174	2.5e-09	Common central domain of tyrosinase
A0A6B9UPG4	discarded	174	1	PF00264	Tyrosinase	112	174	2.5e-09	Common central domain of tyrosinase
A0A6B9UPG6	discarded	172	1	PF00264	Tyrosinase	110	172	2.4e-09	Common central domain of tyrosinase
A0A6B9UPG9	discarded	174	1	PF00264	Tyrosinase	112	174	2.5e-09	Common central domain of tyrosinase
A0A6B9UPH8	discarded	172	1	PF00264	Tyrosinase	110	172	2.4e-09	Common central domain of tyrosinase
A0A6B9UPI8	discarded	174	1	PF00264	Tyrosinase	112	174	2.5e-09	Common central domain of tyrosinase
A0A6B9UPJ6	discarded	165	1	PF00264	Tyrosinase	103	165	2.2e-09	Common central domain of tyrosinase
A0A6B9UPM4	discarded	173	1	PF00264	Tyrosinase	111	173	2.5e-09	Common central domain of tyrosinase
A0A6B9UPP1	discarded	173	1	PF00264	Tyrosinase	111	173	2.5e-09	Common central domain of tyrosinase
A0A6B9UPQ0	discarded	174	1	PF00264	Tyrosinase	112	174	2.5e-09	Common central domain of tyrosinase
A0A6B9UPQ4	discarded	172	1	PF00264	Tyrosinase	110	172	2.4e-09	Common central domain of tyrosinase
A0A6B9UPQ5	discarded	173	1	PF00264	Tyrosinase	111	173	2.5e-09	Common central domain of tyrosinase
A0A6B9UPQ9	discarded	174	1	PF00264	Tyrosinase	112	174	2.5e-09	Common central domain of tyrosinase
A0A6B9UPS1	discarded	174	1	PF00264	Tyrosinase	112	174	2.5e-09	Common central domain of tyrosinase
A0A6B9UPS7	discarded	174	1	PF00264	Tyrosinase	112	174	2.5e-09	Common central domain of tyrosinase
A0A6B9UPT1	discarded	171	1	PF00264	Tyrosinase	109	171	2.4e-09	Common central domain of tyrosinase
A0A6B9UPT8	discarded	174	1	PF00264	Tyrosinase	112	174	2.5e-09	Common central domain of tyrosinase
A0A6B9UPU0	discarded	174	1	PF00264	Tyrosinase	112	174	2.5e-09	Common central domain of tyrosinase
A0A6B9UPU3	discarded	174	1	PF00264	Tyrosinase	112	174	2.5e-09	Common central domain of tyrosinase
A0A6B9UPU8	discarded	174	1	PF00264	Tyrosinase	112	174	2.5e-09	Common central domain of tyrosinase
A0A6B9UPW1	discarded	172	1	PF00264	Tyrosinase	110	172	2.4e-09	Common central domain of tyrosinase
A0A6B9UPY5	discarded	173	1	PF00264	Tyrosinase	111	173	1.3e-09	Common central domain of tyrosinase
A0A6B9UQ10	discarded	174	1	PF00264	Tyrosinase	112	174	2.5e-09	Common central domain of tyrosinase
A0A6B9UQ23	discarded	169	1	PF00264	Tyrosinase	107	169	2.4e-09	Common central domain of tyrosinase
A0A6B9UQ30	discarded	174	1	PF00264	Tyrosinase	112	174	2.5e-09	Common central domain of tyrosinase
A0A6B9UQ37	discarded	174	1	PF00264	Tyrosinase	112	174	2.5e-09	Common central domain of tyrosinase
A0A6B9UQ39	discarded	173	1	PF00264	Tyrosinase	112	173	7.0e-09	Common central domain of tyrosinase
A0A6B9UQ78	discarded	172	1	PF00264	Tyrosinase	110	172	2.4e-09	Common central domain of tyrosinase
A0A6B9UQA3	discarded	174	1	PF00264	Tyrosinase	112	174	2.5e-09	Common central domain of tyrosinase
A0A6B9UQD1	discarded	172	1	PF00264	Tyrosinase	110	172	2.4e-09	Common central domain of tyrosinase
A0A6B9UQE4	discarded	173	1	PF00264	Tyrosinase	111	173	2.9e-09	Common central domain of tyrosinase
A0A6B9UQJ3	discarded	174	1	PF00264	Tyrosinase	112	174	2.5e-09	Common central domain of tyrosinase
A0A6B9UQJ8	discarded	172	1	PF00264	Tyrosinase	111	172	9.4e-09	Common central domain of tyrosinase
A0A6B9UQL5	discarded	172	1	PF00264	Tyrosinase	112	172	7.3e-09	Common central domain of tyrosinase
A0A6B9UQM7	discarded	174	1	PF00264	Tyrosinase	112	174	2.5e-09	Common central domain of tyrosinase
A0A6B9UQM8	discarded	172	1	PF00264	Tyrosinase	110	172	2.2e-09	Common central domain of tyrosinase
A0A6B9UQR4	discarded	174	1	PF00264	Tyrosinase	112	174	2.5e-09	Common central domain of tyrosinase
A0A6B9UQT4	discarded	173	1	PF00264	Tyrosinase	112	173	2.3e-09	Common central domain of tyrosinase
A0A6B9UQW1	discarded	174	1	PF00264	Tyrosinase	112	174	2.5e-09	Common central domain of tyrosinase
A0A6B9UR31	discarded	174	1	PF00264	Tyrosinase	112	174	2.5e-09	Common central domain of tyrosinase
A0A6B9URD0	discarded	174	1	PF00264	Tyrosinase	112	174	2.5e-09	Common central domain of tyrosinase
A0A6B9URJ1	discarded	174	1	PF00264	Tyrosinase	112	174	2.5e-09	Common central domain of tyrosinase
A0A6C0DSE9	canonical	455	3	PF00264	Tyrosinase	32	260	1.0e-30	Common central domain of tyrosinase
A0A6C0HAV6	canonical	724	3	PF00264	Tyrosinase	222	451	7.5e-10	Common central domain of tyrosinase
A0A6C0HB65	canonical	735	2	PF00264	Tyrosinase	273	471	2.4e-07	Common central domain of tyrosinase
A0A6C0HC93	canonical	688	2	PF00264	Tyrosinase	222	432	1.4e-06	Common central domain of tyrosinase
A0A6C0HZK6	canonical	461	3	PF00264	Tyrosinase	46	276	7.4e-33	Common central domain of tyrosinase
A0A6C0K5N7	canonical	471	3	PF00264	Tyrosinase	46	275	1.7e-26	Common central domain of tyrosinase
A0A6C0KGS2	canonical	726	2	PF00264	Tyrosinase	265	461	1.8e-07	Common central domain of tyrosinase
A0A6C0KH90	canonical	672	2	PF00264	Tyrosinase	217	426	1.7e-06	Common central domain of tyrosinase
A0A6C0KIT8	canonical	677	2	PF00264	Tyrosinase	215	423	2.4e-06	Common central domain of tyrosinase
A0A6C0KJH1	canonical	691	3	PF18911	PKD_4	110	175	1.9e-05	PKD domain
A0A6C0KJH1	canonical	691	3	PF00264	Tyrosinase	216	418	5.8e-09	Common central domain of tyrosinase
A0A6C0KJY2	canonical	713	3	PF00264	Tyrosinase	231	434	2.1e-10	Common central domain of tyrosinase
A0A6C0KKI0	canonical	717	2	PF00264	Tyrosinase	256	455	3.0e-07	Common central domain of tyrosinase
A0A6C0KLD2	canonical	654	2	PF00264	Tyrosinase	212	413	1.2e-08	Common central domain of tyrosinase
A0A6C0LRL9	canonical	713	3	PF00264	Tyrosinase	213	433	4.3e-10	Common central domain of tyrosinase
A0A6C0LRQ4	canonical	725	2	PF00264	Tyrosinase	264	460	1.3e-07	Common central domain of tyrosinase
A0A6C0LTM3	canonical	677	2	PF00264	Tyrosinase	215	423	1.9e-06	Common central domain of tyrosinase
A0A6D2WLM4	canonical	519	2	PF00264	Tyrosinase	179	409	3.4e-32	Common central domain of tyrosinase
A0A6D2WZ92	discarded	247	2	PF00264	Tyrosinase	4	127	1.4e-13	Common central domain of tyrosinase
A0A6D2X2W5	canonical	537	1	PF00264	Tyrosinase	182	417	6.8e-35	Common central domain of tyrosinase
A0A6D2XP49	canonical	552	1	PF00264	Tyrosinase	179	395	2.9e-26	Common central domain of tyrosinase
A0A6D2XS77	canonical	529	1	PF00264	Tyrosinase	170	403	3.8e-43	Common central domain of tyrosinase
A0A6F8Z1C0	canonical	571	2	PF00264	Tyrosinase	158	367	1.6e-36	Common central domain of tyrosinase
A0A6F8Z1C0	canonical	571	2	PF12142	PPO1_DWL	373	424	5.8e-25	Polyphenol oxidase middle domain
A0A6F8Z1C0	canonical	571	2	PF12143	PPO1_KFDV	437	569	2.8e-43	Chloroplastic Polyphenol Oxidase C-terminal domain
A0A6F8Z1G5	canonical	571	2	PF00264	Tyrosinase	158	367	1.6e-36	Common central domain of tyrosinase
A0A6F8Z1G5	canonical	571	2	PF12142	PPO1_DWL	373	424	5.8e-25	Polyphenol oxidase middle domain
A0A6F8Z1G5	canonical	571	2	PF12143	PPO1_KFDV	437	569	2.7e-43	Chloroplastic Polyphenol Oxidase C-terminal domain
A0A6F8Z1L8	canonical	571	2	PF00264	Tyrosinase	158	367	1.6e-36	Common central domain of tyrosinase
A0A6F8Z1L8	canonical	571	2	PF12142	PPO1_DWL	373	424	5.8e-25	Polyphenol oxidase middle domain
A0A6F8Z1L8	canonical	571	2	PF12143	PPO1_KFDV	437	569	2.8e-43	Chloroplastic Polyphenol Oxidase C-terminal domain
A0A6F8Z1U3	canonical	571	2	PF00264	Tyrosinase	158	367	1.6e-36	Common central domain of tyrosinase
A0A6F8Z1U3	canonical	571	2	PF12142	PPO1_DWL	373	424	5.8e-25	Polyphenol oxidase middle domain
A0A6F8Z1U3	canonical	571	2	PF12143	PPO1_KFDV	437	569	2.8e-43	Chloroplastic Polyphenol Oxidase C-terminal domain
A0A6F8Z232	canonical	571	2	PF00264	Tyrosinase	158	367	1.6e-36	Common central domain of tyrosinase
A0A6F8Z232	canonical	571	2	PF12142	PPO1_DWL	373	424	5.8e-25	Polyphenol oxidase middle domain
A0A6F8Z232	canonical	571	2	PF12143	PPO1_KFDV	437	569	2.8e-43	Chloroplastic Polyphenol Oxidase C-terminal domain
A0A6F9DX11	canonical	512	4	PF00264	Tyrosinase	169	377	2.0e-24	Common central domain of tyrosinase
A0A6G0HIY7	canonical	521	1	PF00264	Tyrosinase	172	407	3.6e-34	Common central domain of tyrosinase
A0A6G0I8F6	canonical	543	2	PF00264	Tyrosinase	169	403	4.2e-42	Common central domain of tyrosinase
A0A6G0IV78	canonical	539	1	PF00264	Tyrosinase	172	406	1.0e-42	Common central domain of tyrosinase
A0A6G0IVE0	canonical	539	1	PF00264	Tyrosinase	172	406	1.0e-42	Common central domain of tyrosinase
A0A6G0J6V0	canonical	516	1	PF00264	Tyrosinase	177	407	1.8e-32	Common central domain of tyrosinase
A0A6G0J8P5	canonical	539	2	PF00264	Tyrosinase	174	409	6.7e-32	Common central domain of tyrosinase
A0A6G0JMA7	canonical	483	2	PF00264	Tyrosinase	55	262	2.9e-25	Common central domain of tyrosinase
A0A6G0JRR3	noncanonical	594	2	PF00264	Tyrosinase	49	235	4.0e-21	Common central domain of tyrosinase
A0A6G0K2D7	canonical	521	2	PF00264	Tyrosinase	62	272	4.9e-24	Common central domain of tyrosinase
A0A6G0LGN8	canonical	565	2	PF00264	Tyrosinase	64	275	3.9e-18	Common central domain of tyrosinase
A0A6G0LHA8	noncanonical	494	2	PF00264	Tyrosinase	18	230	2.7e-16	Common central domain of tyrosinase
A0A6G0MHL7	canonical	490	2	PF00264	Tyrosinase	20	227	6.6e-27	Common central domain of tyrosinase
A0A6G0MHQ7	canonical	318	1	PF00264	Tyrosinase	54	235	1.7e-22	Common central domain of tyrosinase
A0A6G0QAM8	canonical	363	1	PF00264	Tyrosinase	54	261	7.3e-27	Common central domain of tyrosinase
A0A6G0QBL9	canonical	524	2	PF00264	Tyrosinase	54	261	7.7e-27	Common central domain of tyrosinase
A0A6G0QBV8	canonical	563	2	PF00264	Tyrosinase	56	264	7.6e-24	Common central domain of tyrosinase
A0A6G0QFF2	noncanonical	635	2	PF00264	Tyrosinase	19	222	1.5e-22	Common central domain of tyrosinase
A0A6G0QTC5	canonical	511	2	PF00264	Tyrosinase	62	269	4.5e-25	Common central domain of tyrosinase
A0A6G0R0K5	discarded	257	1	PF00264	Tyrosinase	55	240	3.8e-17	Common central domain of tyrosinase
A0A6G0S277	discarded	161	1	PF00264	Tyrosinase	19	158	1.5e-11	Common central domain of tyrosinase
A0A6G0S364	noncanonical	494	2	PF00264	Tyrosinase	18	230	2.7e-16	Common central domain of tyrosinase
A0A6G0S6W0	canonical	521	2	PF00264	Tyrosinase	62	272	1.4e-24	Common central domain of tyrosinase
A0A6G0SFH3	canonical	538	2	PF00264	Tyrosinase	79	286	1.7e-24	Common central domain of tyrosinase
A0A6G0SNM6	canonical	513	2	PF00264	Tyrosinase	19	115	3.2e-09	Common central domain of tyrosinase
A0A6G0SNM6	canonical	513	2	PF00264	Tyrosinase	90	184	1.1e-07	Common central domain of tyrosinase
A0A6G0WA47	discarded	113	1	PF00264	Tyrosinase	57	113	2.3e-09	Common central domain of tyrosinase
A0A6G0WB52	noncanonical	525	2	PF00264	Tyrosinase	79	280	2.9e-11	Common central domain of tyrosinase
A0A6G0WCQ5	discarded	371	2	PF00264	Tyrosinase	4	116	1.9e-12	Common central domain of tyrosinase
A0A6G0WF35	canonical	513	2	PF00264	Tyrosinase	50	267	1.1e-27	Common central domain of tyrosinase
A0A6G0WG51	canonical	519	2	PF00264	Tyrosinase	56	275	4.1e-22	Common central domain of tyrosinase
A0A6G0WYR1	canonical	520	2	PF00264	Tyrosinase	56	277	3.8e-25	Common central domain of tyrosinase
A0A6G0X2P4	canonical	786	5	PF00024	PAN_1	22	100	1.4e-06	PAN domain
A0A6G0X2P4	canonical	786	5	PF14295	PAN_4	29	75	1.0e-07	PAN domain
A0A6G0X2P4	canonical	786	5	PF00024	PAN_1	93	172	2.5e-06	PAN domain
A0A6G0X2P4	canonical	786	5	PF14295	PAN_4	100	146	1.3e-07	PAN domain
A0A6G0X2P4	canonical	786	5	PF00024	PAN_1	165	234	1.3e-05	PAN domain
A0A6G0X2P4	canonical	786	5	PF14295	PAN_4	172	213	1.9e-06	PAN domain
A0A6G0X2P4	canonical	786	5	PF00024	PAN_1	242	308	9.6e-07	PAN domain
A0A6G0X2P4	canonical	786	5	PF14295	PAN_4	248	294	3.8e-07	PAN domain
A0A6G0X2P4	canonical	786	5	PF00264	Tyrosinase	363	559	1.9e-21	Common central domain of tyrosinase
A0A6G0XE75	canonical	600	3	PF00264	Tyrosinase	161	371	1.0e-28	Common central domain of tyrosinase
A0A6G0XEC3	canonical	632	3	PF00024	PAN_1	46	115	5.3e-07	PAN domain
A0A6G0XEC3	canonical	632	3	PF14295	PAN_4	55	96	2.0e-05	PAN domain
A0A6G0XEC3	canonical	632	3	PF00264	Tyrosinase	190	400	5.6e-27	Common central domain of tyrosinase
A0A6G0XI56	discarded	513	4	PF00024	PAN_1	115	196	1.8e-05	PAN domain
A0A6G0XI56	discarded	513	4	PF14295	PAN_4	122	163	3.5e-06	PAN domain
A0A6G0XI56	discarded	513	4	PF14295	PAN_4	196	237	6.5e-04	PAN domain
A0A6G0XI56	discarded	513	4	PF00264	Tyrosinase	338	487	3.1e-08	Common central domain of tyrosinase
A0A6G0XI62	noncanonical	929	5	PF00024	PAN_1	13	81	2.3e-04	PAN domain
A0A6G0XI62	noncanonical	929	5	PF14295	PAN_4	20	62	7.3e-06	PAN domain
A0A6G0XI62	noncanonical	929	5	PF00024	PAN_1	85	157	1.0e-04	PAN domain
A0A6G0XI62	noncanonical	929	5	PF14295	PAN_4	92	134	1.1e-05	PAN domain
A0A6G0XI62	noncanonical	929	5	PF14295	PAN_4	164	205	2.8e-05	PAN domain
A0A6G0XI62	noncanonical	929	5	PF00264	Tyrosinase	288	486	4.3e-09	Common central domain of tyrosinase
A0A6G0XI62	noncanonical	929	5	PF00264	Tyrosinase	637	827	1.3e-10	Common central domain of tyrosinase
A0A6G0XIF8	discarded	378	2	PF00264	Tyrosinase	203	358	1.8e-08	Common central domain of tyrosinase
A0A6G0XPY3	canonical	457	2	PF00264	Tyrosinase	53	261	1.4e-26	Common central domain of tyrosinase
A0A6G0XR43	canonical	641	3	PF00264	Tyrosinase	113	316	1.2e-23	Common central domain of tyrosinase
