accession	pool	length	ndom_chainsaw	n_pfam_domains	architecture	extra_domains	extra_pfam_ids
A0A2H1GBQ4	canonical	570	2	2	UstYa(4-189) | Tyrosinase(321-516)	UstYa(4-189)	PF11807
A0A2H1GCI0	canonical	624	2	2	Tyrosinase(81-345) | Tyrosinase_C(475-597)	none	none
A0A2H1GEV7	canonical	353	1	1	Tyrosinase(96-291)	none	none
A0A2H1GH96	noncanonical	375	2	1	Tyrosinase(112-317)	none	none
A0A2H1GKH5	canonical	637	2	2	Tyrosinase(98-353) | Tyrosinase_C(477-603)	none	none
A0A2H1GNC2	canonical	650	2	2	Tyrosinase(62-332) | Tyrosinase_C(484-614)	none	none
A0A2H1H3J1	canonical	422	2	1	Tyrosinase(174-360)	none	none
A0A2H1H541	canonical	619	2	2	Tyrosinase(30-290) | Tyrosinase_C(457-576)	none	none
A0A2H1H7W6	canonical	397	1	1	Tyrosinase(102-338)	none	none
A0A2H1H8F5	canonical	419	1	1	Tyrosinase(125-360)	none	none
A0A2H2ZLL5	canonical	623	2	2	Tyrosinase(89-347) | Tyrosinase_C(479-595)	none	none
A0A2H3ABG1	canonical	561	2	1	Tyrosinase(71-313)	none	none
A0A2H3AMN4	discarded	104	1	0	no_pfam_hit	none	none
A0A2H3BBQ8	canonical	391	1	1	Tyrosinase(86-324)	none	none
A0A2H3BJ78	canonical	319	1	1	Tyrosinase(72-260)	none	none
A0A2H3BKV9	canonical	326	1	1	Tyrosinase(73-266)	none	none
A0A2H3BKW9	canonical	325	1	1	Tyrosinase(73-265)	none	none
A0A2H3BM37	canonical	331	1	1	Tyrosinase(75-263)	none	none
A0A2H3BQM6	canonical	361	1	1	Tyrosinase(114-302)	none	none
A0A2H3BR86	canonical	298	1	1	Tyrosinase(51-239)	none	none
A0A2H3BRY6	canonical	310	2	1	Tyrosinase(27-244)	none	none
A0A2H3BYM4	canonical	616	3	2	Tyrosinase(53-303) | Tyrosinase_C(457-580)	none	none
A0A2H3C2Q4	canonical	394	2	1	Tyrosinase(101-326)	none	none
A0A2H3C2Z9	canonical	322	1	1	Tyrosinase(75-263)	none	none
A0A2H3CDL4	canonical	307	1	1	Tyrosinase(60-248)	none	none
A0A2H3CDP6	canonical	325	1	1	Tyrosinase(73-265)	none	none
A0A2H3CFI2	canonical	323	1	1	Tyrosinase(70-263)	none	none
A0A2H3CZT2	canonical	327	1	1	Tyrosinase(74-267)	none	none
A0A2H3D0E4	discarded	257	2	1	Tyrosinase(30-216)	none	none
A0A2H3D1Q0	canonical	373	2	1	Tyrosinase(86-306)	none	none
A0A2H3DHE5	canonical	323	1	1	Tyrosinase(70-263)	none	none
A0A2H3DHG0	canonical	320	1	1	Tyrosinase(73-261)	none	none
A0A2H3DK47	canonical	392	2	1	Tyrosinase(123-338)	none	none
A0A2H3E1W7	canonical	332	1	1	Tyrosinase(85-273)	none	none
A0A2H3E3C8	discarded	231	1	1	Tyrosinase(3-172)	none	none
A0A2H3E6P4	discarded	276	1	1	Tyrosinase(51-236)	none	none
A0A2H3E8H0	noncanonical	394	2	1	Tyrosinase(101-326)	none	none
A0A2H3EQM1	canonical	322	1	1	Tyrosinase(75-263)	none	none
A0A2H3ES32	canonical	608	3	2	Tyrosinase(54-303) | Tyrosinase_C(452-572)	none	none
A0A2H3FCN1	canonical	565	2	1	Tyrosinase(74-314)	none	none
A0A2H3G244	discarded	782	4	1	Tyrosinase(505-782)	none	none
A0A2H3GAU2	discarded	287	1	1	Tyrosinase(65-251)	none	none
A0A2H3GBU2	canonical	387	1	1	Tyrosinase(103-330)	none	none
A0A2H3GCF0	canonical	600	3	1	Tyrosinase(147-375)	none	none
A0A2H3GF76	canonical	330	1	1	Tyrosinase(72-275)	none	none
A0A2H3GFQ3	canonical	350	1	1	Tyrosinase(67-287)	none	none
A0A2H3GLJ8	discarded	306	1	1	Tyrosinase(65-251)	none	none
A0A2H3GPA0	canonical	739	3	2	Tyrosinase(70-422) | Tyrosinase_C(549-681)	none	none
A0A2H3GPD7	canonical	338	1	1	Tyrosinase(70-282)	none	none
A0A2H3GQY4	canonical	387	1	1	Tyrosinase(103-330)	none	none
A0A2H3GS61	canonical	350	1	1	Tyrosinase(67-287)	none	none
A0A2H3H030	canonical	586	2	2	Tyrosinase(85-343) | Tyrosinase_C(453-569)	none	none
A0A2H3H6R0	canonical	575	2	1	Tyrosinase(98-325)	none	none
A0A2H3HDD6	canonical	412	2	1	Tyrosinase(111-348)	none	none
A0A2H3HH77	canonical	316	1	1	Tyrosinase(59-258)	none	none
A0A2H3HKI2	canonical	403	1	1	Tyrosinase(108-343)	none	none
A0A2H3HNW1	canonical	572	2	1	Tyrosinase(74-314)	none	none
A0A2H3HRC3	canonical	398	1	1	Tyrosinase(103-338)	none	none
A0A2H3HRT2	discarded	244	1	1	Tyrosinase(5-123)	none	none
A0A2H3HYJ4	discarded	677	3	2	Tyrosinase(98-368) | Tyrosinase_C(462-594)	none	none
A0A2H3HZX2	canonical	355	1	1	Tyrosinase(69-288)	none	none
A0A2H3J1M4	discarded	560	2	2	Tyrosinase(80-307) | Tyrosinase_C(404-512)	none	none
A0A2H3J9C6	canonical	623	2	2	Tyrosinase(58-315) | Tyrosinase_C(467-578)	none	none
A0A2H3JRM0	canonical	628	2	2	Tyrosinase(59-316) | Tyrosinase_C(472-583)	none	none
A0A2H3S4M3	canonical	338	1	1	Tyrosinase(70-282)	none	none
A0A2H3S6Y7	noncanonical	378	1	1	Tyrosinase(107-310)	none	none
A0A2H3S7A7	canonical	324	1	1	Tyrosinase(65-269)	none	none
A0A2H3SBP2	canonical	586	2	2	Tyrosinase(85-343) | Tyrosinase_C(453-569)	none	none
A0A2H3SRM4	canonical	350	1	1	Tyrosinase(67-287)	none	none
A0A2H3SVM4	canonical	600	3	1	Tyrosinase(145-375)	none	none
A0A2H3SWR3	canonical	292	1	1	Tyrosinase(6-225)	none	none
A0A2H3SXE9	canonical	403	1	1	Tyrosinase(108-343)	none	none
A0A2H3SXS3	noncanonical	316	1	1	Tyrosinase(58-237)	none	none
A0A2H3T284	discarded	465	1	2	Tyrosinase(12-167) | Tyrosinase_C(278-409)	none	none
A0A2H3T9N0	canonical	572	2	1	Tyrosinase(74-314)	none	none
A0A2H3TBA4	canonical	739	3	2	Tyrosinase(69-424) | Tyrosinase_C(548-680)	none	none
A0A2H3TCJ1	canonical	382	1	1	Tyrosinase(98-325)	none	none
A0A2H3TD69	canonical	412	2	1	Tyrosinase(111-348)	none	none
A0A2H3TEA3	canonical	790	2	2	Tyrosinase(85-446) | Tyrosinase_C(575-707)	none	none
A0A2H3TG04	canonical	387	1	1	Tyrosinase(103-330)	none	none
A0A2H3TKE6	canonical	586	2	2	Tyrosinase(85-343) | Tyrosinase_C(453-569)	none	none
A0A2H3TN46	canonical	696	2	2	Tyrosinase(69-382) | Tyrosinase_C(528-654)	none	none
A0A2H3TNC8	canonical	338	2	1	Tyrosinase(70-282)	none	none
A0A2H3TRA5	discarded	164	1	1	Tyrosinase(3-109)	none	none
A0A2H3TU20	canonical	324	1	1	Tyrosinase(65-269)	none	none
A0A2H4GW12	canonical	535	1	1	Tyrosinase(170-404)	none	none
A0A2H4KE07	discarded	172	1	1	Tyrosinase(107-172)	none	none
A0A2H4KE08	discarded	173	1	1	Tyrosinase(108-173)	none	none
A0A2H4KE09	discarded	173	1	1	Tyrosinase(108-173)	none	none
A0A2H4KE26	discarded	172	1	1	Tyrosinase(107-172)	none	none
A0A2H4KE27	discarded	171	1	1	Tyrosinase(106-171)	none	none
A0A2H4KE30	discarded	173	1	1	Tyrosinase(108-173)	none	none
A0A2H4KE37	discarded	173	1	1	Tyrosinase(108-173)	none	none
A0A2H4KE41	discarded	172	1	1	Tyrosinase(107-172)	none	none
A0A2H4KE45	discarded	170	1	1	Tyrosinase(105-170)	none	none
A0A2H4KE46	discarded	173	1	1	Tyrosinase(108-173)	none	none
A0A2H4KE47	discarded	172	1	1	Tyrosinase(107-172)	none	none
A0A2H4KE51	discarded	172	1	1	Tyrosinase(107-172)	none	none
A0A2H4KE52	discarded	171	1	1	Tyrosinase(106-171)	none	none
A0A2H4KE55	discarded	173	1	1	Tyrosinase(108-173)	none	none
A0A2H4KE57	discarded	172	1	1	Tyrosinase(107-172)	none	none
A0A2H4KE62	discarded	172	1	1	Tyrosinase(107-172)	none	none
A0A2H4KE69	discarded	173	1	1	Tyrosinase(108-173)	none	none
A0A2H4KE85	discarded	172	1	1	Tyrosinase(107-172)	none	none
A0A2H4KE86	discarded	173	1	1	Tyrosinase(108-173)	none	none
A0A2H4KE98	discarded	172	1	1	Tyrosinase(107-172)	none	none
A0A2H4QH72	canonical	276	1	1	Tyrosinase(28-230)	none	none
A0A2H4R0N5	discarded	170	1	1	Tyrosinase(116-170)	none	none
A0A2H4R0N8	discarded	170	1	1	Tyrosinase(116-170)	none	none
A0A2H4S9K4	canonical	584	2	1	Tyrosinase(78-313)	none	none
A0A2H4S9M8	canonical	572	2	1	Tyrosinase(74-314)	none	none
A0A2H4SCX5	canonical	358	1	1	Tyrosinase(110-305)	none	none
A0A2H4SJ54	canonical	630	3	2	Tyrosinase(86-344) | Tyrosinase_C(483-599)	none	none
A0A2H4ST74	discarded	255	1	1	Tyrosinase(4-192)	none	none
A0A2H4SUB3	noncanonical	567	2	1	Tyrosinase(75-335)	none	none
A0A2H4V2A3	discarded	182	1	1	Tyrosinase(114-182)	none	none
A0A2H4WRD9	discarded	29	0	1	Tyrosinase(1-26)	none	none
A0A2H4WRE7	discarded	29	0	1	Tyrosinase(1-26)	none	none
A0A2H4WRE8	discarded	29	0	1	Tyrosinase(1-26)	none	none
A0A2H4WRE9	discarded	29	0	1	Tyrosinase(1-26)	none	none
A0A2H4WRF1	discarded	29	0	1	Tyrosinase(1-26)	none	none
A0A2H4WRF9	discarded	29	0	1	Tyrosinase(1-26)	none	none
A0A2H4WRG0	discarded	29	0	1	Tyrosinase(1-26)	none	none
A0A2H5BVB1	canonical	307	2	1	Tyrosinase(29-263)	none	none
A0A2H9TP87	canonical	333	2	1	Tyrosinase(63-238)	none	none
A0A2H9ZS92	discarded	165	1	1	Tyrosinase(2-128)	none	none
A0A2H9ZS98	discarded	165	1	1	Tyrosinase(76-165)	none	none
A0A2I0A3T7	canonical	495	2	3	Tyrosinase(97-297) | PPO1_DWL(304-355) | PPO1_KFDV(380-495)	PPO1_DWL(304-355) | PPO1_KFDV(380-495)	PF12142;PF12143
A0A2I0A3U1	canonical	498	2	3	Tyrosinase(88-301) | PPO1_DWL(309-361) | PPO1_KFDV(379-498)	PPO1_DWL(309-361) | PPO1_KFDV(379-498)	PF12142;PF12143
A0A2I0A3U6	canonical	498	2	3	Tyrosinase(99-297) | PPO1_DWL(305-357) | PPO1_KFDV(378-498)	PPO1_DWL(305-357) | PPO1_KFDV(378-498)	PF12142;PF12143
A0A2I0AD88	canonical	558	2	3	Tyrosinase(149-358) | PPO1_DWL(364-415) | PPO1_KFDV(431-556)	PPO1_DWL(364-415) | PPO1_KFDV(431-556)	PF12142;PF12143
A0A2I0AD91	canonical	565	2	3	Tyrosinase(156-367) | PPO1_DWL(371-422) | PPO1_KFDV(438-563)	PPO1_DWL(371-422) | PPO1_KFDV(438-563)	PF12142;PF12143
A0A2I0ADC5	canonical	564	2	3	Tyrosinase(155-364) | PPO1_DWL(369-419) | PPO1_KFDV(435-562)	PPO1_DWL(369-419) | PPO1_KFDV(435-562)	PF12142;PF12143
A0A2I0M116	canonical	528	1	1	Tyrosinase(169-402)	none	none
A0A2I0MT65	noncanonical	499	1	1	Tyrosinase(181-388)	none	none
A0A2I0SHR2	canonical	288	2	1	Tyrosinase(29-239)	none	none
A0A2I0SIV6	canonical	274	2	1	Tyrosinase(28-229)	none	none
A0A2I0U7G5	canonical	537	1	1	Tyrosinase(178-411)	none	none
A0A2I0UTH8	canonical	536	1	1	Tyrosinase(181-416)	none	none
A0A2I0VD26	canonical	582	2	3	Tyrosinase(158-366) | PPO1_DWL(372-423) | PPO1_KFDV(449-580)	PPO1_DWL(372-423) | PPO1_KFDV(449-580)	PF12142;PF12143
A0A2I0VPI4	canonical	566	2	3	Tyrosinase(157-366) | PPO1_DWL(372-423) | PPO1_KFDV(439-564)	PPO1_DWL(372-423) | PPO1_KFDV(439-564)	PF12142;PF12143
A0A2I0WDM8	discarded	311	1	1	Tyrosinase(127-311)	none	none
A0A2I0WEB5	canonical	487	2	3	Tyrosinase(99-299) | PPO1_DWL(307-357) | PPO1_KFDV(365-487)	PPO1_DWL(307-357) | PPO1_KFDV(365-487)	PF12142;PF12143
A0A2I0WZJ5	canonical	495	2	3	Tyrosinase(100-300) | PPO1_DWL(308-358) | PPO1_KFDV(383-495)	PPO1_DWL(308-358) | PPO1_KFDV(383-495)	PF12142;PF12143
A0A2I1BV77	canonical	389	1	1	Tyrosinase(96-330)	none	none
A0A2I1C4A3	canonical	334	1	1	Tyrosinase(64-278)	none	none
A0A2I1CEB6	discarded	600	3	2	Tyrosinase(104-335) | Tyrosinase_C(430-557)	none	none
A0A2I1CR74	canonical	654	2	2	Tyrosinase(59-407) | Tyrosinase_C(495-587)	none	none
A0A2I1CST6	canonical	365	1	1	Tyrosinase(87-302)	none	none
A0A2I1D3W9	canonical	351	1	1	Tyrosinase(69-294)	none	none
A0A2I1DBY6	canonical	385	1	1	Tyrosinase(95-326)	none	none
A0A2I1DEQ6	canonical	436	1	1	Tyrosinase(120-354)	none	none
A0A2I1GI48	discarded	121	1	0	no_pfam_hit	none	none
A0A2I2F3S2	canonical	363	2	1	Tyrosinase(87-302)	none	none
A0A2I2FHN1	canonical	384	1	1	Tyrosinase(94-325)	none	none
A0A2I2FJH9	canonical	412	2	1	Tyrosinase(119-353)	none	none
A0A2I2FM34	canonical	351	1	1	Tyrosinase(69-294)	none	none
A0A2I2FU62	discarded	255	1	1	Tyrosinase(14-203)	none	none
A0A2I2FVC4	canonical	535	2	1	Tyrosinase(41-329)	none	none
A0A2I2G3K9	canonical	408	2	1	Tyrosinase(117-350)	none	none
A0A2I2G3M9	canonical	383	1	1	Tyrosinase(98-324)	none	none
A0A2I2G6A8	canonical	650	3	2	Tyrosinase(65-412) | Tyrosinase_C(505-605)	none	none
A0A2I2G6E1	canonical	383	1	1	Tyrosinase(96-324)	none	none
A0A2I2G6K0	canonical	371	1	1	Tyrosinase(85-314)	none	none
A0A2I2GCS3	canonical	298	2	1	Tyrosinase(17-241)	none	none
A0A2I2GEV5	canonical	335	1	1	Tyrosinase(66-280)	none	none
A0A2I2MQ46	canonical	526	1	1	Tyrosinase(172-407)	none	none
A0A2I2ZUB2	discarded	247	1	1	Tyrosinase(4-127)	none	none
A0A2I3GUJ8	discarded	247	1	1	Tyrosinase(4-127)	none	none
A0A2I3HDU7	discarded	235	1	1	Tyrosinase(5-115)	none	none
A0A2I3HTD7	canonical	519	2	1	Tyrosinase(179-409)	none	none
A0A2I3MCL9	discarded	247	1	1	Tyrosinase(5-127)	none	none
A0A2I3MZ75	discarded	235	1	1	Tyrosinase(3-115)	none	none
A0A2I3N2T4	canonical	519	2	1	Tyrosinase(179-409)	none	none
A0A2I3RKX3	discarded	246	1	1	Tyrosinase(9-126)	none	none
A0A2I3S4B5	canonical	578	2	1	Tyrosinase(223-458)	none	none
A0A2I3S5M6	discarded	247	2	1	Tyrosinase(4-127)	none	none
A0A2I3S7K1	canonical	529	2	1	Tyrosinase(223-458)	none	none
A0A2I3SHA6	canonical	519	2	1	Tyrosinase(179-409)	none	none
A0A2I3SUR0	canonical	552	1	1	Tyrosinase(179-395)	none	none
A0A2I4AT87	canonical	602	1	1	Tyrosinase(228-462)	none	none
A0A2I4AWA2	canonical	518	2	1	Tyrosinase(170-405)	none	none
A0A2I4B6T4	canonical	536	2	1	Tyrosinase(172-406)	none	none
A0A2I4CFG8	canonical	515	2	1	Tyrosinase(176-406)	none	none
A0A2I4DDQ0	canonical	610	2	3	Tyrosinase(182-391) | PPO1_DWL(397-448) | PPO1_KFDV(480-608)	PPO1_DWL(397-448) | PPO1_KFDV(480-608)	PF12142;PF12143
A0A2I4HRS7	canonical	615	2	3	Tyrosinase(189-398) | PPO1_DWL(404-455) | PPO1_KFDV(486-613)	PPO1_DWL(404-455) | PPO1_KFDV(486-613)	PF12142;PF12143
A0A2I5YP72	discarded	181	1	1	Tyrosinase(113-181)	none	none
A0A2I5YP73	discarded	170	1	1	Tyrosinase(106-170)	none	none
A0A2I5YP74	discarded	166	1	1	Tyrosinase(104-166)	none	none
A0A2I5YP76	discarded	180	1	1	Tyrosinase(112-180)	none	none
A0A2I5YP77	discarded	181	1	1	Tyrosinase(113-181)	none	none
A0A2I5YP78	discarded	175	1	1	Tyrosinase(107-175)	none	none
A0A2I5YP79	discarded	181	1	1	Tyrosinase(113-181)	none	none
A0A2I5YP80	discarded	180	1	1	Tyrosinase(113-180)	none	none
A0A2I5YP81	discarded	181	1	1	Tyrosinase(113-181)	none	none
A0A2I5YP82	discarded	179	1	1	Tyrosinase(112-179)	none	none
A0A2I5YP83	discarded	181	1	1	Tyrosinase(113-181)	none	none
A0A2I5YP84	discarded	181	1	1	Tyrosinase(113-181)	none	none
A0A2I5YP85	discarded	180	1	1	Tyrosinase(113-180)	none	none
A0A2I5YP87	discarded	181	1	1	Tyrosinase(113-181)	none	none
A0A2I5YP90	discarded	181	1	1	Tyrosinase(113-181)	none	none
A0A2I5YPC7	discarded	174	1	1	Tyrosinase(109-174)	none	none
A0A2I5YPC8	discarded	180	1	1	Tyrosinase(112-180)	none	none
A0A2I5YPD9	discarded	181	1	1	Tyrosinase(113-181)	none	none
A0A2I5YPE1	discarded	181	1	1	Tyrosinase(113-181)	none	none
A0A2I5YPE5	discarded	181	1	1	Tyrosinase(113-181)	none	none
A0A2I5YPF9	discarded	181	1	1	Tyrosinase(113-181)	none	none
A0A2I6TEQ9	discarded	231	1	2	Tyrosinase(1-159) | PPO1_DWL(165-216)	PPO1_DWL(165-216)	PF12142
A0A2I6TER8	discarded	231	1	2	Tyrosinase(1-159) | PPO1_DWL(165-216)	PPO1_DWL(165-216)	PF12142
A0A2I6TER9	discarded	231	1	2	Tyrosinase(1-159) | PPO1_DWL(165-216)	PPO1_DWL(165-216)	PF12142
A0A2I6TET4	discarded	231	1	2	Tyrosinase(1-159) | PPO1_DWL(165-216)	PPO1_DWL(165-216)	PF12142
A0A2I6TEW0	discarded	217	1	2	Tyrosinase(1-147) | PPO1_DWL(153-204)	PPO1_DWL(153-204)	PF12142
A0A2J0YX98	canonical	593	3	1	Tyrosinase(150-379)	none	none
A0A2J5HDB0	canonical	412	2	1	Tyrosinase(119-353)	none	none
A0A2J5HIG3	canonical	362	2	1	Tyrosinase(84-299)	none	none
A0A2J5HRQ5	canonical	351	1	1	Tyrosinase(69-294)	none	none
A0A2J5I2K0	canonical	383	1	1	Tyrosinase(94-325)	none	none
A0A2J6PH00	canonical	595	2	2	Tyrosinase(82-340) | Tyrosinase_C(442-566)	none	none
A0A2J6PPY7	canonical	695	2	2	Tyrosinase(57-325) | Tyrosinase_C(527-658)	none	none
A0A2J6PRK0	noncanonical	352	1	1	Tyrosinase(104-299)	none	none
A0A2J6PV40	canonical	355	1	1	Tyrosinase(119-299)	none	none
A0A2J6Q9Y4	canonical	562	2	2	Tyrosinase(82-315) | Tyrosinase_C(416-532)	none	none
A0A2J6QHR6	canonical	396	1	1	Tyrosinase(107-339)	none	none
A0A2J6QKV2	canonical	357	1	1	Tyrosinase(111-299)	none	none
A0A2J6QS19	noncanonical	306	1	1	Tyrosinase(56-254)	none	none
A0A2J6QSN0	canonical	325	1	1	Tyrosinase(53-268)	none	none
A0A2J6QUH0	canonical	392	1	1	Tyrosinase(108-330)	none	none
A0A2J6QV63	canonical	390	1	1	Tyrosinase(99-329)	none	none
A0A2J6QVA1	canonical	369	1	1	Tyrosinase(61-306)	none	none
A0A2J6R1Z2	discarded	629	2	2	Tyrosinase(111-369) | Tyrosinase_C(475-600)	none	none
A0A2J6R7T9	canonical	389	2	1	Tyrosinase(109-340)	none	none
A0A2J6R9M8	canonical	330	2	1	Tyrosinase(38-273)	none	none
A0A2J6RKS8	canonical	367	1	1	Tyrosinase(92-311)	none	none
A0A2J6RP99	canonical	356	1	1	Tyrosinase(66-298)	none	none
A0A2J6RQI7	canonical	410	2	1	Tyrosinase(76-321)	none	none
A0A2J6RTM7	canonical	364	1	1	Tyrosinase(117-306)	none	none
A0A2J6S137	canonical	563	3	1	Tyrosinase(52-362)	none	none
A0A2J6S1F6	noncanonical	342	1	1	Tyrosinase(75-286)	none	none
A0A2J6S2Q8	noncanonical	332	1	1	Tyrosinase(71-273)	none	none
A0A2J6S762	canonical	385	1	1	Tyrosinase(98-328)	none	none
A0A2J6SBJ2	canonical	393	1	1	Tyrosinase(103-335)	none	none
A0A2J6SC90	canonical	555	2	2	Tyrosinase(77-309) | Tyrosinase_C(409-525)	none	none
A0A2J6SG40	canonical	362	1	1	Tyrosinase(119-304)	none	none
A0A2J6STN7	canonical	324	1	1	Tyrosinase(37-267)	none	none
A0A2J6SYC9	canonical	557	2	2	Tyrosinase(77-310) | Tyrosinase_C(411-527)	none	none
A0A2J6T3A4	canonical	361	2	1	Tyrosinase(73-295)	none	none
A0A2J6T6Y9	canonical	304	1	1	Tyrosinase(63-244)	none	none
A0A2J6TC85	noncanonical	262	2	1	Tyrosinase(29-243)	none	none
A0A2J6TCA0	canonical	352	1	1	Tyrosinase(67-287)	none	none
A0A2J6TCP2	canonical	599	2	2	Tyrosinase(83-341) | Tyrosinase_C(446-570)	none	none
A0A2J6TD48	noncanonical	306	2	1	Tyrosinase(56-254)	none	none
A0A2J6TDR3	canonical	391	2	1	Tyrosinase(101-333)	none	none
A0A2J6TH09	canonical	701	2	2	Tyrosinase(57-325) | Tyrosinase_C(527-658)	none	none
A0A2J7ZPY5	canonical	438	2	1	Tyrosinase(69-351)	none	none
A0A2J8BUT4	canonical	544	2	1	Tyrosinase(72-310)	none	none
A0A2J8M4Q3	canonical	537	1	1	Tyrosinase(182-417)	none	none
A0A2J8M4S4	canonical	603	1	1	Tyrosinase(248-483)	none	none
A0A2J8M918	discarded	233	2	1	Tyrosinase(6-204)	none	none
A0A2J8X8R4	noncanonical	552	2	1	Tyrosinase(179-395)	none	none
A0A2J8X8T6	discarded	233	1	1	Tyrosinase(6-204)	none	none
A0A2J8XI00	discarded	247	1	1	Tyrosinase(4-127)	none	none
A0A2K0SYK2	discarded	521	3	2	Tyrosinase(89-301) | Tyrosinase_C(377-493)	none	none
A0A2K0T4M8	discarded	186	1	1	Tyrosinase(2-125)	none	none
A0A2K0TNJ3	canonical	624	2	2	Tyrosinase(89-347) | Tyrosinase_C(480-596)	none	none
A0A2K0U4G6	canonical	552	2	1	Tyrosinase(71-313)	none	none
A0A2K0UQ00	canonical	974	5	3	Tyrosinase(46-264) | VWA(465-632) | VWA_2(466-584)	VWA(465-632) | VWA_2(466-584)	PF00092;PF13519
A0A2K0USD3	canonical	324	1	1	Tyrosinase(65-269)	none	none
A0A2K0VU96	canonical	306	1	1	Tyrosinase(67-251)	none	none
A0A2K0VUX3	canonical	315	1	1	Tyrosinase(58-257)	none	none
A0A2K0VYA6	canonical	765	2	2	Tyrosinase(75-439) | Tyrosinase_C(568-699)	none	none
A0A2K0W140	canonical	338	2	1	Tyrosinase(70-282)	none	none
A0A2K0W347	discarded	351	2	2	Tyrosinase(40-76) | Tyrosinase_C(173-314)	none	none
A0A2K0W891	discarded	256	1	1	Tyrosinase(20-188)	none	none
A0A2K0WAD2	canonical	350	1	1	Tyrosinase(67-287)	none	none
A0A2K0WC23	canonical	382	1	1	Tyrosinase(98-325)	none	none
A0A2K0WHJ9	canonical	586	2	2	Tyrosinase(85-343) | Tyrosinase_C(453-569)	none	none
A0A2K0WPA0	canonical	673	2	2	Tyrosinase(77-365) | Tyrosinase_C(514-642)	none	none
A0A2K0WR72	canonical	403	1	1	Tyrosinase(108-343)	none	none
A0A2K0WSM3	discarded	238	1	1	Tyrosinase(2-140)	none	none
A0A2K0WTN0	canonical	572	2	1	Tyrosinase(74-314)	none	none
A0A2K1IGC8	canonical	546	2	3	Tyrosinase(112-327) | PPO1_DWL(335-383) | PPO1_KFDV(416-538)	PPO1_DWL(335-383) | PPO1_KFDV(416-538)	PF12142;PF12143
A0A2K1IK82	canonical	549	2	2	Tyrosinase(100-323) | PPO1_DWL(330-380)	PPO1_DWL(330-380)	PF12142
A0A2K1IZ55	canonical	550	2	3	Tyrosinase(105-325) | PPO1_DWL(331-381) | PPO1_KFDV(419-548)	PPO1_DWL(331-381) | PPO1_KFDV(419-548)	PF12142;PF12143
A0A2K1J0S4	canonical	623	2	2	Tyrosinase(176-394) | PPO1_DWL(401-451)	PPO1_DWL(401-451)	PF12142
A0A2K1J162	canonical	575	2	3	Tyrosinase(93-320) | PPO1_DWL(326-377) | PPO1_KFDV(444-572)	PPO1_DWL(326-377) | PPO1_KFDV(444-572)	PF12142;PF12143
A0A2K1JC20	canonical	541	2	3	Tyrosinase(107-321) | PPO1_DWL(328-378) | PPO1_KFDV(415-533)	PPO1_DWL(328-378) | PPO1_KFDV(415-533)	PF12142;PF12143
A0A2K1JC22	canonical	569	2	3	Tyrosinase(134-351) | PPO1_DWL(359-408) | PPO1_KFDV(442-565)	PPO1_DWL(359-408) | PPO1_KFDV(442-565)	PF12142;PF12143
A0A2K1K1L4	canonical	552	2	3	Tyrosinase(114-331) | PPO1_DWL(339-388) | PPO1_KFDV(419-544)	PPO1_DWL(339-388) | PPO1_KFDV(419-544)	PF12142;PF12143
A0A2K1K363	canonical	363	1	2	Tyrosinase(107-321) | PPO1_DWL(328-363)	PPO1_DWL(328-363)	PF12142
A0A2K1KF87	discarded	147	1	1	Tyrosinase(32-142)	none	none
A0A2K1KIQ0	canonical	573	2	3	Tyrosinase(110-328) | PPO1_DWL(337-386) | PPO1_KFDV(444-570)	PPO1_DWL(337-386) | PPO1_KFDV(444-570)	PF12142;PF12143
A0A2K1QQF1	canonical	408	1	1	Tyrosinase(119-350)	none	none
A0A2K1R0I6	canonical	636	2	2	Tyrosinase(82-343) | Tyrosinase_C(451-570)	none	none
A0A2K1R203	canonical	388	1	1	Tyrosinase(99-331)	none	none
A0A2K1R840	canonical	581	2	3	Tyrosinase(158-370) | PPO1_DWL(377-428) | PPO1_KFDV(453-578)	PPO1_DWL(377-428) | PPO1_KFDV(453-578)	PF12142;PF12143
A0A2K1R853	canonical	581	2	3	Tyrosinase(158-370) | PPO1_DWL(377-428) | PPO1_KFDV(453-578)	PPO1_DWL(377-428) | PPO1_KFDV(453-578)	PF12142;PF12143
A0A2K2AV86	canonical	587	2	3	Tyrosinase(139-357) | PPO1_DWL(363-413) | PPO1_KFDV(449-585)	PPO1_DWL(363-413) | PPO1_KFDV(449-585)	PF12142;PF12143
A0A2K2CAK1	canonical	581	2	3	Tyrosinase(158-370) | PPO1_DWL(377-428) | PPO1_KFDV(453-578)	PPO1_DWL(377-428) | PPO1_KFDV(453-578)	PF12142;PF12143
A0A2K2CAK3	canonical	521	2	3	Tyrosinase(90-310) | PPO1_DWL(317-368) | PPO1_KFDV(393-518)	PPO1_DWL(317-368) | PPO1_KFDV(393-518)	PF12142;PF12143
A0A2K2CAL0	discarded	192	1	3	Tyrosinase(1-46) | PPO1_DWL(46-97) | PPO1_KFDV(103-191)	PPO1_DWL(46-97) | PPO1_KFDV(103-191)	PF12142;PF12143
A0A2K2CAL3	canonical	581	2	3	Tyrosinase(158-370) | PPO1_DWL(377-428) | PPO1_KFDV(453-578)	PPO1_DWL(377-428) | PPO1_KFDV(453-578)	PF12142;PF12143
