accession,pool,canonical,n_his,core_ok,best_ref,best_qtm,n_helix_ok,reason
A0A345M3V7,discarded,False,3,False,ref_5CE9_Jregia,0.37,2,corehelix_core_fail
A0A345M3V8,discarded,False,3,False,ref_5CE9_Jregia,0.392,2,corehelix_core_fail
A0A345M3V9,discarded,False,3,False,ref_PmTYR,0.299,2,corehelix_core_fail
A0A345M3W0,discarded,False,3,False,ref_5CE9_Jregia,0.369,2,corehelix_core_fail
A0A345M3W1,discarded,False,3,False,ref_2Y9W_Abisporus,0.156,2,corehelix_core_fail
A0A345M3W2,discarded,False,3,False,ref_PmTYR,0.316,2,corehelix_core_fail
A0A345M3W3,discarded,False,3,False,ref_5CE9_Jregia,0.315,2,corehelix_core_fail
A0A345M3W8,discarded,False,3,False,ref_1BT3_Ibatatas,0.354,2,corehelix_core_fail
A0A345M3W9,discarded,False,3,False,ref_1BT3_Ibatatas,0.384,2,corehelix_core_fail
A0A345M3X0,discarded,False,3,False,ref_5CE9_Jregia,0.384,2,corehelix_core_fail
A0A345M3X1,discarded,False,3,False,ref_5CE9_Jregia,0.35,2,corehelix_core_fail
A0A345M3X3,discarded,False,3,False,ref_5CE9_Jregia,0.4,2,corehelix_core_fail
A0A345M3X4,discarded,False,3,False,ref_1BT3_Ibatatas,0.384,2,corehelix_core_fail
A0A345M3X5,discarded,False,3,False,ref_PmTYR,0.307,2,corehelix_core_fail
A0A345M3X7,discarded,False,3,False,ref_1BT3_Ibatatas,0.376,2,corehelix_core_fail
A0A345M3X9,discarded,False,4,False,ref_PmTYR,0.312,2,corehelix_core_fail
A0A345M3Y0,discarded,False,4,False,ref_1BT3_Ibatatas,0.332,2,corehelix_core_fail
A0A345M3Y1,discarded,False,3,False,ref_2Y9W_Abisporus,0.152,0,corehelix_core_fail
A0A345M3Y2,discarded,False,3,False,ref_PmTYR,0.315,2,corehelix_core_fail
A0A345M3Y3,discarded,False,3,False,ref_5CE9_Jregia,0.326,2,corehelix_core_fail
A0A345M3Y4,discarded,False,3,False,ref_PmTYR,0.315,2,corehelix_core_fail
A0A345M3Y5,discarded,False,3,False,ref_1BT3_Ibatatas,0.384,2,corehelix_core_fail
A0A345M3Y6,discarded,False,3,False,ref_5CE9_Jregia,0.406,2,corehelix_core_fail
A0A345M3Y7,discarded,False,3,False,ref_5CE9_Jregia,0.37,2,corehelix_core_fail
A0A345M3Y8,discarded,False,4,False,ref_PmTYR,0.326,2,corehelix_core_fail
A0A345M3Y9,discarded,False,4,False,ref_PmTYR,0.312,2,corehelix_core_fail
A0A345M3Z0,discarded,False,3,False,ref_5CE9_Jregia,0.334,2,corehelix_core_fail
A0A345RSB1,canonical,True,6,False,,,,canonical_geometry
A0A345T0B6,canonical,True,6,False,,,,canonical_geometry
A0A346FGH1,discarded,False,3,False,ref_PmTYR,0.366,2,corehelix_core_fail
A0A346FGH2,discarded,False,3,False,ref_1BT3_Ibatatas,0.429,2,corehelix_core_fail
A0A346FGH3,discarded,False,3,False,ref_1BT3_Ibatatas,0.415,2,corehelix_core_fail
A0A346FGH4,discarded,False,3,False,ref_1JS8_squid,0.406,2,corehelix_core_fail
A0A346FGH7,discarded,False,2,False,ref_PmTYR,0.348,2,corehelix_core_fail
A0A346FGI0,discarded,False,2,False,ref_PmTYR,0.347,2,corehelix_core_fail
A0A346FGI1,discarded,False,3,False,ref_1BT3_Ibatatas,0.412,2,corehelix_core_fail
A0A346FGI4,discarded,False,3,False,ref_5CE9_Jregia,0.382,2,corehelix_core_fail
A0A346FGI5,discarded,False,3,False,ref_PmTYR,0.388,2,corehelix_core_fail
A0A346FGI6,discarded,False,3,False,ref_5CE9_Jregia,0.582,2,corehelix_core_fail
A0A346FGI7,discarded,False,3,False,ref_1BT3_Ibatatas,0.399,2,corehelix_core_fail
A0A346FGI9,discarded,False,4,False,ref_5CE9_Jregia,0.399,1,corehelix_core_fail
A0A346FGJ0,discarded,False,2,False,ref_1BT3_Ibatatas,0.414,2,corehelix_core_fail
A0A346FGJ1,discarded,False,3,False,ref_PmTYR,0.465,2,corehelix_core_fail
A0A346FGJ2,discarded,False,3,False,ref_1BT3_Ibatatas,0.406,2,corehelix_core_fail
A0A346FGJ3,discarded,False,3,False,ref_PmTYR,0.359,2,corehelix_core_fail
A0A346FGJ5,discarded,False,3,False,ref_1BT3_Ibatatas,0.431,3,corehelix_core_fail
A0A346FGJ6,discarded,False,3,False,ref_5CE9_Jregia,0.39,2,corehelix_core_fail
A0A346FGJ7,discarded,False,4,False,ref_1BT3_Ibatatas,0.399,2,corehelix_core_fail
A0A346FGJ8,discarded,False,3,False,ref_5CE9_Jregia,0.562,2,corehelix_core_fail
A0A346FGK0,discarded,False,3,False,ref_PmTYR,0.406,2,corehelix_core_fail
A0A346FGK1,discarded,False,3,False,ref_PmTYR,0.393,2,corehelix_core_fail
A0A346FGK2,discarded,False,3,False,ref_PmTYR,0.352,2,corehelix_core_fail
A0A346FGK4,discarded,False,2,False,ref_PmTYR,0.343,2,corehelix_core_fail
A0A346FGK5,discarded,False,3,False,ref_PmTYR,0.383,2,corehelix_core_fail
A0A346FGK8,discarded,False,2,False,ref_PmTYR,0.354,2,corehelix_core_fail
A0A346FGK9,discarded,False,3,False,ref_PmTYR,0.372,2,corehelix_core_fail
A0A346FGL0,discarded,False,3,False,ref_5CE9_Jregia,0.583,2,corehelix_core_fail
A0A346FGL1,discarded,False,3,False,ref_1BT3_Ibatatas,0.439,2,corehelix_core_fail
A0A346FGL2,discarded,False,3,False,ref_1BT3_Ibatatas,0.418,2,corehelix_core_fail
A0A346FGL4,discarded,False,3,False,ref_1BT3_Ibatatas,0.471,2,corehelix_core_fail
A0A346FGL5,discarded,False,3,False,ref_PmTYR,0.357,2,corehelix_core_fail
A0A346FGL6,discarded,False,4,False,ref_1BT3_Ibatatas,0.421,2,corehelix_core_fail
A0A346FGL7,discarded,False,3,False,ref_5CE9_Jregia,0.396,2,corehelix_core_fail
A0A346FGL8,discarded,False,3,False,ref_5CE9_Jregia,0.419,2,corehelix_core_fail
A0A346FGL9,discarded,False,3,False,ref_PmTYR,0.403,2,corehelix_core_fail
A0A346FGM0,discarded,False,3,False,ref_PmTYR,0.323,1,corehelix_core_fail
A0A346FGM3,discarded,False,3,False,ref_5CE9_Jregia,0.401,2,corehelix_core_fail
A0A346FGM4,discarded,False,2,False,ref_PmTYR,0.374,2,corehelix_core_fail
A0A346FGM5,discarded,False,3,False,ref_1BT3_Ibatatas,0.412,2,corehelix_core_fail
A0A346FGM6,discarded,False,3,False,ref_1BT3_Ibatatas,0.413,2,corehelix_core_fail
A0A346FGM7,discarded,False,3,False,ref_1BT3_Ibatatas,0.413,2,corehelix_core_fail
A0A346FGM9,discarded,False,3,False,ref_5CE9_Jregia,0.396,2,corehelix_core_fail
A0A346FGN0,discarded,False,3,False,ref_5CE9_Jregia,0.398,2,corehelix_core_fail
A0A346FGN1,discarded,False,2,False,ref_PmTYR,0.343,2,corehelix_core_fail
A0A346FGN3,discarded,False,3,False,ref_1BT3_Ibatatas,0.561,2,corehelix_core_fail
A0A346FGN6,discarded,False,3,False,ref_1BT3_Ibatatas,0.424,2,corehelix_core_fail
A0A346FGN7,discarded,False,3,False,ref_1BT3_Ibatatas,0.396,2,corehelix_core_fail
A0A346FGN8,discarded,False,3,False,ref_5CE9_Jregia,0.397,2,corehelix_core_fail
A0A346FGN9,discarded,False,3,False,ref_1BT3_Ibatatas,0.392,2,corehelix_core_fail
A0A346FGP1,discarded,False,3,False,ref_PmTYR,0.384,2,corehelix_core_fail
A0A346FGP2,discarded,False,3,False,ref_PmTYR,0.365,2,corehelix_core_fail
A0A346FGP3,discarded,False,3,False,ref_1BT3_Ibatatas,0.416,2,corehelix_core_fail
A0A346FGP8,discarded,False,3,False,ref_5CE9_Jregia,0.407,2,corehelix_core_fail
A0A346FGQ0,discarded,False,2,False,ref_PmTYR,0.363,2,corehelix_core_fail
A0A346FGQ1,discarded,False,3,False,ref_5CE9_Jregia,0.413,2,corehelix_core_fail
A0A346FGQ2,discarded,False,3,False,ref_5CE9_Jregia,0.413,2,corehelix_core_fail
A0A346FGQ3,discarded,False,3,False,ref_1BT3_Ibatatas,0.401,2,corehelix_core_fail
A0A346FGQ7,discarded,False,3,False,ref_PmTYR,0.391,2,corehelix_core_fail
A0A346FGQ8,discarded,False,3,False,ref_1BT3_Ibatatas,0.401,2,corehelix_core_fail
A0A346M901,discarded,False,3,False,ref_5CE9_Jregia,0.384,2,corehelix_core_fail
A0A346M910,discarded,False,3,False,ref_5CE9_Jregia,0.385,2,corehelix_core_fail
A0A346M912,discarded,False,3,False,ref_1BT3_Ibatatas,0.373,2,corehelix_core_fail
A0A346M914,discarded,False,3,False,ref_1BT3_Ibatatas,0.373,2,corehelix_core_fail
A0A346RV60,canonical,True,6,False,,,,canonical_geometry
A0A346RVX2,discarded,False,4,False,ref_PmTYR,0.394,2,corehelix_core_fail
A0A346RVX3,discarded,False,4,False,ref_1BT3_Ibatatas,0.413,2,corehelix_core_fail
A0A346RVX4,discarded,False,4,False,ref_5CE9_Jregia,0.413,2,corehelix_core_fail
A0A346RVX6,discarded,False,4,False,ref_5CE9_Jregia,0.413,2,corehelix_core_fail
A0A346RVX7,discarded,False,3,False,ref_1BT3_Ibatatas,0.395,2,corehelix_core_fail
A0A346RVX8,discarded,False,3,False,ref_5CE9_Jregia,0.407,2,corehelix_core_fail
A0A348AVR4,canonical,True,6,False,,,,canonical_geometry
A0A364KV05,canonical,True,6,False,,,,canonical_geometry
A0A364L5W2,canonical,True,6,False,,,,canonical_geometry
A0A364MEK3,canonical,True,6,False,,,,canonical_geometry
A0A364MKF9,canonical,True,6,False,,,,canonical_geometry
A0A364MUB3,canonical,True,6,False,,,,canonical_geometry
A0A364MUE8,discarded,False,5,False,ref_PmTYR,0.522,3,corehelix_core_fail
A0A364MVV3,discarded,False,4,False,ref_PmTYR,0.441,2,corehelix_core_fail
A0A364MXI7,canonical,True,6,False,,,,canonical_geometry
A0A364MZN5,canonical,True,6,False,,,,canonical_geometry
A0A364N075,canonical,True,6,False,,,,canonical_geometry
A0A364N145,canonical,True,6,False,,,,canonical_geometry
A0A364N155,canonical,True,6,False,,,,canonical_geometry
A0A364N1X7,canonical,True,6,False,,,,canonical_geometry
A0A364NF04,canonical,True,6,False,,,,canonical_geometry
A0A364NH37,canonical,True,6,False,,,,canonical_geometry
A0A365MRA6,canonical,True,6,False,,,,canonical_geometry
A0A365MXE3,canonical,True,6,False,,,,canonical_geometry
A0A365MY87,discarded,False,4,False,ref_PmTYR,0.64,3,corehelix_core_fail
A0A365MYK5,canonical,True,6,False,,,,canonical_geometry
A0A365MZ77,canonical,True,6,False,,,,canonical_geometry
A0A365N1Q5,canonical,True,6,False,,,,canonical_geometry
A0A365N437,canonical,True,6,False,,,,canonical_geometry
A0A365N4K4,discarded,False,4,False,ref_PmTYR,0.428,2,corehelix_core_fail
A0A365N5T6,canonical,True,6,False,,,,canonical_geometry
A0A365N769,canonical,True,6,False,,,,canonical_geometry
A0A365NBJ9,canonical,True,6,False,,,,canonical_geometry
A0A365NE95,noncanonical,False,5,True,ref_PmTYR,0.551,4,corehelix_core_ok
A0A365NEN8,canonical,True,6,False,,,,canonical_geometry
A0A365NGP6,canonical,True,6,False,,,,canonical_geometry
A0A365NNU5,canonical,True,6,False,,,,canonical_geometry
A0A365QUN0,canonical,True,6,False,,,,canonical_geometry
A0A365XU26,canonical,True,6,False,,,,canonical_geometry
A0A366QJY3,canonical,True,6,False,,,,canonical_geometry
A0A366QK39,canonical,True,6,False,,,,canonical_geometry
A0A366R2A7,canonical,True,6,False,,,,canonical_geometry
A0A366R3B0,canonical,True,6,False,,,,canonical_geometry
A0A366R6W5,canonical,True,6,False,,,,canonical_geometry
A0A366RBL7,canonical,True,6,False,,,,canonical_geometry
A0A366RXH0,canonical,True,6,False,,,,canonical_geometry
A0A366S3Z8,canonical,True,6,False,,,,canonical_geometry
A0A366S6F2,discarded,False,6,False,,,,sixHis_fail_geometry
A0A366S6I4,canonical,True,6,False,,,,canonical_geometry
A0A366S9U2,canonical,True,6,False,,,,canonical_geometry
A0A366SER3,canonical,True,6,False,,,,canonical_geometry
A0A367KZX2,canonical,True,6,False,,,,canonical_geometry
A0A367L1Z1,discarded,False,5,False,ref_2Y9W_Abisporus,0.495,3,corehelix_core_fail
A0A367L4Y1,canonical,True,6,False,,,,canonical_geometry
A0A367L6Y1,canonical,True,6,False,,,,canonical_geometry
A0A367LE15,canonical,True,6,False,,,,canonical_geometry
A0A367LMW1,canonical,True,6,False,,,,canonical_geometry
A0A367LQA1,canonical,True,6,False,,,,canonical_geometry
A0A367S355,canonical,True,6,False,,,,canonical_geometry
A0A367XC63,discarded,False,3,False,ref_2Y9W_Abisporus,0.354,3,corehelix_core_fail
A0A368FC09,discarded,False,1,False,ref_PmTYR,0.503,2,corehelix_core_fail
A0A368FDS7,discarded,False,3,False,ref_PmTYR,0.509,2,corehelix_core_fail
A0A368FM30,discarded,False,4,False,ref_PmTYR,0.255,2,corehelix_core_fail
A0A368FM62,discarded,False,4,False,ref_PmTYR,0.225,2,corehelix_core_fail
A0A368FPR0,canonical,True,6,False,,,,canonical_geometry
A0A368FQN0,canonical,True,6,False,,,,canonical_geometry
A0A368FQW1,discarded,False,5,False,ref_PmTYR,0.318,3,corehelix_core_fail
A0A368FR21,discarded,False,1,False,,,,corehelix_core_fail
A0A368FUX5,canonical,True,6,False,,,,canonical_geometry
A0A368FWC6,discarded,False,3,False,ref_1JS8_squid,0.28,2,corehelix_core_fail
A0A368FZ33,discarded,False,4,False,ref_PmTYR,0.555,3,corehelix_core_fail
A0A368G9U5,canonical,True,6,False,,,,canonical_geometry
A0A368GAW7,discarded,False,3,False,ref_PmTYR,0.271,2,corehelix_core_fail
A0A368GCB1,noncanonical,False,4,True,ref_PmTYR,0.629,4,corehelix_core_ok
A0A368GCF5,canonical,True,6,False,,,,canonical_geometry
A0A368GGR1,canonical,True,6,False,,,,canonical_geometry
A0A368GS35,canonical,True,6,False,,,,canonical_geometry
A0A368GT11,discarded,False,2,False,ref_PmTYR,0.691,0,corehelix_core_fail
A0A368GT33,canonical,True,6,False,,,,canonical_geometry
A0A368GUP6,discarded,False,3,False,ref_1JS8_squid,0.39,2,corehelix_core_fail
A0A368GV12,canonical,True,6,False,,,,canonical_geometry
A0A368GWX3,discarded,False,2,False,ref_PmTYR,0.429,2,corehelix_core_fail
A0A368H8E6,discarded,False,3,False,ref_PmTYR,0.204,2,corehelix_core_fail
A0A368NUH5,canonical,True,6,False,,,,canonical_geometry
A0A368QNI6,noncanonical,False,4,True,ref_5CE9_Jregia,0.582,4,corehelix_core_ok
A0A368RZ19,canonical,True,6,False,,,,canonical_geometry
A0A368UH97,canonical,True,6,False,,,,canonical_geometry
A0A368Z2X3,canonical,True,6,False,,,,canonical_geometry
A0A368Z550,canonical,True,6,False,,,,canonical_geometry
A0A369IH70,canonical,True,6,False,,,,canonical_geometry
A0A369JEM8,canonical,True,6,False,,,,canonical_geometry
A0A369V9F4,canonical,True,6,False,,,,canonical_geometry
A0A370BCH9,canonical,True,6,False,,,,canonical_geometry
A0A370BFM1,canonical,True,6,False,,,,canonical_geometry
A0A370BQI5,canonical,True,6,False,,,,canonical_geometry
A0A370BTI8,canonical,True,6,False,,,,canonical_geometry
A0A370BVX2,canonical,True,6,False,,,,canonical_geometry
A0A370C830,canonical,True,6,False,,,,canonical_geometry
A0A370CBG9,canonical,True,6,False,,,,canonical_geometry
A0A370HI96,canonical,True,6,False,,,,canonical_geometry
A0A370P5X5,canonical,True,6,False,,,,canonical_geometry
A0A370P950,canonical,True,6,False,,,,canonical_geometry
A0A370PE47,canonical,True,6,False,,,,canonical_geometry
A0A370PGH0,canonical,True,6,False,,,,canonical_geometry
A0A370PGZ2,canonical,True,6,False,,,,canonical_geometry
A0A370PME4,canonical,True,6,False,,,,canonical_geometry
A0A370PN07,canonical,True,6,False,,,,canonical_geometry
A0A370TA69,canonical,True,6,False,,,,canonical_geometry
A0A370TE70,canonical,True,6,False,,,,canonical_geometry
A0A370TGX1,canonical,True,6,False,,,,canonical_geometry
A0A370TJF5,canonical,True,6,False,,,,canonical_geometry
A0A370TPP5,canonical,True,6,False,,,,canonical_geometry
A0A370TPY7,canonical,True,6,False,,,,canonical_geometry
A0A370TRN6,canonical,True,6,False,,,,canonical_geometry
A0A370TWJ8,canonical,True,6,False,,,,canonical_geometry
A0A370TWW6,canonical,True,6,False,,,,canonical_geometry
A0A370TYF6,canonical,True,6,False,,,,canonical_geometry
A0A370U2Q0,canonical,True,6,False,,,,canonical_geometry
A0A371CVT1,canonical,True,6,False,,,,canonical_geometry
A0A371DLX4,canonical,True,6,False,,,,canonical_geometry
A0A371DR51,canonical,True,6,False,,,,canonical_geometry
A0A371E471,canonical,True,6,False,,,,canonical_geometry
A0A371E7E2,discarded,False,3,False,ref_5CE9_Jregia,0.407,2,corehelix_core_fail
A0A371EU45,canonical,True,6,False,,,,canonical_geometry
A0A371F2C3,canonical,True,6,False,,,,canonical_geometry
A0A371FQZ8,discarded,False,2,False,ref_5CE9_Jregia,0.249,0,corehelix_core_fail
A0A371JUX3,canonical,True,6,False,,,,canonical_geometry
A0A371PS23,canonical,True,6,False,,,,canonical_geometry
A0A376EG17,canonical,True,6,False,,,,canonical_geometry
A0A378U9W3,canonical,True,6,False,,,,canonical_geometry
A0A379ICC9,canonical,True,6,False,,,,canonical_geometry
A0A380T901,canonical,True,6,False,,,,canonical_geometry
A0A380TBC3,canonical,True,6,False,,,,canonical_geometry
A0A381LGH1,canonical,True,6,False,,,,canonical_geometry
A0A383RI28,canonical,True,6,False,,,,canonical_geometry
A0A383URA9,canonical,True,6,False,,,,canonical_geometry
A0A383USX8,canonical,True,6,False,,,,canonical_geometry
A0A383V433,canonical,True,6,False,,,,canonical_geometry
A0A383VC36,discarded,False,3,False,ref_2Y9W_Abisporus,0.285,2,corehelix_core_fail
A0A383VV68,discarded,False,3,False,ref_PmTYR,0.493,2,corehelix_core_fail
A0A383VW36,canonical,True,6,False,,,,canonical_geometry
A0A383VY75,discarded,False,3,False,ref_PmTYR,0.482,2,corehelix_core_fail
A0A383W8E9,canonical,True,6,False,,,,canonical_geometry
A0A383WPL7,discarded,False,3,False,ref_2Y9W_Abisporus,0.191,2,corehelix_core_fail
A0A383Z088,canonical,True,6,False,,,,canonical_geometry
A0A383ZNX8,canonical,True,6,False,,,,canonical_geometry
A0A384BB41,canonical,True,6,False,,,,canonical_geometry
A0A384BB62,noncanonical,False,4,True,ref_PmTYR,0.459,4,corehelix_core_ok
A0A384BBQ9,canonical,True,6,False,,,,canonical_geometry
A0A384C0V9,canonical,True,6,False,,,,canonical_geometry
A0A384D6G6,canonical,True,6,False,,,,canonical_geometry
A0A384J750,canonical,True,6,False,,,,canonical_geometry
A0A384J8A3,canonical,True,6,False,,,,canonical_geometry
A0A384JB29,discarded,False,3,False,ref_PmTYR,0.623,2,corehelix_core_fail
A0A384JDM9,canonical,True,6,False,,,,canonical_geometry
A0A384JJM0,canonical,True,6,False,,,,canonical_geometry
A0A384JWB2,canonical,True,6,False,,,,canonical_geometry
A0A384K0M5,noncanonical,False,5,True,ref_PmTYR,0.598,4,corehelix_core_ok
A0A384K3L4,canonical,True,6,False,,,,canonical_geometry
A0A384K4W6,noncanonical,False,5,True,ref_PmTYR,0.646,4,corehelix_core_ok
A0A384K5I7,canonical,True,6,False,,,,canonical_geometry
A0A384K673,canonical,True,6,False,,,,canonical_geometry
A0A384V9U2,canonical,True,6,False,,,,canonical_geometry
A0A384V9Z0,canonical,True,6,False,,,,canonical_geometry
A0A385EJQ2,discarded,False,3,False,ref_PmTYR,0.39,2,corehelix_core_fail
A0A385EJQ3,discarded,False,3,False,ref_PmTYR,0.397,0,corehelix_core_fail
A0A385EJQ4,discarded,False,3,False,ref_PmTYR,0.361,2,corehelix_core_fail
A0A385EJQ7,discarded,False,3,False,ref_PmTYR,0.391,2,corehelix_core_fail
A0A385EJQ8,discarded,False,3,False,ref_PmTYR,0.391,2,corehelix_core_fail
A0A385SND3,canonical,True,6,False,,,,canonical_geometry
A0A387G576,canonical,True,6,False,,,,canonical_geometry
A0A387HLQ6,canonical,True,6,False,,,,canonical_geometry
A0A387HMX7,canonical,True,6,False,,,,canonical_geometry
A0A388KHX6,canonical,True,6,False,,,,canonical_geometry
A0A388KI27,canonical,True,6,False,,,,canonical_geometry
A0A388KKC2,canonical,True,6,False,,,,canonical_geometry
A0A388KR59,canonical,True,6,False,,,,canonical_geometry
A0A388KRG2,canonical,True,6,False,,,,canonical_geometry
A0A388L198,canonical,True,6,False,,,,canonical_geometry
A0A388L1E1,canonical,True,6,False,,,,canonical_geometry
A0A388LGX3,discarded,False,6,False,,,,sixHis_fail_geometry
A0A388LJ84,canonical,True,6,False,,,,canonical_geometry
A0A388LJF6,canonical,True,6,False,,,,canonical_geometry
A0A388LJI5,canonical,True,6,False,,,,canonical_geometry
A0A388LPV2,canonical,True,6,False,,,,canonical_geometry
A0A388LXR0,canonical,True,6,False,,,,canonical_geometry
A0A388LXT2,canonical,True,6,False,,,,canonical_geometry
A0A392M4K4,discarded,False,3,False,ref_1BT3_Ibatatas,0.426,2,corehelix_core_fail
A0A392MF53,discarded,False,1,False,ref_5CE9_Jregia,0.473,1,corehelix_core_fail
A0A392QM88,discarded,False,3,False,ref_5CE9_Jregia,0.87,2,corehelix_core_fail
A0A395GKD0,discarded,False,2,False,ref_1JS8_squid,0.323,2,corehelix_core_fail
A0A395GM41,canonical,True,6,False,,,,canonical_geometry
A0A395GZZ7,canonical,True,6,False,,,,canonical_geometry
A0A395H1X2,canonical,True,6,False,,,,canonical_geometry
A0A395H5J0,discarded,False,1,False,ref_5CE9_Jregia,0.174,1,corehelix_core_fail
A0A395HAX9,canonical,True,6,False,,,,canonical_geometry
A0A395HF45,canonical,True,6,False,,,,canonical_geometry
A0A395HJP7,noncanonical,False,5,True,ref_PmTYR,0.588,4,corehelix_core_ok
A0A395HNK2,canonical,True,6,False,,,,canonical_geometry
A0A395HY22,canonical,True,6,False,,,,canonical_geometry
A0A395I0G5,canonical,True,6,False,,,,canonical_geometry
A0A395I3D0,canonical,True,6,False,,,,canonical_geometry
A0A395IFJ8,discarded,False,3,False,ref_2Y9W_Abisporus,0.417,1,corehelix_core_fail
A0A395IT56,discarded,False,3,False,ref_2Y9W_Abisporus,0.497,2,corehelix_core_fail
A0A395IVG2,discarded,False,4,False,ref_2Y9W_Abisporus,0.45,2,corehelix_core_fail
A0A395IW83,canonical,True,6,False,,,,canonical_geometry
A0A395IYP4,canonical,True,6,False,,,,canonical_geometry
A0A395JKA0,canonical,True,6,False,,,,canonical_geometry
A0A395M6W2,canonical,True,6,False,,,,canonical_geometry
A0A395M6Y4,canonical,True,6,False,,,,canonical_geometry
A0A395M7P6,canonical,True,6,False,,,,canonical_geometry
A0A395M9N5,canonical,True,6,False,,,,canonical_geometry
A0A395MDS2,canonical,True,6,False,,,,canonical_geometry
A0A395ME45,canonical,True,6,False,,,,canonical_geometry
A0A395MEX3,canonical,True,6,False,,,,canonical_geometry
A0A395MF38,canonical,True,6,False,,,,canonical_geometry
A0A395MG96,discarded,False,6,False,,,,sixHis_fail_geometry
A0A395MKK6,canonical,True,6,False,,,,canonical_geometry
A0A395MRP0,canonical,True,6,False,,,,canonical_geometry
A0A395MRW2,canonical,True,6,False,,,,canonical_geometry
A0A395MU79,canonical,True,6,False,,,,canonical_geometry
A0A395MVI2,canonical,True,6,False,,,,canonical_geometry
