accession,taxid,kingdom,phylum,genus
A0A2D3V8Z0,112498,Fungi,Ascomycota,Ramularia
A0A2D3V9U3,112498,Fungi,Ascomycota,Ramularia
A0A2D3VEC3,112498,Fungi,Ascomycota,Ramularia
A0A2D3VIH6,112498,Fungi,Ascomycota,Ramularia
A0A2D3VL88,112498,Fungi,Ascomycota,Ramularia
A0A2G2W2T9,33114,Plants,Streptophyta,Capsicum
A0A2G2XEY0,33114,Plants,Streptophyta,Capsicum
A0A2G2XHP8,33114,Plants,Streptophyta,Capsicum
A0A2G2XM25,33114,Plants,Streptophyta,Capsicum
A0A2G2XM38,33114,Plants,Streptophyta,Capsicum
A0A2G2XM40,33114,Plants,Streptophyta,Capsicum
A0A2G2XMF4,33114,Plants,Streptophyta,Capsicum
A0A2G2XMG1,33114,Plants,Streptophyta,Capsicum
A0A2G2XMI6,33114,Plants,Streptophyta,Capsicum
A0A2G3A8M1,4072,Plants,Streptophyta,Capsicum
A0A2G3ABT2,4072,Plants,Streptophyta,Capsicum
A0A2G3AGB1,4072,Plants,Streptophyta,Capsicum
A0A2G3AGB2,4072,Plants,Streptophyta,Capsicum
A0A2G3AGD2,4072,Plants,Streptophyta,Capsicum
A0A2G3AGJ6,4072,Plants,Streptophyta,Capsicum
A0A2G3AP27,4072,Plants,Streptophyta,Capsicum
A0A2G5BCT7,763665,Fungi,Zoopagomycota,Coemansia
A0A2G5BCT9,763665,Fungi,Zoopagomycota,Coemansia
A0A2G5BCU3,763665,Fungi,Zoopagomycota,Coemansia
A0A2G5BDP2,763665,Fungi,Zoopagomycota,Coemansia
A0A2G5BJJ6,763665,Fungi,Zoopagomycota,Coemansia
A0A2G5BJJ9,763665,Fungi,Zoopagomycota,Coemansia
A0A2G5BJN3,763665,Fungi,Zoopagomycota,Coemansia
A0A2G5C0J9,218851,Plants,Streptophyta,Aquilegia
A0A2G5CHA6,218851,Plants,Streptophyta,Aquilegia
A0A2G5CHB1,218851,Plants,Streptophyta,Aquilegia
A0A2G5CHC6,218851,Plants,Streptophyta,Aquilegia
A0A2G5CHD7,218851,Plants,Streptophyta,Aquilegia
A0A2G5CHD9,218851,Plants,Streptophyta,Aquilegia
A0A2G5D3X8,218851,Plants,Streptophyta,Aquilegia
A0A2G5D3X9,218851,Plants,Streptophyta,Aquilegia
A0A2G5D408,218851,Plants,Streptophyta,Aquilegia
A0A2G5DWL0,218851,Plants,Streptophyta,Aquilegia
A0A2G5DX59,218851,Plants,Streptophyta,Aquilegia
A0A2G5EJL9,218851,Plants,Streptophyta,Aquilegia
A0A2G5EY05,218851,Plants,Streptophyta,Aquilegia
A0A2G5H7T6,122368,Fungi,Ascomycota,Cercospora
A0A2G5HJW8,122368,Fungi,Ascomycota,Cercospora
A0A2G5HLZ7,122368,Fungi,Ascomycota,Cercospora
A0A2G5HMB1,122368,Fungi,Ascomycota,Cercospora
A0A2G5HME4,122368,Fungi,Ascomycota,Cercospora
A0A2G5HTG4,122368,Fungi,Ascomycota,Cercospora
A0A2G5HTJ1,122368,Fungi,Ascomycota,Cercospora
A0A2G5HVL9,122368,Fungi,Ascomycota,Cercospora
A0A2G5HZD7,122368,Fungi,Ascomycota,Cercospora
A0A2G5HZV8,122368,Fungi,Ascomycota,Cercospora
A0A2G5I0E2,122368,Fungi,Ascomycota,Cercospora
A0A2G5I1Q0,122368,Fungi,Ascomycota,Cercospora
A0A2G5I5D8,122368,Fungi,Ascomycota,Cercospora
A0A2G5ICH2,122368,Fungi,Ascomycota,Cercospora
A0A2G5U285,1611254,Animals,Nematoda,Caenorhabditis
A0A2G5U340,1611254,Animals,Nematoda,Caenorhabditis
A0A2G5UKA1,1611254,Animals,Nematoda,Caenorhabditis
A0A2G5UKC2,1611254,Animals,Nematoda,Caenorhabditis
A0A2G5UKD5,1611254,Animals,Nematoda,Caenorhabditis
A0A2G5UT89,1611254,Animals,Nematoda,Caenorhabditis
A0A2G5VEH5,1611254,Animals,Nematoda,Caenorhabditis
A0A2G5VEY2,1611254,Animals,Nematoda,Caenorhabditis
A0A2G5VH62,1611254,Animals,Nematoda,Caenorhabditis
A0A2G5VHB5,1611254,Animals,Nematoda,Caenorhabditis
A0A2G5VHR3,1611254,Animals,Nematoda,Caenorhabditis
A0A2G5VWB7,1611254,Animals,Nematoda,Caenorhabditis
A0A2G7FK12,656916,Fungi,Ascomycota,Aspergillus
A0A2G7FKV0,656916,Fungi,Ascomycota,Aspergillus
A0A2G7FQL5,656916,Fungi,Ascomycota,Aspergillus
A0A2G7FTM7,656916,Fungi,Ascomycota,Aspergillus
A0A2G7FYG7,656916,Fungi,Ascomycota,Aspergillus
A0A2G7G703,656916,Fungi,Ascomycota,Aspergillus
A0A2G7G7G7,656916,Fungi,Ascomycota,Aspergillus
A0A2G7GBJ2,656916,Fungi,Ascomycota,Aspergillus
A0A2G8RMK1,1077348,Fungi,Basidiomycota,Ganoderma
A0A2G8RML5,1077348,Fungi,Basidiomycota,Ganoderma
A0A2G8SRB1,1077348,Fungi,Basidiomycota,Ganoderma
A0A2G8SXT1,1603353,Bacteria,Pseudomonadota,Massilia
A0A2G8SYB0,1603353,Bacteria,Pseudomonadota,Massilia
A0A2G9G0D2,429701,Plants,Streptophyta,Handroanthus
A0A2G9G4W6,429701,Plants,Streptophyta,Handroanthus
A0A2G9G757,429701,Plants,Streptophyta,Handroanthus
A0A2G9G763,429701,Plants,Streptophyta,Handroanthus
A0A2G9GF61,429701,Plants,Streptophyta,Handroanthus
A0A2G9H164,429701,Plants,Streptophyta,Handroanthus
A0A2G9H9F0,429701,Plants,Streptophyta,Handroanthus
A0A2G9H9F5,429701,Plants,Streptophyta,Handroanthus
A0A2G9RBS2,8400,Animals,Chordata,Aquarana
A0A2G9SKI5,8400,Animals,Chordata,Aquarana
A0A2G9SKN4,8400,Animals,Chordata,Aquarana
A0A2G9U9G0,45464,Animals,Nematoda,Teladorsagia
A0A2G9UFB4,45464,Animals,Nematoda,Teladorsagia
A0A2G9UMR0,45464,Animals,Nematoda,Teladorsagia
A0A2G9UPF2,45464,Animals,Nematoda,Teladorsagia
A0A2H1FYF8,1276532,Fungi,Ascomycota,Zymoseptoria
A0A2H1G5Q6,1276532,Fungi,Ascomycota,Zymoseptoria
A0A2H1GBQ4,1276532,Fungi,Ascomycota,Zymoseptoria
A0A2H1GCI0,1276532,Fungi,Ascomycota,Zymoseptoria
A0A2H1GEV7,1276532,Fungi,Ascomycota,Zymoseptoria
A0A2H1GKH5,1276532,Fungi,Ascomycota,Zymoseptoria
A0A2H1GNC2,1276532,Fungi,Ascomycota,Zymoseptoria
A0A2H1H3J1,1276532,Fungi,Ascomycota,Zymoseptoria
A0A2H1H541,1276532,Fungi,Ascomycota,Zymoseptoria
A0A2H1H7W6,1276532,Fungi,Ascomycota,Zymoseptoria
A0A2H1H8F5,1276532,Fungi,Ascomycota,Zymoseptoria
A0A2H2ZLL5,858221,Fungi,Ascomycota,Trichoderma
A0A2H3ABG1,858221,Fungi,Ascomycota,Trichoderma
A0A2H3BBQ8,1076256,Fungi,Basidiomycota,Armillaria
A0A2H3BJ78,1076256,Fungi,Basidiomycota,Armillaria
A0A2H3BKV9,1076256,Fungi,Basidiomycota,Armillaria
A0A2H3BKW9,1076256,Fungi,Basidiomycota,Armillaria
A0A2H3BM37,1076256,Fungi,Basidiomycota,Armillaria
A0A2H3BQM6,1076256,Fungi,Basidiomycota,Armillaria
A0A2H3BR86,1076256,Fungi,Basidiomycota,Armillaria
A0A2H3BRY6,1076256,Fungi,Basidiomycota,Armillaria
A0A2H3BYM4,1076256,Fungi,Basidiomycota,Armillaria
A0A2H3C2Q4,1076256,Fungi,Basidiomycota,Armillaria
A0A2H3C2Z9,1076256,Fungi,Basidiomycota,Armillaria
A0A2H3CDL4,1076256,Fungi,Basidiomycota,Armillaria
A0A2H3CDP6,47427,Fungi,Basidiomycota,Armillaria
A0A2H3CFI2,1076256,Fungi,Basidiomycota,Armillaria
A0A2H3CZT2,47427,Fungi,Basidiomycota,Armillaria
A0A2H3D0E4,47427,Fungi,Basidiomycota,Armillaria
A0A2H3D1Q0,47427,Fungi,Basidiomycota,Armillaria
A0A2H3DHE5,47427,Fungi,Basidiomycota,Armillaria
A0A2H3DHG0,47427,Fungi,Basidiomycota,Armillaria
A0A2H3DK47,47427,Fungi,Basidiomycota,Armillaria
A0A2H3E1W7,47427,Fungi,Basidiomycota,Armillaria
A0A2H3EQM1,47427,Fungi,Basidiomycota,Armillaria
A0A2H3ES32,47427,Fungi,Basidiomycota,Armillaria
A0A2H3FCN1,5518,Fungi,Ascomycota,Gibberella
A0A2H3GBU2,5518,Fungi,Ascomycota,Gibberella
A0A2H3GCF0,327505,Fungi,Ascomycota,Fusarium
A0A2H3GF76,5518,Fungi,Ascomycota,Gibberella
A0A2H3GFQ3,327505,Fungi,Ascomycota,Fusarium
A0A2H3GPA0,327505,Fungi,Ascomycota,Fusarium
A0A2H3GPD7,327505,Fungi,Ascomycota,Fusarium
A0A2H3GQY4,327505,Fungi,Ascomycota,Fusarium
A0A2H3GS61,5518,Fungi,Ascomycota,Gibberella
A0A2H3H030,327505,Fungi,Ascomycota,Fusarium
A0A2H3H6R0,327505,Fungi,Ascomycota,Fusarium
A0A2H3HDD6,327505,Fungi,Ascomycota,Fusarium
A0A2H3HH77,5518,Fungi,Ascomycota,Gibberella
A0A2H3HKI2,327505,Fungi,Ascomycota,Fusarium
A0A2H3HNW1,327505,Fungi,Ascomycota,Fusarium
A0A2H3HRC3,5518,Fungi,Ascomycota,Gibberella
A0A2H3HZX2,327505,Fungi,Ascomycota,Fusarium
A0A2H3J9C6,742152,Fungi,Basidiomycota,Wolfiporia
A0A2H3JRM0,742152,Fungi,Basidiomycota,Wolfiporia
A0A2H3S4M3,5127,Fungi,Ascomycota,Fusarium
A0A2H3S7A7,5127,Fungi,Ascomycota,Fusarium
A0A2H3SBP2,5127,Fungi,Ascomycota,Fusarium
A0A2H3SRM4,5507,Fungi,Ascomycota,Fusarium
A0A2H3SVM4,5507,Fungi,Ascomycota,Fusarium
A0A2H3SWR3,5507,Fungi,Ascomycota,Fusarium
A0A2H3SXE9,5507,Fungi,Ascomycota,Fusarium
A0A2H3T9N0,5507,Fungi,Ascomycota,Fusarium
A0A2H3TBA4,5507,Fungi,Ascomycota,Fusarium
A0A2H3TCJ1,5507,Fungi,Ascomycota,Fusarium
A0A2H3TD69,5507,Fungi,Ascomycota,Fusarium
A0A2H3TEA3,5507,Fungi,Ascomycota,Fusarium
A0A2H3TG04,5507,Fungi,Ascomycota,Fusarium
A0A2H3TKE6,5507,Fungi,Ascomycota,Fusarium
A0A2H3TN46,5507,Fungi,Ascomycota,Fusarium
A0A2H3TNC8,5507,Fungi,Ascomycota,Fusarium
A0A2H3TU20,5507,Fungi,Ascomycota,Fusarium
A0A2H4GW12,7962,Animals,Chordata,Cyprinus
A0A2H4QH72,66883,Bacteria,Actinomycetota,Streptomyces
A0A2H4S9K4,73501,Fungi,Ascomycota,Cordyceps
A0A2H4S9M8,73501,Fungi,Ascomycota,Cordyceps
A0A2H4SCX5,73501,Fungi,Ascomycota,Cordyceps
A0A2H4SJ54,73501,Fungi,Ascomycota,Cordyceps
A0A2H5BVB1,1535768,Bacteria,Actinomycetota,Streptomyces
A0A2H9TP87,1246581,Fungi,Cryptomycota,Paramicrosporidium
A0A2I0A3T7,1088818,Plants,Streptophyta,Apostasia
A0A2I0A3U1,1088818,Plants,Streptophyta,Apostasia
A0A2I0A3U6,1088818,Plants,Streptophyta,Apostasia
A0A2I0AD88,1088818,Plants,Streptophyta,Apostasia
A0A2I0AD91,1088818,Plants,Streptophyta,Apostasia
A0A2I0ADC5,1088818,Plants,Streptophyta,Apostasia
A0A2I0M116,8932,Animals,Chordata,Columba
A0A2I0SHR2,2058924,Bacteria,Actinomycetota,Streptomyces
A0A2I0SIV6,2058924,Bacteria,Actinomycetota,Streptomyces
A0A2I0U7G5,1758121,Animals,Chordata,Limosa
A0A2I0UTH8,1758121,Animals,Chordata,Limosa
A0A2I0VD26,906689,Plants,Streptophyta,Dendrobium
A0A2I0VPI4,906689,Plants,Streptophyta,Dendrobium
A0A2I0WEB5,906689,Plants,Streptophyta,Dendrobium
A0A2I0WZJ5,906689,Plants,Streptophyta,Dendrobium
A0A2I1BV77,1392255,Fungi,Ascomycota,Aspergillus
A0A2I1C4A3,1392255,Fungi,Ascomycota,Aspergillus
A0A2I1CR74,1392248,Fungi,Ascomycota,Aspergillus
A0A2I1CST6,1392248,Fungi,Ascomycota,Aspergillus
A0A2I1D3W9,1392248,Fungi,Ascomycota,Aspergillus
A0A2I1DBY6,1392248,Fungi,Ascomycota,Aspergillus
A0A2I1DEQ6,1392248,Fungi,Ascomycota,Aspergillus
A0A2I2F3S2,41067,Fungi,Ascomycota,Aspergillus
A0A2I2FHN1,41067,Fungi,Ascomycota,Aspergillus
A0A2I2FJH9,41067,Fungi,Ascomycota,Aspergillus
A0A2I2FM34,41067,Fungi,Ascomycota,Aspergillus
A0A2I2FVC4,1392250,Fungi,Ascomycota,Aspergillus
A0A2I2G3K9,1392250,Fungi,Ascomycota,Aspergillus
A0A2I2G3M9,1392250,Fungi,Ascomycota,Aspergillus
A0A2I2G6A8,1392250,Fungi,Ascomycota,Aspergillus
A0A2I2G6E1,1392250,Fungi,Ascomycota,Aspergillus
A0A2I2G6K0,1392250,Fungi,Ascomycota,Aspergillus
A0A2I2GCS3,1392250,Fungi,Ascomycota,Aspergillus
A0A2I2GEV5,1392250,Fungi,Ascomycota,Aspergillus
A0A2I2MQ46,657186,Animals,Chordata,Carassius
A0A2I3HTD7,61853,Animals,Chordata,Nomascus
A0A2I3N2T4,9555,Animals,Chordata,Papio
A0A2I3S4B5,9598,Animals,Chordata,Pan
A0A2I3S7K1,9598,Animals,Chordata,Pan
A0A2I3SHA6,9598,Animals,Chordata,Pan
A0A2I3SUR0,9598,Animals,Chordata,Pan
A0A2I4AT87,52670,Animals,Chordata,Austrofundulus
A0A2I4AWA2,52670,Animals,Chordata,Austrofundulus
A0A2I4B6T4,52670,Animals,Chordata,Austrofundulus
A0A2I4CFG8,52670,Animals,Chordata,Austrofundulus
A0A2I4DDQ0,51240,Plants,Streptophyta,Juglans
A0A2I4HRS7,51240,Plants,Streptophyta,Juglans
A0A2J0YX98,382,Bacteria,Pseudomonadota,Rhizobium
A0A2J5HDB0,482145,Fungi,Ascomycota,Aspergillus
A0A2J5HIG3,482145,Fungi,Ascomycota,Aspergillus
A0A2J5HRQ5,482145,Fungi,Ascomycota,Aspergillus
A0A2J5I2K0,482145,Fungi,Ascomycota,Aspergillus
A0A2J6PH00,2082293,Fungi,Ascomycota,Hyaloscypha
A0A2J6PPY7,2082293,Fungi,Ascomycota,Hyaloscypha
A0A2J6PV40,2082293,Fungi,Ascomycota,Hyaloscypha
A0A2J6Q9Y4,2082293,Fungi,Ascomycota,Hyaloscypha
A0A2J6QHR6,2082293,Fungi,Ascomycota,Hyaloscypha
A0A2J6QKV2,2082293,Fungi,Ascomycota,Hyaloscypha
A0A2J6QSN0,1149755,Fungi,Ascomycota,Hyaloscypha
A0A2J6QUH0,1149755,Fungi,Ascomycota,Hyaloscypha
A0A2J6QV63,1149755,Fungi,Ascomycota,Hyaloscypha
A0A2J6QVA1,1149755,Fungi,Ascomycota,Hyaloscypha
A0A2J6R7T9,1149755,Fungi,Ascomycota,Hyaloscypha
A0A2J6R9M8,1149755,Fungi,Ascomycota,Hyaloscypha
A0A2J6RKS8,1149755,Fungi,Ascomycota,Hyaloscypha
A0A2J6RP99,1149755,Fungi,Ascomycota,Hyaloscypha
A0A2J6RQI7,1149755,Fungi,Ascomycota,Hyaloscypha
A0A2J6RTM7,1149755,Fungi,Ascomycota,Hyaloscypha
A0A2J6S137,1149755,Fungi,Ascomycota,Hyaloscypha
A0A2J6S762,1149755,Fungi,Ascomycota,Hyaloscypha
A0A2J6SBJ2,1149755,Fungi,Ascomycota,Hyaloscypha
A0A2J6SC90,1149755,Fungi,Ascomycota,Hyaloscypha
A0A2J6SG40,1095630,Fungi,Ascomycota,Hyaloscypha
A0A2J6STN7,1095630,Fungi,Ascomycota,Hyaloscypha
A0A2J6SYC9,1095630,Fungi,Ascomycota,Hyaloscypha
A0A2J6T3A4,1095630,Fungi,Ascomycota,Hyaloscypha
A0A2J6T6Y9,1095630,Fungi,Ascomycota,Hyaloscypha
A0A2J6TCA0,1095630,Fungi,Ascomycota,Hyaloscypha
A0A2J6TCP2,1095630,Fungi,Ascomycota,Hyaloscypha
A0A2J6TDR3,1095630,Fungi,Ascomycota,Hyaloscypha
A0A2J6TH09,1095630,Fungi,Ascomycota,Hyaloscypha
A0A2J7ZPY5,47790,Plants,Chlorophyta,Tetrabaena
A0A2J8BUT4,27337,Fungi,Ascomycota,Verticillium
A0A2J8M4Q3,9598,Animals,Chordata,Pan
A0A2J8M4S4,9598,Animals,Chordata,Pan
A0A2K0TNJ3,5544,Fungi,Ascomycota,Trichoderma
A0A2K0U4G6,5544,Fungi,Ascomycota,Trichoderma
A0A2K0UQ00,42673,Fungi,Ascomycota,Gibberella
A0A2K0USD3,42673,Fungi,Ascomycota,Gibberella
A0A2K0VU96,42673,Fungi,Ascomycota,Gibberella
A0A2K0VUX3,42673,Fungi,Ascomycota,Gibberella
A0A2K0VYA6,42673,Fungi,Ascomycota,Gibberella
A0A2K0W140,42673,Fungi,Ascomycota,Gibberella
A0A2K0WAD2,42673,Fungi,Ascomycota,Gibberella
A0A2K0WC23,42673,Fungi,Ascomycota,Gibberella
A0A2K0WHJ9,42673,Fungi,Ascomycota,Gibberella
A0A2K0WPA0,42673,Fungi,Ascomycota,Gibberella
A0A2K0WR72,42673,Fungi,Ascomycota,Gibberella
A0A2K0WTN0,42673,Fungi,Ascomycota,Gibberella
A0A2K1IGC8,3218,Plants,Streptophyta,Physcomitrium
A0A2K1IK82,3218,Plants,Streptophyta,Physcomitrium
A0A2K1IZ55,3218,Plants,Streptophyta,Physcomitrium
A0A2K1J162,3218,Plants,Streptophyta,Physcomitrium
A0A2K1JC20,3218,Plants,Streptophyta,Physcomitrium
A0A2K1JC22,3218,Plants,Streptophyta,Physcomitrium
A0A2K1K1L4,3218,Plants,Streptophyta,Physcomitrium
A0A2K1K363,3218,Plants,Streptophyta,Physcomitrium
A0A2K1KIQ0,3218,Plants,Streptophyta,Physcomitrium
A0A2K1QQF1,2082308,Fungi,Ascomycota,Sphaceloma
A0A2K1R0I6,2082308,Fungi,Ascomycota,Sphaceloma
A0A2K1R203,2082308,Fungi,Ascomycota,Sphaceloma
A0A2K1R840,3694,Plants,Streptophyta,Populus
A0A2K1R853,3694,Plants,Streptophyta,Populus
A0A2K2AV86,3694,Plants,Streptophyta,Populus
A0A2K2CAK1,3694,Plants,Streptophyta,Populus
A0A2K2CAK3,3694,Plants,Streptophyta,Populus
A0A2K2CAL3,3694,Plants,Streptophyta,Populus
A0A2K2CAL5,3694,Plants,Streptophyta,Populus
A0A2K2CAM1,3694,Plants,Streptophyta,Populus
A0A2K2CAM6,3694,Plants,Streptophyta,Populus
A0A2K2CIP6,15368,Plants,Streptophyta,Brachypodium
A0A2K3JW05,57577,Plants,Streptophyta,Trifolium
A0A2K3L6D9,57577,Plants,Streptophyta,Trifolium
A0A2K3LF60,57577,Plants,Streptophyta,Trifolium
A0A2K3Q9Z7,45235,Fungi,Ascomycota,Tolypocladium
A0A2K3QIX3,45235,Fungi,Ascomycota,Tolypocladium
A0A2K3QJU1,45235,Fungi,Ascomycota,Tolypocladium
A0A2K5CI97,37293,Animals,Chordata,Aotus
A0A2K5CLY4,37293,Animals,Chordata,Aotus
A0A2K5DIB6,37293,Animals,Chordata,Aotus
A0A2K5DIC7,37293,Animals,Chordata,Aotus
A0A2K5HBM2,336983,Animals,Chordata,Colobus
A0A2K5HMH1,336983,Animals,Chordata,Colobus
A0A2K5J8F9,336983,Animals,Chordata,Colobus
A0A2K5KLW2,9531,Animals,Chordata,Cercocebus
A0A2K5KUE4,9531,Animals,Chordata,Cercocebus
A0A2K5KUH5,9531,Animals,Chordata,Cercocebus
A0A2K5P5J6,9531,Animals,Chordata,Cercocebus
A0A2K5PG36,2715852,Animals,Chordata,Cebus
A0A2K5PLW3,2715852,Animals,Chordata,Cebus
A0A2K5QUW3,2715852,Animals,Chordata,Cebus
A0A2K5QUZ5,2715852,Animals,Chordata,Cebus
A0A2K5VPR3,9541,Animals,Chordata,Macaca
A0A2K5VT29,9541,Animals,Chordata,Macaca
A0A2K5Y8Y0,9568,Animals,Chordata,Mandrillus
A0A2K5YYQ6,9568,Animals,Chordata,Mandrillus
A0A2K6ADY3,9568,Animals,Chordata,Mandrillus
A0A2K6C7T7,9545,Animals,Chordata,Macaca
A0A2K6C7U2,9545,Animals,Chordata,Macaca
A0A2K6C7U5,9545,Animals,Chordata,Macaca
A0A2K6CJW6,9545,Animals,Chordata,Macaca
A0A2K6CRU9,9545,Animals,Chordata,Macaca
A0A2K6EEA8,379532,Animals,Chordata,Propithecus
A0A2K6F6R3,379532,Animals,Chordata,Propithecus
A0A2K6JR48,61621,Animals,Chordata,Rhinopithecus
A0A2K6JR69,61621,Animals,Chordata,Rhinopithecus
A0A2K6KAP7,61621,Animals,Chordata,Rhinopithecus
A0A2K6KAS9,61621,Animals,Chordata,Rhinopithecus
A0A2K6MDH0,61621,Animals,Chordata,Rhinopithecus
A0A2K6NIW8,61622,Animals,Chordata,Rhinopithecus
A0A2K6PAK1,61622,Animals,Chordata,Rhinopithecus
A0A2K6PAN6,61622,Animals,Chordata,Rhinopithecus
A0A2K6Q4A4,61622,Animals,Chordata,Rhinopithecus
A0A2K6TYT4,39432,Animals,Chordata,Saimiri
A0A2K6TYV0,39432,Animals,Chordata,Saimiri
A0A2K6UZU2,39432,Animals,Chordata,Saimiri
A0A2K8JTS4,1491104,Fungi,Basidiomycota,Macrocybe
A0A2K8P7S5,58340,Bacteria,Actinomycetota,Streptomyces
A0A2K8P7T4,58340,Bacteria,Actinomycetota,Streptomyces
A0A2K8PNN2,58340,Bacteria,Actinomycetota,Streptomyces
A0A2K8PQ16,58340,Bacteria,Actinomycetota,Streptomyces
A0A2K8SJE4,2038116,Bacteria,Cyanobacteriota,Nostoc
A0A2K8T4N2,2038116,Bacteria,Cyanobacteriota,Nostoc
A0A2K9NKL2,1612173,Bacteria,Pseudomonadota,Niveispirillum
A0A2L0F4A2,56,Bacteria,Myxococcota,Sorangium
A0A2L0P0J7,29856,Fungi,Ascomycota,Bionectria
A0A2L0RIT5,29722,Plants,Streptophyta,Amaranthus
A0A2L0VDJ5,34510,Animals,Nematoda,Heterodera
A0A2L2SSH7,56646,Fungi,Ascomycota,Fusarium
A0A2L2T405,56646,Fungi,Ascomycota,Fusarium
A0A2L2T7X4,56646,Fungi,Ascomycota,Fusarium
A0A2L2T807,56646,Fungi,Ascomycota,Fusarium
A0A2L2TBY6,56646,Fungi,Ascomycota,Fusarium
A0A2L2TG36,56646,Fungi,Ascomycota,Fusarium
A0A2L2TGX2,56646,Fungi,Ascomycota,Fusarium
A0A2L2TIM9,56646,Fungi,Ascomycota,Fusarium
A0A2L2TND9,56646,Fungi,Ascomycota,Fusarium
A0A2L2TQ94,56646,Fungi,Ascomycota,Fusarium
A0A2L2TR84,56646,Fungi,Ascomycota,Fusarium
A0A2L2TT53,56646,Fungi,Ascomycota,Fusarium
A0A2L2TWN6,56646,Fungi,Ascomycota,Fusarium
A0A2L2TZT7,56646,Fungi,Ascomycota,Fusarium
A0A2L2XEG7,1898651,Bacteria,Bacillota,Desulfocucumis
A0A2M9B5K9,1121954,Bacteria,Bacteroidota,Hymenobacter
A0A2N1MNU7,588596,Fungi,Mucoromycota,Rhizophagus
A0A2N3KJ84,2048283,Bacteria,Pseudomonadota,Thalassospira
A0A2N3MXT4,41688,Fungi,Ascomycota,Lomentospora
A0A2N3MXV9,41688,Fungi,Ascomycota,Lomentospora
A0A2N3N0U6,41688,Fungi,Ascomycota,Lomentospora
A0A2N3N1M7,41688,Fungi,Ascomycota,Lomentospora
A0A2N3NCV3,41688,Fungi,Ascomycota,Lomentospora
A0A2N3NGK1,41688,Fungi,Ascomycota,Lomentospora
A0A2N3NIU0,41688,Fungi,Ascomycota,Lomentospora
A0A2N3NJJ7,41688,Fungi,Ascomycota,Lomentospora
A0A2N3NKM8,41688,Fungi,Ascomycota,Lomentospora
A0A2N3NLQ7,41688,Fungi,Ascomycota,Lomentospora
A0A2N5CV28,1679497,Bacteria,Pseudomonadota,Caulobacter
A0A2N5CVU4,1679497,Bacteria,Pseudomonadota,Caulobacter
A0A2N5D510,1679497,Bacteria,Pseudomonadota,Caulobacter
A0A2N5DB92,2055137,Bacteria,Pseudomonadota,Caulobacter
A0A2N5DP59,2055137,Bacteria,Pseudomonadota,Caulobacter
A0A2N5S5U9,200324,Fungi,Basidiomycota,Puccinia
A0A2N5SR99,200324,Fungi,Basidiomycota,Puccinia
A0A2N5TTG8,200324,Fungi,Basidiomycota,Puccinia
A0A2N5UIA0,200324,Fungi,Basidiomycota,Puccinia
A0A2N5UQZ3,200324,Fungi,Basidiomycota,Puccinia
A0A2N5VYB5,200324,Fungi,Basidiomycota,Puccinia
A0A2N5VYD7,200324,Fungi,Basidiomycota,Puccinia
A0A2N6NB01,176275,Fungi,Ascomycota,Beauveria
A0A2N6P261,176275,Fungi,Ascomycota,Beauveria
A0A2N6P2C7,176275,Fungi,Ascomycota,Beauveria
A0A2N8NQV5,66423,Bacteria,Actinomycetota,Streptomyces
A0A2N8P306,66423,Bacteria,Actinomycetota,Streptomyces
A0A2N8TD21,2070367,Bacteria,Actinomycetota,Streptomyces
A0A2N8TJM9,2070367,Bacteria,Actinomycetota,Streptomyces
A0A2N8U910,72559,Fungi,Basidiomycota,Sporisorium
A0A2N8UKW6,72559,Fungi,Basidiomycota,Sporisorium
A0A2N9BEH4,1079985,Bacteria,Actinomycetota,Streptomyces
A0A2N9GS78,28930,Plants,Streptophyta,Fagus
A0A2N9HV20,28930,Plants,Streptophyta,Fagus
A0A2N9HWV5,28930,Plants,Streptophyta,Fagus
A0A2N9JBZ6,75385,Bacteria,Actinomycetota,Micropruina
A0A2P1AAW5,1535768,Bacteria,Actinomycetota,Streptomyces
A0A2P1AF39,113549,Animals,Mollusca,Pteria
A0A2P1JJ69,295381,Plants,Streptophyta,Hymenophyllum
A0A2P2GJB2,68268,Bacteria,Actinomycetota,Streptomyces
A0A2P2GLL6,68268,Bacteria,Actinomycetota,Streptomyces
A0A2P2INC1,61149,Plants,Streptophyta,Rhizophora
A0A2P2SVS2,342668,Fungi,Ascomycota,Pseudogymnoascus
A0A2P2SYW5,342668,Fungi,Ascomycota,Pseudogymnoascus
A0A2P4WXD3,4796,Oomycota,Oomycota,Phytophthora
A0A2P4WZ59,4796,Oomycota,Oomycota,Phytophthora
A0A2P4X136,4796,Oomycota,Oomycota,Phytophthora
A0A2P4XDL9,4796,Oomycota,Oomycota,Phytophthora
A0A2P4XQG5,4796,Oomycota,Oomycota,Phytophthora
A0A2P4YG47,4796,Oomycota,Oomycota,Phytophthora
A0A2P4YVC3,4796,Oomycota,Oomycota,Phytophthora
A0A2P4Z8I3,398673,Fungi,Ascomycota,Trichoderma
A0A2P4ZJ43,398673,Fungi,Ascomycota,Trichoderma
A0A2P5A5C5,3476,Plants,Streptophyta,Parasponia
A0A2P5AGU1,3476,Plants,Streptophyta,Parasponia
A0A2P5BPK0,3476,Plants,Streptophyta,Parasponia
A0A2P5BPR9,3476,Plants,Streptophyta,Parasponia
A0A2P5CT40,63057,Plants,Streptophyta,Trema
A0A2P5CT50,63057,Plants,Streptophyta,Trema
A0A2P5E1P9,3476,Plants,Streptophyta,Parasponia
