accession,afdb_available,afdb_his_missing,af3_cu_cu,af3_centroid,afdb_centroid,delta_centroid,n_cuA_his,n_cuB_his,afdb_cuA_found,afdb_cuB_found,afdb_cuA_plddt,afdb_cuB_plddt
A0A6A5TM62,True,False,3.91,5.05,4.54,-0.5,3,3,3,3,94.6,95.4
A0A6A6R1S1,True,False,4.26,4.91,4.42,-0.5,3,3,3,3,97.2,95.6
A0A6A6XS33,True,False,4.53,5.14,4.64,-0.5,3,3,3,3,98.4,96.4
A0A6A7AQI4,True,False,4.46,4.98,4.47,-0.5,3,3,3,3,94.7,88.8
A0A6A7BAZ2,True,False,4.26,5.26,4.76,-0.5,3,3,3,3,98.7,98.7
A0A6G1L2W6,True,False,4.13,5.24,4.74,-0.5,3,3,3,3,98.6,98.6
A0A6J4TRP8,True,False,4.08,4.86,4.37,-0.5,3,3,3,3,98.5,97.1
A0A6J8CMR4,True,False,4.4,5.42,4.92,-0.5,3,3,3,3,97.6,93.5
A0A7C8K8Z5,True,False,4.38,5.15,4.65,-0.5,3,3,3,3,98.4,95.8
A0A7C8Q019,True,False,4.24,4.85,4.35,-0.5,3,3,3,3,97.8,93.7
A0A7K3RYY9,True,False,4.11,5.28,4.78,-0.5,3,3,3,3,98.5,98.0
A0A7R7W9K7,True,False,4.11,5.14,4.64,-0.5,3,3,3,3,98.8,98.7
A0A7T0MI32,True,False,4.1,5.13,4.63,-0.5,3,3,3,3,98.9,98.5
A0A7W2DTS7,True,False,4.09,5.35,4.85,-0.5,3,3,3,3,98.6,98.5
A0A8H3AYG3,True,False,4.68,5.55,5.04,-0.5,3,3,3,3,97.2,97.2
A0A8H3C0L6,True,False,3.92,5.09,4.6,-0.5,3,3,3,3,98.6,98.4
A0A8H3AAQ4,True,False,4.41,5.45,4.95,-0.5,3,3,3,3,96.9,93.1
A0A8H3DTU2,True,False,4.37,5.36,4.86,-0.5,3,3,3,3,97.5,97.0
A0A8H6KBA5,True,False,4.47,5.44,4.94,-0.5,3,3,3,3,98.3,98.5
A0A8H7HXA0,True,False,4.39,5.14,4.64,-0.5,3,3,3,3,96.3,95.4
A0A8K0SZ49,True,False,4.35,5.04,4.54,-0.5,3,3,3,3,95.5,89.9
A0A8T8WN19,True,False,4.15,5.38,4.88,-0.5,3,3,3,3,98.3,97.9
A0A915DFA9,True,False,3.95,5.2,4.7,-0.5,3,3,3,3,98.5,91.9
A0A9P5C3W0,True,False,4.08,5.24,4.74,-0.5,3,3,3,3,98.7,98.3
A0A9P6KM80,True,False,4.33,5.02,4.52,-0.5,3,3,3,3,98.6,96.0
A0A9P6NQ06,True,False,4.11,5.21,4.71,-0.5,3,3,3,3,97.4,96.2
A0A9P8URL5,True,False,4.16,5.35,4.86,-0.5,3,3,3,3,98.8,98.7
A0A9P9E827,True,False,4.08,5.3,4.8,-0.5,3,3,3,3,97.6,95.3
A0A9W8B7S7,True,False,4.23,5.31,4.81,-0.5,3,3,3,3,98.7,97.8
A0A9W8DNF5,True,False,4.3,5.34,4.84,-0.5,3,3,3,3,90.6,92.6
A0A9W8HE08,True,False,4.43,5.36,4.87,-0.5,3,3,3,3,96.6,98.5
A0A9W8I809,True,False,4.4,5.37,4.87,-0.5,3,3,3,3,98.3,98.6
A0A9W8X6H4,True,False,4.4,4.96,4.46,-0.5,3,3,3,3,98.7,96.9
A0AA40C0K7,True,False,4.02,5.21,4.71,-0.5,3,3,3,3,97.3,97.9
A0AA40KAC6,True,False,4.34,5.27,4.77,-0.5,3,3,3,3,98.6,98.5
A0AA88XIM2,True,False,4.4,5.4,4.9,-0.5,3,3,3,3,97.4,94.2
A0AAD1YTC7,True,False,3.91,5.03,4.53,-0.5,3,3,3,3,98.8,97.7
A0AAD7BLR3,True,False,4.23,5.27,4.77,-0.5,3,3,3,3,98.1,98.1
A0AAD9S146,True,False,4.2,5.45,4.94,-0.5,3,3,3,3,98.6,95.7
A0AAE0NGS0,True,False,4.37,5.3,4.8,-0.5,3,3,3,3,98.9,98.9
A0AAJ0EYG8,True,False,4.12,5.3,4.8,-0.5,3,3,3,3,98.2,98.5
A0AAN6G4Z1,True,False,3.91,5.0,4.5,-0.5,3,3,3,3,97.1,97.0
A0AAU3H4A4,True,False,4.24,5.39,4.89,-0.5,3,3,3,3,98.5,98.1
A0AAV5VKK5,True,False,4.36,5.53,5.04,-0.5,3,3,3,3,96.7,94.6
A0AAV9GWZ3,True,False,4.0,5.03,4.53,-0.5,3,3,3,3,98.7,98.2
A0AAV9H0Z4,True,False,4.16,5.15,4.64,-0.5,3,3,3,3,98.2,98.4
A0AAV9Q2N9,True,False,4.58,5.57,5.07,-0.5,3,3,3,3,98.7,98.5
A0AAW0DRS1,True,False,4.02,5.22,4.72,-0.5,3,3,3,3,97.9,95.5
A0ABD1H915,True,False,4.15,5.11,4.62,-0.5,3,3,3,3,97.4,97.5
A0ABD2IFA8,True,False,4.1,5.11,5.62,0.5,3,3,3,3,93.8,89.9
A0ABD6EFA7,True,False,4.31,5.39,4.89,-0.5,3,3,3,3,98.4,91.2
A1EHK7,True,False,4.63,5.07,4.57,-0.5,3,3,3,3,98.8,97.7
B2ATH2,True,False,3.99,5.0,4.5,-0.5,3,3,3,3,95.2,97.1
D8LM86,True,False,4.58,5.17,4.67,-0.5,3,3,3,3,96.2,96.0
E3NI37,True,False,4.32,5.34,4.84,-0.5,3,3,3,3,97.6,95.0
F9XDF3,True,False,4.35,5.09,4.6,-0.5,3,3,3,3,98.4,96.7
F9XKI3,True,False,4.21,5.47,4.97,-0.5,3,3,3,3,97.8,96.3
I4YCE2,True,False,4.04,5.21,4.71,-0.5,3,3,3,3,95.7,93.9
K1WLZ8,True,False,4.82,5.85,5.35,-0.5,3,3,3,3,97.8,98.7
M2TK72,True,False,4.39,5.27,4.77,-0.5,3,3,3,3,97.5,97.8
N4X2N2,True,False,4.39,5.27,4.76,-0.5,3,3,3,3,97.0,97.5
R1FZK3,True,False,4.1,5.3,4.81,-0.5,3,3,3,3,98.8,98.5
W2JQX0,True,False,4.38,5.31,4.81,-0.5,3,3,3,3,98.6,96.1
W4JV62,True,False,4.17,5.31,4.82,-0.5,3,3,3,3,98.6,98.3
W9HWL9,True,False,4.15,5.27,4.77,-0.5,3,3,3,3,98.6,96.5
A0A0C5G0L4,True,False,4.11,5.33,4.84,-0.49,3,3,3,3,98.6,98.4
A0A0D2Y718,True,False,4.34,5.06,4.57,-0.49,3,3,3,3,94.0,87.4
A0A0K6GCX1,True,False,4.41,5.14,4.65,-0.49,3,3,3,3,98.3,91.4
A0A0K6GEK7,True,False,3.95,5.14,4.65,-0.49,3,3,3,3,98.7,98.3
A0A100IQL8,True,False,4.15,5.26,4.77,-0.49,3,3,3,3,98.0,97.4
A0A0N4W3N3,True,False,3.94,5.47,4.98,-0.49,3,3,3,3,98.7,96.8
A0A0N5BTH1,True,False,4.39,5.72,5.24,-0.49,3,3,3,3,97.7,96.1
A0A0N5CNE5,True,False,4.93,5.55,5.06,-0.49,3,3,3,3,98.0,95.1
A0A0U3KNS5,True,False,4.11,5.28,4.79,-0.49,3,3,3,3,98.7,98.2
A0A135SBU0,True,False,4.08,5.14,4.65,-0.49,3,3,3,3,98.3,97.9
A0A137PJ55,True,False,4.36,5.52,5.03,-0.49,3,3,3,3,96.9,97.0
A0A177CNN5,True,False,4.33,5.31,4.81,-0.49,3,3,3,3,98.6,98.2
A0A177WID7,True,False,4.24,5.36,4.88,-0.49,3,3,3,3,97.7,92.5
A0A177WM68,True,False,4.09,5.11,4.63,-0.49,3,3,3,3,97.6,96.8
A0A177WTK4,True,False,4.58,5.39,4.9,-0.49,3,3,3,3,93.3,97.5
A0A1I1ZK43,True,False,4.1,5.26,4.76,-0.49,3,3,3,3,97.7,96.4
A0A1L7W6N9,True,False,4.18,5.32,4.84,-0.49,3,3,3,3,97.2,98.6
A0A1Q8RB81,True,False,4.29,5.31,4.82,-0.49,3,3,3,3,98.4,98.4
A0A1S1J5M9,True,False,4.18,4.92,4.43,-0.49,3,3,3,3,98.5,93.2
A0A1S4D1N7,True,False,3.89,5.13,4.65,-0.49,3,3,3,3,98.8,97.1
A0A1Y1IJ30,True,False,3.96,5.0,4.51,-0.49,3,3,3,3,98.3,95.3
A0A1W6WXH6,True,False,3.89,5.11,4.62,-0.49,3,3,3,3,98.3,96.9
A0A1Y2C902,True,False,3.82,4.89,4.39,-0.49,3,3,3,3,89.1,84.9
A0A270R4U3,True,False,4.01,4.99,4.5,-0.49,3,3,3,3,98.1,93.3
A0A2A2L7X7,True,False,4.39,5.46,4.96,-0.49,3,3,3,3,98.2,95.3
A0A2B7WHR8,True,False,4.27,5.38,4.89,-0.49,3,3,3,3,97.9,98.8
A0A2H1H7W6,True,False,4.05,5.07,4.58,-0.49,3,3,3,3,98.1,98.6
A0A2H3DK47,True,False,4.22,5.39,4.89,-0.49,3,3,3,3,94.8,96.4
A0A2I2G6K0,True,False,4.12,5.2,4.71,-0.49,3,3,3,3,98.5,98.6
A0A2N5CV28,True,False,4.17,4.85,4.36,-0.49,3,3,3,3,97.8,94.4
A0A2N5DB92,True,False,3.98,4.72,4.23,-0.49,3,3,3,3,96.8,94.2
A0A2R6W5B2,True,False,4.63,5.58,5.09,-0.49,3,3,3,3,97.3,97.1
A0A2S6C060,True,False,4.14,5.32,4.83,-0.49,3,3,3,3,97.8,98.8
A0A2T0MJ40,True,False,4.57,5.03,4.54,-0.49,3,3,3,3,97.3,94.0
A0A327KD58,True,False,4.09,4.64,5.14,0.49,3,3,3,3,98.1,96.7
A0A367L6Y1,True,False,4.55,4.81,5.3,0.49,3,3,3,3,97.1,95.4
A0A3D8S0H6,True,False,4.13,5.05,4.56,-0.49,3,3,3,3,96.6,97.9
A0A3N4IE98,True,False,4.2,5.14,4.65,-0.49,3,3,3,3,96.7,94.8
A0A3N4L8G1,True,False,4.37,5.43,4.93,-0.49,3,3,3,3,97.9,98.5
A0A420NVL3,True,False,4.37,5.08,4.59,-0.49,3,3,3,3,94.5,86.5
A0A428Q2T9,True,False,4.59,5.59,5.1,-0.49,3,3,3,3,97.3,96.4
A0A4Q4MAA6,True,False,4.14,4.72,4.22,-0.49,3,3,3,3,98.3,94.8
A0A4R3I324,True,False,4.06,4.82,4.33,-0.49,3,3,3,3,98.7,95.2
A0A4V1X7W4,True,False,4.26,5.33,4.84,-0.49,3,3,3,3,98.3,97.6
A0A4V3HSA5,True,False,4.38,5.36,4.88,-0.49,3,3,3,3,98.2,98.4
A0A4U5MY48,True,False,3.85,4.63,4.14,-0.49,3,3,3,3,98.7,98.0
A0A4U7KLN1,True,False,4.02,5.2,4.71,-0.49,3,3,3,3,98.7,97.2
A0A4W3I8Z7,True,False,3.72,4.74,5.23,0.49,3,3,3,3,94.9,97.1
A0A4Y7IJU3,True,False,4.45,5.18,4.69,-0.49,3,3,3,3,98.7,96.6
A0A517N5I0,True,False,4.11,4.71,4.22,-0.49,3,3,3,3,98.3,93.6
A0A6A3H6F4,True,False,4.06,5.24,4.75,-0.49,3,3,3,3,98.3,96.3
A0A6A6JZL4,True,False,4.35,5.31,4.82,-0.49,3,3,3,3,98.7,98.4
A0A6A7AZY7,True,False,4.13,5.17,4.68,-0.49,3,3,3,3,98.6,98.8
A0A6H0XNI2,True,False,4.29,4.98,4.49,-0.49,3,3,3,3,98.6,96.1
A0A6G1GRW5,True,False,4.29,4.92,4.43,-0.49,3,3,3,3,98.5,96.2
A0A6J4N0K6,True,False,4.51,5.09,4.61,-0.49,3,3,3,3,95.6,91.1
A0A6J8BQ47,True,False,4.13,5.36,5.85,0.49,3,3,3,3,98.3,92.6
A0A7I4YIC8,True,False,4.17,5.18,5.67,0.49,3,3,3,3,94.7,86.3
A0A7R9V365,True,False,4.55,5.46,4.97,-0.49,3,3,3,3,94.5,86.5
A0A7S2SIM0,True,False,4.4,5.21,4.72,-0.49,3,3,3,3,94.8,94.1
A0A7S4AB65,True,False,4.14,5.3,4.8,-0.49,3,3,3,3,88.8,84.7
A0A7U2FA84,True,False,4.17,4.94,4.46,-0.49,3,3,3,3,98.7,96.7
A0A8B8EX01,True,False,4.43,5.62,5.13,-0.49,3,3,3,3,94.8,92.4
A0A8E2F331,True,False,3.93,5.02,4.54,-0.49,3,3,3,3,98.6,93.5
A0A8H2W9D2,True,False,4.54,5.46,4.97,-0.49,3,3,3,3,98.1,98.3
A0A8H3E3S0,True,False,3.83,5.01,4.52,-0.49,3,3,3,3,98.4,98.5
A0A8H3H4I9,True,False,3.97,5.18,4.68,-0.49,3,3,3,3,98.6,98.5
A0A8H7H787,True,False,3.97,5.3,4.81,-0.49,3,3,3,3,98.1,96.7
A0A8H7LHE7,True,False,4.11,5.25,4.77,-0.49,3,3,3,3,98.6,98.2
A0A8H7LHS8,True,False,4.12,5.29,4.79,-0.49,3,3,3,3,98.5,98.5
A0A8H8PBL8,True,False,4.44,5.41,4.92,-0.49,3,3,3,3,98.2,98.0
A0A8K0VYL3,True,False,4.29,5.22,4.72,-0.49,3,3,3,3,98.5,98.1
A0A8T2QG03,True,False,4.37,5.08,4.59,-0.49,3,3,3,3,97.6,95.4
A0A8T8SBY8,True,False,4.21,5.22,4.73,-0.49,3,3,3,3,95.6,97.7
A0A8T9BPD3,True,False,4.12,5.21,4.72,-0.49,3,3,3,3,98.3,97.7
A0A915MDP6,True,False,4.38,5.31,4.82,-0.49,3,3,3,3,92.5,90.4
A0A940XHH8,True,False,3.91,4.71,4.23,-0.49,3,3,3,3,97.4,94.4
A0A9D4ICM2,True,False,3.87,4.94,5.43,0.49,3,3,3,3,97.1,93.8
A0A9D4UPM2,True,False,4.19,5.03,4.54,-0.49,3,3,3,3,98.9,98.0
A0A9P4H4R0,True,False,4.3,5.33,4.84,-0.49,3,3,3,3,97.9,98.7
A0A9P4PJF6,True,False,4.36,5.11,4.61,-0.49,3,3,3,3,98.6,95.3
A0A9P6LF57,True,False,4.37,5.29,4.8,-0.49,3,3,3,3,96.0,97.6
A0A9P7FBZ7,True,False,3.78,4.86,4.37,-0.49,3,3,3,3,91.5,86.6
A0A9P7S7P4,True,False,4.02,5.14,4.65,-0.49,3,3,3,3,97.9,98.4
A0A9P9J2H8,True,False,4.48,5.11,4.62,-0.49,3,3,3,3,97.5,95.5
A0A9Q8SNA5,True,False,4.28,5.26,4.78,-0.49,3,3,3,3,98.3,98.6
A0A9Q8SQB6,True,False,4.23,5.12,4.64,-0.49,3,3,3,3,96.8,95.8
A0A9W7ZKP7,True,False,4.15,5.17,4.68,-0.49,3,3,3,3,97.6,95.2
A0A9W9CJW6,True,False,4.45,5.4,4.91,-0.49,3,3,3,3,98.2,98.4
A0A9W9FYQ5,True,False,4.03,5.06,4.58,-0.49,3,3,3,3,97.8,98.3
A0A9W9YWR8,True,False,4.08,5.08,4.59,-0.49,3,3,3,3,93.1,85.1
A0A9X8E5P1,True,False,4.77,5.63,5.15,-0.49,3,3,3,3,96.6,97.5
A0AA37GCS8,True,False,4.3,5.34,4.85,-0.49,3,3,3,3,98.6,98.5
A0AA39PK06,True,False,4.09,5.28,4.79,-0.49,3,3,3,3,96.5,93.1
A0AA40ESG9,True,False,3.98,5.14,4.65,-0.49,3,3,3,3,97.2,97.0
A0AA40K4G3,True,False,4.14,5.12,4.63,-0.49,3,3,3,3,98.6,98.3
A0AA92K3X5,True,False,4.25,4.97,4.48,-0.49,3,3,3,3,97.1,94.8
A0AAD5X3H5,True,False,4.37,5.61,5.11,-0.49,3,3,3,3,94.1,93.8
A0AAD6DRZ4,True,False,4.36,5.36,4.87,-0.49,3,3,3,3,98.4,98.4
A0AAE0KHK4,True,False,4.22,5.29,4.8,-0.49,3,3,3,3,98.7,98.4
A0AAE0UB15,True,False,4.27,5.37,4.87,-0.49,3,3,3,3,97.8,98.5
A0AAJ0FB81,True,False,4.28,5.3,4.8,-0.49,3,3,3,3,98.5,98.6
A0AAJ0M1L7,True,False,4.19,5.25,4.76,-0.49,3,3,3,3,98.5,98.5
A0AAJ0DN86,True,False,4.3,5.21,4.72,-0.49,3,3,3,3,98.9,98.9
A0AAN6U4I2,True,False,4.11,5.12,4.63,-0.49,3,3,3,3,98.5,98.3
A0AAN6UNL4,True,False,4.02,5.01,4.52,-0.49,3,3,3,3,98.6,97.5
A0AAN7AR50,True,False,4.53,5.21,4.72,-0.49,3,3,3,3,97.5,97.1
A0AAV0TQH7,True,False,4.08,5.24,4.75,-0.49,3,3,3,3,98.7,97.1
A0AAV1WK00,True,False,3.97,5.02,4.54,-0.49,3,3,3,3,98.5,97.9
A0AAV3PS78,True,False,4.47,5.25,4.76,-0.49,3,3,3,3,98.3,97.0
A0AAV5D8P6,True,False,4.1,4.91,4.43,-0.49,3,3,3,3,98.3,96.6
A0AAV9PYQ5,True,False,4.81,5.6,5.11,-0.49,3,3,3,3,98.4,98.1
A0AB37WR93,True,False,4.2,4.8,4.3,-0.49,3,3,3,3,98.5,95.1
A0ABD5E1P1,True,False,4.16,5.34,4.85,-0.49,3,3,3,3,98.8,98.7
A0ABD5EQD1,True,False,4.12,5.27,4.79,-0.49,3,3,3,3,98.7,98.4
A0ABD6QLP3,True,False,4.12,4.85,4.36,-0.49,3,3,3,3,97.7,95.9
D7F7Q0,True,False,4.52,5.25,4.76,-0.49,3,3,3,3,98.1,96.8
D8REH0,True,False,3.99,4.78,4.28,-0.49,3,3,3,3,98.0,94.9
F4P663,True,False,4.09,5.19,4.7,-0.49,3,3,3,3,96.2,93.6
G2R0R5,True,False,4.28,5.05,4.56,-0.49,3,3,3,3,96.5,95.9
H6BWF1,True,False,4.72,5.44,4.96,-0.49,3,3,3,3,98.8,98.2
M2UBM4,True,False,4.23,5.33,4.84,-0.49,3,3,3,3,98.7,97.7
M5C3Z3,True,False,3.98,5.2,4.71,-0.49,3,3,3,3,98.5,98.1
P34269,True,False,4.27,5.4,4.91,-0.49,3,3,3,3,97.6,96.0
T0KRD6,True,False,4.15,5.32,4.83,-0.49,3,3,3,3,98.5,95.5
A0A084G098,True,False,3.91,5.24,4.76,-0.48,3,3,3,3,88.8,96.3
A0A068VNV4,True,False,4.14,5.13,4.65,-0.48,3,3,3,3,98.8,97.7
A0A074RCL1,True,False,4.05,5.15,4.67,-0.48,3,3,3,3,98.5,98.6
A0A074S7C5,True,False,4.35,5.39,4.91,-0.48,3,3,3,3,98.3,93.8
A0A0D1YXH7,True,False,4.28,5.18,4.7,-0.48,3,3,3,3,98.3,93.3
A0A0D1E6L1,True,False,4.03,5.13,4.66,-0.48,3,3,3,3,97.9,97.1
A0A0D8BE38,True,False,4.07,5.09,4.61,-0.48,3,3,3,3,98.7,98.6
A0A0H1B458,True,False,4.3,5.11,4.63,-0.48,3,3,3,3,98.6,96.6
A0A0K6GIP8,True,False,3.82,5.02,4.54,-0.48,3,3,3,3,98.7,97.7
A0A0M3J581,True,False,4.06,5.1,4.62,-0.48,3,3,3,3,98.6,96.8
A0A135TTE1,True,False,4.27,5.39,4.92,-0.48,3,3,3,3,92.1,98.2
A0A137PC76,True,False,4.04,5.23,4.75,-0.48,3,3,3,3,96.6,98.6
A0A139H2H4,True,False,4.16,4.27,3.79,-0.48,3,3,3,3,98.8,97.4
A0A161VWW8,True,False,4.11,4.82,4.33,-0.48,3,3,3,3,95.6,87.4
A0A1D6JCC2,True,False,4.01,4.91,4.43,-0.48,3,3,3,3,98.9,97.2
A0A1G6US90,True,False,4.2,4.91,4.43,-0.48,3,3,3,3,96.7,94.0
A0A1Q8S0I1,True,False,4.15,5.4,4.92,-0.48,3,3,3,3,98.7,98.2
A0A1V6YCZ7,True,False,4.38,5.34,4.86,-0.48,3,3,3,3,97.9,97.9
A0A1W0CC29,True,False,4.13,4.91,4.43,-0.48,3,3,3,3,97.9,96.8
A0A227NIZ8,True,False,4.13,4.89,4.41,-0.48,3,3,3,3,98.4,91.6
A0A260ZHJ1,True,False,4.24,5.35,4.87,-0.48,3,3,3,3,97.6,95.2
A0A2A2KT86,True,False,4.37,5.44,4.96,-0.48,3,3,3,3,98.2,94.3
A0A2J5HDB0,True,False,4.32,5.25,4.77,-0.48,3,3,3,3,98.8,98.9
A0A2J7ZPY5,True,False,4.33,5.18,4.7,-0.48,3,3,3,3,90.2,96.0
A0A2N6P2C7,True,False,4.01,5.03,4.55,-0.48,3,3,3,3,96.4,97.8
A0A2T2NN63,True,False,4.42,5.44,4.96,-0.48,3,3,3,3,98.2,97.5
A0A2T7PF41,True,False,4.24,5.13,4.65,-0.48,3,3,3,3,96.7,98.0
A0A2V1EA28,True,False,4.35,4.9,4.41,-0.48,3,3,3,3,98.6,96.0
A0A365NGP6,True,False,4.29,5.35,4.87,-0.48,3,3,3,3,96.4,98.5
A0A368FQN0,True,False,4.46,5.45,4.97,-0.48,3,3,3,3,98.8,96.8
A0A395M6W2,True,False,4.17,5.15,4.67,-0.48,3,3,3,3,98.7,98.8
A0A397EM03,True,False,4.14,5.21,4.73,-0.48,3,3,3,3,98.1,96.1
A0A3M7M028,True,False,4.22,5.24,4.76,-0.48,3,3,3,3,98.4,98.6
A0A3P6S036,True,False,4.15,5.37,4.9,-0.48,3,3,3,3,98.2,96.0
A0A418QUM1,True,False,3.96,4.76,4.29,-0.48,3,3,3,3,97.0,93.5
A0A4P9YS76,True,False,4.15,5.24,4.76,-0.48,3,3,3,3,94.8,96.7
A0A4P9Z5J7,True,False,4.02,5.18,4.69,-0.48,3,3,3,3,98.4,98.7
A0A4Q4N1Y8,True,False,4.34,5.33,4.85,-0.48,3,3,3,3,97.4,97.9
A0A4Q4SFS0,True,False,4.35,5.3,4.82,-0.48,3,3,3,3,97.4,98.7
A0A4S2N177,True,False,4.22,5.27,4.79,-0.48,3,3,3,3,97.3,97.4
A0A4S9XKY4,True,False,4.48,5.24,4.76,-0.48,3,3,3,3,98.8,98.6
A0A4Z1E519,True,False,4.59,5.58,5.11,-0.48,3,3,3,3,98.7,97.5
A0A5J5KV17,True,False,4.0,4.69,4.2,-0.48,3,3,3,3,98.6,96.3
A0A6A5UAI5,True,False,4.32,5.29,4.81,-0.48,3,3,3,3,98.5,98.4
A0A6A6RLB0,True,False,4.14,5.1,4.62,-0.48,3,3,3,3,97.1,96.9
A0A6A7BNR0,True,False,4.22,5.23,4.75,-0.48,3,3,3,3,98.4,98.2
A0A6G1LGU8,True,False,3.95,5.11,4.63,-0.48,3,3,3,3,98.7,98.8
A0A6G3SR61,True,False,4.2,5.32,4.84,-0.48,3,3,3,3,98.4,97.9
A0A6M8NXE9,True,False,4.25,5.29,4.81,-0.48,3,3,3,3,96.4,93.2
A0A6J8E904,True,False,4.55,5.75,5.27,-0.48,3,3,3,3,95.6,93.8
A0A6S7IGK9,True,False,4.25,5.37,4.89,-0.48,3,3,3,3,98.5,96.6
A0A7W7ZXN0,True,False,4.16,5.27,4.79,-0.48,3,3,3,3,98.2,93.4
A0A813K9V7,True,False,4.22,5.14,4.66,-0.48,3,3,3,3,59.4,86.1
A0A8H3AUD8,True,False,4.15,5.28,4.8,-0.48,3,3,3,3,97.8,98.4
A0A8H3BDA9,True,False,4.01,5.03,4.56,-0.48,3,3,3,3,98.8,98.4
A0A8H3ZY08,True,False,4.33,5.27,4.79,-0.48,3,3,3,3,98.8,98.9
A0A8H4JTZ8,True,False,4.11,5.28,4.8,-0.48,3,3,3,3,98.5,96.0
A0A8H5CT78,True,False,4.45,5.4,4.92,-0.48,3,3,3,3,95.6,97.2
A0A8H7H1Q4,True,False,4.11,5.29,4.81,-0.48,3,3,3,3,96.8,97.5
A0A8H6PKJ6,True,False,4.32,5.32,4.84,-0.48,3,3,3,3,98.5,97.8
A0A8H8QL19,True,False,3.98,5.12,4.64,-0.48,3,3,3,3,98.4,96.6
A0A8J2J3A4,True,False,4.13,5.27,4.79,-0.48,3,3,3,3,97.4,98.7
A0A8T0DMP4,True,False,4.03,5.29,4.81,-0.48,3,3,3,3,98.3,97.3
A0A8T2V3L4,True,False,4.39,5.07,4.58,-0.48,3,3,3,3,97.7,96.4
A0A8T8X548,True,False,4.13,5.15,4.66,-0.48,3,3,3,3,98.3,97.1
A0A918SUY3,True,False,4.09,5.34,4.86,-0.48,3,3,3,3,98.2,98.8
A0A940XXK0,True,False,4.17,5.37,4.89,-0.48,3,3,3,3,98.8,98.4
A0A9D4ZI76,True,False,4.38,5.12,4.64,-0.48,3,3,3,3,95.7,95.4
A0A9P4WFY5,True,False,3.98,5.16,4.68,-0.48,3,3,3,3,98.8,98.8
A0A9P6ES30,True,False,3.86,5.1,4.62,-0.48,3,3,3,3,95.3,93.8
A0A9P7VFF7,True,False,4.14,5.24,4.76,-0.48,3,3,3,3,98.7,97.0
A0A9P8AZ72,True,False,4.06,5.19,4.7,-0.48,3,3,3,3,98.7,98.5
A0A9P9KEG5,True,False,4.1,5.25,4.77,-0.48,3,3,3,3,96.5,98.6
A0A9Q0VRW4,True,False,4.13,5.06,4.58,-0.48,3,3,3,3,98.9,98.5
A0A9W4ITN2,True,False,4.4,5.56,5.07,-0.48,3,3,3,3,98.5,97.5
A0A9W7W6F9,True,False,4.41,5.36,4.88,-0.48,3,3,3,3,97.9,97.6
A0A9W9D4J4,True,False,4.34,5.31,4.82,-0.48,3,3,3,3,98.8,98.6
A0A9X8DRP4,True,False,4.23,5.27,4.79,-0.48,3,3,3,3,98.8,98.2
A0AA38YDK5,True,False,4.56,5.51,5.03,-0.48,3,3,3,3,98.2,97.9
A0AA39WNX7,True,False,4.03,5.06,4.58,-0.48,3,3,3,3,98.8,98.4
A0AA40A7B9,True,False,4.18,5.06,4.58,-0.48,3,3,3,3,98.3,98.4
A0AA40DZW7,True,False,4.49,5.42,4.94,-0.48,3,3,3,3,97.8,97.1
A0AAE8M9V5,True,False,4.07,5.25,4.77,-0.48,3,3,3,3,97.3,98.7
A0AAN6RRF1,True,False,4.04,5.04,4.55,-0.48,3,3,3,3,98.9,98.7
A0AAN6TTY7,True,False,4.25,5.1,4.63,-0.48,3,3,3,3,98.5,97.7
A0AAN6VNM8,True,False,4.24,5.27,4.79,-0.48,3,3,3,3,97.9,98.0
A0AAV9W0J7,True,False,4.61,5.32,4.84,-0.48,3,3,3,3,94.1,88.6
A0AAV9ZV20,True,False,3.77,4.92,4.43,-0.48,3,3,3,3,98.2,95.5
A0AAX4I189,True,False,4.13,5.2,4.71,-0.48,3,3,3,3,97.9,98.1
A0ABD1WHI7,True,False,4.31,5.18,4.69,-0.48,3,3,3,3,97.6,95.5
A8NBL1,True,False,4.1,5.17,4.7,-0.48,3,3,3,3,96.2,95.9
A8XF52,True,False,4.34,5.36,4.88,-0.48,3,3,3,3,97.7,95.3
F0YI20,True,False,4.74,5.72,5.24,-0.48,3,3,3,3,88.4,89.3
G1P2D6,True,False,4.08,5.22,5.71,0.48,3,3,3,3,83.9,94.6
K1QHI1,True,False,3.57,4.65,5.13,0.48,3,3,3,3,96.9,91.1
L2FGF0,True,False,4.2,5.38,4.9,-0.48,3,3,3,3,98.5,95.7
L7ISR8,True,False,4.13,5.18,4.7,-0.48,3,3,3,3,98.8,98.4
M2TEH8,True,False,4.26,5.26,4.78,-0.48,3,3,3,3,98.7,98.5
R9AFG7,True,False,3.95,5.19,4.71,-0.48,3,3,3,3,93.9,93.1
W4H0X6,True,False,4.15,5.15,4.67,-0.48,3,3,3,3,98.4,96.9
W7EGG8,True,False,4.31,5.21,4.73,-0.48,3,3,3,3,97.9,97.8
W9WRS1,True,False,4.35,5.37,4.89,-0.48,3,3,3,3,98.0,98.2
W9ZTK4,True,False,4.13,5.28,4.8,-0.48,3,3,3,3,96.7,98.7
A0A022R0C6,True,False,3.93,4.96,4.49,-0.47,3,3,3,3,98.6,96.9
A0A024URD5,True,False,4.08,5.22,4.75,-0.47,3,3,3,3,98.8,97.4
