accession,nres,ndom,chopping,confidence
A0A3Q3KA35,535,2,"17-284,294-451",0.556
A0A3Q3KSK6,544,2,"28-303_448-459,304-447_460-460",0.571
A0A3Q3L0Y4,515,2,"3-56,89-443",0.870
A0A3Q3LTG6,543,2,"19-22_30-30_86-452,23-29_31-56",0.712
A0A3Q3M8U2,397,2,"1-16_315-376,23-304",0.708
A0A3Q3ME81,465,2,"19-195,206-450",0.626
A0A3Q3MIY8,513,2,"18-296_425-446,304-406",0.586
A0A3Q3NRP3,512,1,72-440,0.737
A0A3Q3Q6F1,521,2,"17-301_434-454,312-414",0.585
A0A3Q3QNB4,516,1,25-28_30-41_72-453,0.663
A0A3Q3RA35,540,1,21-455,0.684
A0A3Q3RR85,521,2,"19-96,102-455",0.734
A0A3Q3RTU2,540,1,21-318_320-455,0.671
A0A3Q3W8S8,475,2,"38-38_41-295_340-432,300-330",0.637
A0A3Q3WBI7,504,1,21-436,0.679
A0A3Q3WEW6,528,1,103-456,0.771
A0A3Q3WGT7,499,2,"16-91,92-431",0.697
A0A3Q3WHI3,524,1,69-435,0.783
A0A3Q3WZB1,492,1,21-424,0.705
A0A3Q3X6A3,480,2,"3-271_388-420,286-380",0.578
A0A3Q4BB99,437,1,131-432,0.780
A0A3Q4GXF6,548,1,22-453,0.702
A0A3Q4GXK8,536,1,22-452,0.722
A0A3Q4GY09,511,2,"22-304_429-452,319-413",0.603
A0A3Q4H1Y3,526,2,"12-86,92-444",0.766
A0A3Q4H240,547,1,27-459,0.720
A0A3Q4HL65,543,1,37-471,0.713
A0A3Q4HRA7,539,2,"22-102,103-454",0.757
A0A3Q4HRD6,540,1,23-455,0.678
A0A3Q4I364,521,2,"18-300_443-455,312-442",0.589
A0A3Q4MUN1,536,2,"17-93,99-451",0.729
A0A3Q7F625,617,2,"139-434,440-616",0.829
A0A3Q7HSQ3,589,2,"91-418,424-586",0.847
A0A3Q7ILS0,518,2,"2-19_386-517,64-382",0.835
A0A3Q7PLZ6,517,1,25-321_328-456,0.653
A0A3Q7QN99,537,1,112-465,0.773
A0A3Q7QSG7,530,2,"20-57,87-450",0.716
A0A3Q7RSQ9,554,1,26-482,0.732
A0A3Q7SFB0,432,2,"10-224_348-371,237-347",0.650
A0A3Q7SRN7,449,2,"59-129,146-383",0.789
A0A3Q7T8P3,537,1,28-464,0.694
A0A3Q7TDD6,549,1,57-488,0.736
A0A3Q7TMT7,530,1,20-41_43-449,0.693
A0A3Q9BTA8,274,1,3-271,0.756
A0A3Q9TBL6,598,2,"101-421,427-597",0.832
A0A3R6VBZ1,512,2,"27-352,353-508",0.734
A0A3R6VMN7,369,2,"30-260,267-368",0.838
A0A3R6VQU0,613,3,"30-90,149-507,513-604",0.774
A0A3R6VR99,586,3,"21-85,121-480,486-577",0.793
A0A3R6VRZ5,897,6,"36-93,107-164,177-237,259-319,326-391,441-881",0.835
A0A3R6W9U4,145,1,5-140,0.989
A0A3R6WJ77,487,2,"17-334,336-471",0.708
A0A3R6WRP8,404,2,"2-249,254-392",0.637
A0A3R6WTM7,444,2,"3-300,305-434",0.595
A0A3R6WVI8,259,3,"25-89,117-152,164-253",0.821
A0A3R6X6W7,447,2,"19-337,339-438",0.615
A0A3R6X7C8,133,1,33-100,0.780
A0A3R6XAD8,583,3,"20-84,117-477,483-574",0.752
A0A3R6XJV4,424,2,"9-272,277-414",0.590
A0A3R6XZM3,305,2,"26-90,192-299",0.893
A0A3R6YQ77,242,1,33-240,0.744
A0A3R6YR15,460,2,"5-347,356-459",0.604
A0A3R6Z2B6,908,1,440-897,0.817
A0A3R6ZA35,590,3,"26-90,120-442_445-447,443-444_448-580",0.728
A0A3R6ZB32,232,1,35-187,0.815
A0A3R6ZGI7,299,2,"3-191,197-289",0.689
A0A3R6ZIG5,266,2,"35-187,197-263",0.773
A0A3R7A7P4,828,5,"33-93,104-161,192-253,265-325,379-820",0.841
A0A3R7AHK3,217,3,"25-89,117-154,158-215",0.826
A0A3R7BWT8,442,2,"5-290,295-432",0.659
A0A3R7BYJ9,368,1,17-360,0.695
A0A3R7CD36,457,2,"2-313,318-447",0.596
A0A3R7CFL8,582,2,"126-475,481-572",0.712
A0A3R7DAX5,383,2,"84-320,324-374",0.683
A0A3R7E8Z5,607,3,"25-154,160-471,498-597",0.706
A0A3R7EE27,629,3,"27-174,178-493,503-621",0.824
A0A3R7EK41,828,5,"33-93,104-161,192-253,260-325,378-820",0.832
A0A3R7ES38,634,2,"166-524,530-622",0.760
A0A3R7FSD3,408,2,"38-186_260-407,194-249",0.642
A0A3R7FX46,448,2,"3-276,321-444",0.699
A0A3R7G723,361,1,41-198_238-357,0.634
A0A3R7GQK8,558,2,"4-391,401-488",0.711
A0A3R7GVA7,466,2,"5-301,306-452",0.608
A0A3R7JUU1,536,2,"1-250_317-371,372-472",0.687
A0A3R7MJX7,515,2,"30-369,374-461",0.733
A0A3R7WGA7,649,4,"20-90,104-167,187-542,547-639",0.761
A0A3R7WQH8,845,4,"53-178,209-270,282-342,395-837",0.809
A0A3R7WVT5,396,2,"18-334,336-373",0.641
A0A3R7X123,596,2,"128-486,492-584",0.743
A0A3R7YVR4,587,3,"20-84,121-454,480-578",0.766
A0A3R7ZIF7,602,3,"33-97,138-494,500-592",0.737
A0A3R7ZK64,421,2,"19-182,187-419",0.666
A0A3R8D824,262,2,"35-190,200-260",0.759
A0A3R8DKV5,299,1,19-289,0.704
A0A3R8QGE4,285,2,"5-122,153-275",0.745
A0A3S0HHB5,554,2,"41-388,396-549",0.734
A0A3S0IN34,454,2,"21-331,357-453",0.729
A0A3S0XRM4,533,2,"2-330,339-532",0.881
A0A3S0ZXU8,657,3,"16-316,346-477,519-597",0.852
A0A3S1HLG0,652,4,"1-191_357-422,486-547,571-606,618-651",0.769
A0A3S2M115,510,2,"24-301_382-447,304-380",0.493
A0A3S2MHN1,533,1,32-461,0.682
A0A3S2MPP6,544,2,"22-91,95-453",0.746
A0A3S2MQS8,540,1,21-455,0.686
A0A3S2NZS6,523,2,"28-303_437-456,314-416",0.549
A0A3S3MQX4,611,2,"92-443,460-610",0.890
A0A3S3NIU4,596,2,"100-423,429-594",0.839
A0A3S3PGP3,286,2,"53-177_237-261,182-236_262-275",0.582
A0A3S3Q853,501,2,"37-330,353-500",0.907
A0A3S3QC21,583,2,"79-403,421-582",0.865
A0A3S3QFY6,640,2,"153-475,481-639",0.834
A0A3S4AJV5,395,1,25-239_295-394,0.623
A0A3S4AMG6,646,2,"32-404,418-644",0.628
A0A3S4AUM2,387,2,"24-175_217-386,179-209",0.632
A0A3S4DYZ3,518,2,"65-334,362-517",0.827
A0A3S4NW51,590,2,"81-405,411-589",0.860
A0A3S5CT06,342,2,"39-246,275-339",0.585
A0A3S5CVR8,667,2,"26-398,402-409_483-653",0.619
A0A3S5CXF1,414,1,33-178_267-413,0.667
A0A3S6E8Q4,536,1,27-464,0.689
A0A3S6E9F5,536,1,27-464,0.689
A0A3S6ERF6,539,1,21-455,0.687
A0A3S6R1C3,598,2,"101-421,427-597",0.832
A0A3S7DZ19,225,1,4-217,0.843
A0A3S7DZ29,221,1,4-220,0.846
A0A3S9I0R4,288,2,"3-125,156-287",0.681
A0A3S9M6T3,286,2,"3-125,156-285",0.669
A0A3S9MKA4,274,1,3-271,0.760
A0A3S9PH06,273,1,3-271,0.749
A0A3S9Y5Y1,272,2,"3-124,153-271",0.665
A0A3S9ZH84,287,2,"3-125,156-286",0.644
A0A3T0JWD4,289,2,"2-158_197-283,165-196",0.618
A0A3T1D022,276,2,"9-158,159-265",0.930
A0A401IHQ9,416,2,"31-197_275-374,206-272",0.695
A0A401KKJ5,394,1,29-393,0.678
A0A401KKL5,350,1,24-349,0.760
A0A401KLG2,327,1,70-314,0.843
A0A401KPF7,572,3,"5-141_304-392,150-196,199-303_432-571",0.674
A0A401L2M0,383,1,25-382,0.649
A0A401L4E0,406,2,"34-188_258-405,192-247",0.657
A0A401L788,396,1,31-338,0.848
A0A401L7K2,341,1,52-340,0.723
A0A401NZ10,531,1,23-457,0.686
A0A401P586,531,1,21-451,0.682
A0A401PX39,945,5,"4-61,62-517,714-743,806-866,878-943",0.737
A0A401PZ68,383,2,"1-171,187-317",0.636
A0A401Q7K5,262,1,21-250,0.692
A0A401QHW3,149,1,3-137,0.906
A0A401QJE7,260,1,18-259,0.749
A0A401RIM5,258,1,19-227,0.727
A0A401RKW3,335,2,"23-292,305-334",0.612
A0A401RW73,529,1,19-22_86-88_90-90_92-451,0.716
A0A401RYW3,514,2,"23-303_428-453,309-413",0.563
A0A401S865,535,2,"23-315_406-459,317-405",0.592
A0A401TIS2,296,1,22-285,0.638
A0A401TJJ0,261,1,21-218,0.718
A0A401VX81,424,2,"31-92,122-422",0.822
A0A401YGP4,334,2,"3-172,195-330",0.702
A0A409VD99,288,1,32-286,0.777
A0A409VFE9,808,3,"15-394,485-625,638-806",0.804
A0A409VNV3,355,1,34-350,0.707
A0A409VYZ6,326,1,37-325,0.709
A0A409VYZ7,904,3,"34-308_472-524,317-468,585-903",0.871
A0A409W5M2,388,1,54-387,0.688
A0A409WEP5,723,2,"4-323,392-722",0.936
A0A409WNK2,620,2,"63-271_363-460,272-362_465-619",0.672
A0A409WQU7,435,1,32-251_258-434,0.600
A0A409WY02,893,3,"7-241_274-469,483-604,627-877",0.831
A0A409WYL8,357,2,"29-56_226-356,58-225",0.560
A0A409WYM8,344,2,"28-199_234-343,202-233",0.591
A0A409X3M6,376,1,51-375,0.687
A0A409X545,611,2,"19-358,460-600",0.696
A0A409X771,355,1,36-349,0.731
A0A409X7S8,426,2,"22-330,367-425",0.738
A0A409X966,426,2,"22-330,367-425",0.737
A0A409XHP2,292,1,24-291,0.672
A0A409XHT0,544,2,"26-327,383-533",0.774
A0A409XK29,300,2,"39-195_267-298,199-266_299-299",0.591
A0A409XKR0,348,1,27-335,0.797
A0A409XPQ5,513,2,"22-330,355-502",0.767
A0A409XSF5,341,1,25-339,0.717
A0A409Y7Q5,592,2,"18-385,437-581",0.655
A0A409Y9J2,613,3,"19-358,366-399,459-602",0.677
A0A409YPA9,676,2,"38-297,358-670",0.909
A0A409YTE4,379,1,45-373,0.743
A0A409YUP4,519,2,"18-358,422-518",0.588
A0A409YZ54,373,1,69-372,0.764
A0A411DB89,192,1,5-178,0.897
A0A411DFH3,249,1,19-240,0.728
A0A411DFH8,241,1,27-151,0.852
A0A411DFI4,353,2,"20-115,123-324",0.744
A0A411DFI8,529,1,20-452,0.706
A0A411JIB8,593,2,"100-428,434-592",0.857
A0A411KAP3,383,1,36-342,0.761
A0A411MQ34,328,2,"4-129,168-305",0.670
A0A411PB12,178,1,38-169,0.914
A0A417Y855,918,2,"2-333,338-916",0.859
A0A418AHC0,421,2,"26-90,169-417",0.883
A0A418AJW6,431,2,"5-265,285-422",0.726
A0A418AJY7,595,3,"17-81,131-488,489-586",0.771
A0A418AND4,390,2,"55-119,140-386",0.905
A0A418AQE9,861,4,"22-88,102-165,241-664,674-854",0.877
A0A418BCD2,625,3,"27-174,178-489,499-617",0.831
A0A418BYI3,483,2,"17-334,336-471",0.708
A0A418C2V2,828,5,"36-93,104-161,192-253,265-325,378-802",0.795
A0A418CC15,582,2,"126-475,481-572",0.701
A0A418CLC3,212,1,5-211,0.732
A0A418D139,535,2,"68-425,431-523",0.696
A0A418DS48,255,2,"22-173,174-252",0.697
A0A418E6Z8,444,2,"5-300,305-434",0.584
A0A418FGP4,442,2,"5-290,295-432",0.670
A0A418FZC5,305,2,"26-90,192-299",0.894
A0A418G3G2,717,3,"27-141,253-585,591-709",0.810
A0A418QUM1,685,3,"4-262_407-498,266-400,512-684",0.841
A0A418YC39,343,2,"8-242,250-342",0.849
A0A419QAV9,476,2,"32-204,214-475",0.667
A0A420HGA6,581,2,"53-394,395-575",0.636
A0A420HKD2,607,2,"69-416,421-606",0.605
A0A420HLP9,602,2,"35-405,411-600",0.615
A0A420HLW6,602,2,"54-405,411-593",0.617
A0A420I6Z2,327,1,5-323,0.653
A0A420I744,251,1,38-220,0.826
A0A420IKX8,616,2,"54-419,425-607",0.640
A0A420IU72,341,1,3-337,0.741
A0A420IUA5,251,1,71-220,0.804
A0A420J382,251,1,38-220,0.792
A0A420J390,346,2,"1-180,186-337",0.685
A0A420MD28,528,4,"1-39,46-262,284-343,352-527",0.867
A0A420MDB7,226,1,37-217,0.796
A0A420ME85,956,5,"16-319,330-441,446-780,782-880,894-953",0.870
A0A420MEE4,387,1,27-386,0.648
A0A420MG99,645,2,"19-234,239-634",0.673
A0A420MKG6,338,1,32-213_216-335,0.617
A0A420MLI0,163,1,14-161,0.869
A0A420N178,412,2,"45-180_264-411,189-262",0.661
A0A420N1W1,324,1,34-311,0.681
A0A420N2W9,350,1,28-346,0.671
A0A420N6X3,265,1,37-263,0.918
A0A420N8W1,285,1,3-273,0.662
A0A420NBY7,382,1,26-381,0.631
A0A420NFD8,586,2,"25-396,410-583",0.568
A0A420NKD4,572,2,"43-396,420-563",0.728
A0A420NQ09,401,1,30-400,0.669
A0A420NVL3,600,2,"19-126,127-598",0.577
A0A420NXF8,249,1,23-247,0.763
A0A420PID6,338,1,32-335,0.619
A0A420PY93,387,1,27-386,0.631
A0A420Q5H7,572,2,"43-396,420-563",0.736
A0A420QHZ5,338,1,32-335,0.635
A0A420QKK6,338,1,31-307_310-337,0.667
A0A420QME0,346,1,28-342,0.681
A0A420QQY3,306,1,34-293,0.676
A0A420R194,600,3,"19-99,126-424,480-598",0.875
A0A420RSH4,403,1,27-180_255-402,0.688
A0A420RTM5,664,2,"26-382,396-480_658-662",0.915
A0A420RTV3,739,3,"33-216_427-483,238-280,288-426_486-711",0.677
A0A420S8X5,586,2,"25-396,410-583",0.575
A0A420SE78,338,1,32-213_216-335,0.627
A0A420SI55,770,2,"24-224_463-473,307-462_477-731",0.687
A0A420SI63,244,2,"21-175,180-243",0.690
A0A420SQD5,526,2,"2-206_304-398,207-303_409-525",0.664
A0A420SQM9,315,1,27-131_140-302,0.660
A0A420SUZ8,350,1,28-346,0.668
A0A420SVX2,390,1,24-389,0.675
A0A420T2K1,412,2,"45-181_263-411,189-262",0.660
A0A420TAK5,306,1,31-304,0.745
A0A420TE23,308,2,"34-104_110-116_188-295,108-109_117-187",0.625
A0A420TI82,403,1,31-180_255-402,0.692
A0A420TRM3,338,1,32-335,0.647
A0A420TTW7,382,1,26-381,0.630
A0A420TYN1,586,2,"25-246_357-396,249-356_399-583",0.631
A0A420UAR4,191,2,"7-115,124-175",0.861
A0A420UB21,187,1,24-183,0.880
A0A420XYP0,455,1,83-454,0.809
A0A420XZE5,402,2,"31-177_252-399,184-251",0.632
A0A420Y0R8,386,1,25-385,0.666
A0A420Y417,375,1,25-374,0.640
A0A420YAB7,347,1,18-345,0.866
A0A420YAJ7,579,2,"63-418,443-565",0.695
A0A420YET8,326,1,106-323,0.699
A0A420YFE0,364,1,27-335,0.690
A0A420YGT3,379,1,55-378,0.661
A0A420YH84,402,1,26-176_255-400,0.653
A0A420YIS7,375,2,"8-144,164-372",0.706
A0A421CSP0,171,1,9-157,0.808
A0A421ESP4,653,3,"1-72,82-383_425-444_505-551,552-617",0.684
A0A421F565,365,1,4-317,0.798
A0A421F7P8,369,1,4-323_328-333,0.584
A0A421G844,536,2,"40-368,369-509",0.647
A0A421GCW4,570,2,"1-296_352-359_424-441,447-534",0.673
A0A421GKS4,539,2,"40-417,418-511",0.620
A0A421GP30,559,2,"4-311_381-426,427-498",0.692
A0A423FGB7,558,3,"2-54,81-392,418-531",0.716
A0A423FIV2,312,2,"2-134,166-288",0.652
A0A423GNA0,519,2,"3-313,325-517",0.880
A0A423H6B2,520,2,"3-314,326-518",0.874
A0A423IDL1,297,2,"2-149,163-296",0.709
A0A423JH14,297,2,"2-149,163-296",0.712
A0A423MDD7,285,2,"2-125,164-282",0.609
A0A423MTR7,284,2,"2-125,164-281",0.609
A0A423N8F1,321,2,"2-145,166-303",0.645
A0A423P4H4,285,2,"2-156_247-282,164-232",0.618
A0A423UUA5,287,2,"2-124,156-286",0.734
A0A423V9S4,310,1,38-305,0.758
A0A423VCB8,561,2,"46-398_405-406,432-556",0.714
A0A423VGB4,344,1,38-340,0.766
A0A423VK10,642,2,"36-443,485-640",0.635
A0A423VRG5,733,4,"15-181,189-367,368-449,467-719",0.887
A0A423VS40,410,2,"33-170_258-409,184-257",0.683
A0A423VZF3,638,4,"13-130,238-403,427-501,507-618",0.842
A0A423W393,360,1,36-359,0.668
A0A423WBL0,403,1,29-164_254-402,0.654
A0A423WHC4,926,4,"15-330,352-445,451-573,619-925",0.868
A0A423WNB6,344,1,38-340,0.754
A0A423WTD2,317,1,3-315,0.683
A0A423WXH4,578,3,"48-378,390-422,435-571",0.696
A0A423X316,409,1,33-173_256-408,0.668
A0A423X4F6,643,3,"37-418,425-489,496-641",0.674
A0A423X630,643,3,"37-418,425-461,487-641",0.599
A0A423XJ27,877,3,"15-434,442-559,572-876",0.852
A0A423XP21,348,1,29-347,0.710
A0A425CIB3,635,2,"29-363_514-521,526-613",0.737
A0A425CLB8,499,2,"29-362,372-495",0.748
A0A425CZ14,242,1,33-210,0.761
A0A425D2Q0,447,2,"5-311,321-438",0.681
A0A425DJS3,442,2,"5-290,295-432",0.647
A0A426WYI4,277,2,"13-107,141-270",0.925
A0A426XES5,584,2,"93-417,423-583",0.851
A0A426YRJ6,629,2,"119-442,448-628",0.842
A0A426YSQ3,319,1,47-272,0.813
A0A426YWH1,547,2,"89-380,417-546",0.825
A0A428NIZ7,323,1,30-322,0.689
A0A428PBD0,715,2,"35-263,264-419_421-702",0.649
A0A428PLX8,790,3,"12-177,199-599,608-781",0.676
A0A428Q2T9,323,1,30-322,0.665
A0A428QKN7,728,2,"29-250_376-376_378-430,266-375_377-377_432-725",0.659
A0A428QVK1,566,2,"46-393,394-553",0.673
A0A428R260,634,2,"26-420,421-633",0.685
A0A428R852,404,1,32-180_257-403,0.697
A0A428RBY3,403,1,31-179_256-402,0.684
A0A428RL23,746,2,"35-230_430-486,286-429_487-733",0.659
A0A428S2T1,634,2,"26-398,413-633",0.677
A0A428SBW0,725,3,"2-112,134-374_454-524,378-453_526-723",0.674
A0A428SET3,566,2,"46-397,414-553",0.716
A0A428SIW1,728,3,"29-210_383-430,214-249,257-382_431-726",0.669
A0A428T341,310,1,17-309,0.698
A0A428TGX4,451,1,4-134_189-420,0.664
A0A428TH55,728,2,"29-253_376-430,265-375_432-726",0.661
A0A428TJN8,404,1,32-180_257-403,0.698
A0A428TJU2,257,1,39-212,0.762
A0A428TSX4,746,2,"35-242_428-485,286-427_486-715",0.659
A0A428TTS8,323,1,30-322,0.699
A0A428U0B8,728,2,"29-251_378-430,257-377_432-726",0.661
A0A428U2W7,403,1,31-179_256-402,0.684
A0A428UJ78,617,2,"26-398,429-616",0.647
A0A428UK49,566,2,"46-397,414-553",0.716
A0A428UZM7,634,2,"26-398,413-633",0.661
A0A428V0C8,566,2,"46-397,414-553",0.716
A0A428YVS8,271,2,"2-98,151-270",0.619
A0A430HE78,552,2,"41-336,371-547",0.710
A0A430L3T0,634,2,"26-398,413-633",0.663
A0A430L7E7,746,2,"35-241_425-486,286-424_487-715",0.660
A0A430LBW9,790,3,"12-177,199-598,608-781",0.678
A0A430LQE9,323,1,30-322,0.696
A0A430LRB3,403,1,31-179_256-402,0.684
A0A430LRW5,728,2,"29-252_380-430,265-379_432-726",0.658
A0A430M2W5,566,2,"46-397,414-553",0.716
A0A430Q6Z5,402,3,"25-234,263-308,318-401",0.619
A0A430QNM1,485,2,"30-205,217-479",0.667
A0A431TVT0,686,3,"4-262_407-498,275-400,512-684",0.842
A0A432M9S8,524,2,"36-337,362-523",0.886
A0A432NWL9,503,2,"50-301,302-501",0.700
A0A432PA96,503,2,"50-294,311-501",0.682
A0A433JFE6,532,2,"33-379,403-531",0.736
A0A433SSI8,388,1,93-386,0.898
A0A434A690,488,2,"27-319,350-487",0.905
A0A436ZMN6,752,2,"59-472,477-679",0.606
A0A436ZMY2,820,3,"66-432,437-457_566-638,646-805",0.726
A0A436ZW26,247,1,1-235,0.712
A0A436ZW36,389,1,24-176_180-388,0.657
A0A436ZY08,956,3,"33-115,296-669,677-855",0.800
A0A436ZY67,786,2,"234-594,606-782",0.780
A0A437A308,941,2,"25-445_447-448,446-446_449-461_759-939",0.692
A0A437A7Y6,379,1,49-370,0.681
A0A437ABS8,707,2,"155-518,525-684",0.732
A0A437ABU9,676,2,"105-459,460-662",0.643
A0A437ACI9,387,1,75-384,0.723
A0A437ACP0,639,2,"66-409,418-634",0.676
A0A437AD99,570,2,"15-244_342-439,245-341_441-556",0.615
A0A437AEF9,710,2,"140-495,504-709",0.651
A0A437AF91,838,3,"26-109,235-624,646-819",0.749
A0A437AMZ0,317,2,"23-259,279-317",0.757
A0A437PZ43,285,2,"3-125,156-284",0.709
A0A438CKK0,195,1,29-174,0.786
A0A438EKY0,678,2,"61-404,410-577_664-677",0.813
A0A438JHV9,607,2,"104-433,472-605",0.838
A0A438JHW0,582,2,"86-416,454-580",0.811
A0A438JHW3,601,2,"98-433,434-600",0.835
A0A438JHW6,607,2,"104-433,472-605",0.846
A0A438NAJ9,381,1,52-376,0.704
A0A438NAZ0,385,1,36-381,0.680
A0A438NFU9,614,2,"48-401,402-597",0.677
A0A438NJW7,319,1,3-4_28-318,0.713
A0A439CPG6,330,1,37-329,0.725
A0A439CSR6,424,2,"27-83_362-423,84-361",0.670
A0A439CXK6,558,2,"46-150,279-556",0.842
A0A439CXR3,369,1,25-368,0.631
A0A439CY50,446,1,57-377,0.880
A0A439CYQ7,366,1,35-365,0.677
A0A439D3X1,467,3,"26-82,92-132,180-465",0.791
A0A439D3Y0,780,3,"27-226_294-384,227-293_388-605,613-778",0.692
A0A439D4K9,336,1,24-333,0.686
A0A439D650,705,2,"37-272_406-457,275-405_458-679",0.637
A0A439D887,642,2,"32-418,419-641",0.644
A0A439DC62,570,3,"18-228,243-426,435-565",0.710
A0A439DDF2,390,2,"32-157_249-389,164-246",0.633
A0A439DEE8,388,1,26-154_247-387,0.645
A0A439DFI9,493,3,"5-126_284-364,151-191,192-283_375-489",0.645
A0A439DG08,339,2,"33-259,293-338",0.707
A0A439DGZ9,378,1,29-377,0.697
A0A439DKR1,331,1,34-330,0.703
A0A439E1K1,320,2,"2-145,166-304",0.660
A0A443HRD0,347,1,36-346,0.725
A0A443HXX0,369,1,83-365,0.857
A0A443PIW9,607,2,"108-433,439-604",0.846
A0A443RHX3,406,2,"27-307,317-399",0.735
A0A444RJX5,289,1,3-277,0.778
A0A444RLS2,569,2,"44-395,413-543",0.689
A0A444RPW9,339,2,"32-208,214-335",0.550
A0A444RQR7,182,1,7-155,0.826
A0A444RZE0,381,1,28-380,0.663
A0A444S1W9,341,1,35-338,0.714
A0A444UFZ1,530,1,20-455,0.681
A0A444UPP0,409,2,"23-233,310-401",0.546
A0A444UX86,419,2,"12-208_277-359,221-276",0.588
A0A444WYG1,497,2,"6-324,344-496",0.884
A0A444ZR13,549,2,"37-38_435-548,39-429",0.817
A0A444ZUR5,573,2,"85-409,415-566",0.872
A0A444ZWU6,571,2,"86-406,412-570",0.828
A0A444ZWV1,578,2,"95-411,419-570",0.877
A0A445DCE3,609,2,"135-443,461-608",0.845
A0A445DCG3,600,2,"132-430,448-599",0.853
A0A445DP80,573,2,"81-409,417-566",0.875
A0A445DRA1,571,2,"82-406,412-570",0.837
A0A445DRB1,577,2,"94-410,428-569",0.872
A0A445FXG1,601,2,"132-436,442-599",0.850
A0A445FXH7,584,2,"89-420,426-583",0.852
A0A445GQH9,602,2,"108-427,433-600",0.837
A0A445GQM4,637,2,"142-465,471-636",0.833
A0A445I6J5,620,2,"113-448,457-617",0.823
A0A445I6L6,619,2,"113-447,486-616",0.819
A0A445I9A8,601,2,"107-426,444-599",0.838
A0A445I9E5,563,2,"80-400,424-561",0.817
A0A445JYT8,404,2,"44-278,301-403",0.959
A0A445JYU3,605,2,"89-428,438-598",0.873
A0A445JYV4,619,2,"112-438,486-616",0.832
A0A445JYW6,604,2,"91-428,438-597",0.859
A0A445JZ81,288,1,166-287,0.820
A0A445M2W6,274,2,"7-133,143-272",0.852
A0A446BNG4,412,2,"21-76_350-411,77-347",0.643
A0A446BT56,382,1,24-381,0.660
A0A446BWT3,311,2,"13-264,265-308",0.520
A0A446BXJ9,299,1,30-298,0.726
A0A447TAE7,446,2,"1-255,290-435",0.794
A0A447THB9,201,1,18-161,0.774
A0A448YWC2,573,2,"43-365,441-542",0.802
A0A448ZLY4,593,2,"46-413,434-535",0.856
A0A451EZK6,599,2,"104-428,434-598",0.831
A0A452DWF7,517,2,"25-307_417-455,322-416",0.564
A0A452DWL9,433,2,"4-224_363-371,238-360",0.639
A0A452DWM5,430,1,9-234_260-368,0.659
A0A452G6V3,537,2,"28-312_429-464,322-418",0.521
A0A452H6R3,476,1,31-412,0.754
A0A452H732,498,1,68-423,0.809
A0A452HRJ3,536,2,"27-311_442-463,321-423",0.565
A0A452I832,529,1,20-23_29-29_31-31_87-89_91-91_93-452,0.707
A0A452QG45,400,2,"25-147_154-165,148-153_169-395",0.671
A0A452QQ82,537,1,112-465,0.771
A0A452QQC1,261,1,12-182,0.928
A0A452RC10,401,2,"20-226,268-400",0.661
A0A452V1T2,261,1,8-176,0.923
A0A452VN17,516,1,27-43_74-455,0.677
A0A452VN29,403,2,"25-129_132-235,322-401",0.509
A0A453D018,487,2,"66-328,357-486",0.882
A0A453D066,291,1,87-289,0.888
A0A453D098,573,2,"117-414,420-572",0.855
A0A453D0G4,449,1,115-411,0.922
A0A453JBX4,176,1,3-167,0.661
A0A453JC25,292,2,"2-126,152-290",0.817
A0A453JCH2,560,2,"68-398,430-558",0.876
A0A453JCJ0,303,2,"3-137,173-301",0.826
A0A453MVS1,603,2,"103-433,440-601",0.858
A0A454TKW0,412,2,"2-114,125-400",0.889
A0A454TWG6,496,2,"38-310,323-495",0.715
A0A455IJQ4,197,1,4-196,0.772
A0A455IM74,210,1,8-211,0.833
A0A455IRF3,196,1,4-197,0.904
A0A455IRK5,211,1,8-204,0.769
A0A455ISX6,179,1,1-178,0.928
A0A455ITR9,159,1,36-158,0.967
A0A455R6A3,493,1,20-412,0.728
A0A479ZZC9,553,3,"3-307,324-387,404-548",0.753
A0A480DHR1,470,1,1-272_288-406,0.682
A0A480XA58,201,1,7-200,0.773
A0A484CCH2,521,1,18-455,0.673
A0A484CMI9,541,2,"22-96,102-453",0.751
A0A484CVA8,516,1,25-319_326-453,0.633
A0A484DIB4,540,1,21-455,0.677
A0A484DM79,533,1,32-461,0.681
A0A484FE76,228,1,20-169,0.638
A0A484FEH3,275,2,"14-215,216-263",0.601
A0A484FEN9,395,1,27-172_247-394,0.648
A0A484FEV3,363,1,86-350,0.855
A0A484FG64,336,1,44-335,0.683
A0A484FQK8,338,1,23-337,0.693
A0A484FZG9,93,1,7-90,0.982
A0A484G057,880,2,"11-28_477-854,140-471",0.845
A0A484G3C9,736,2,"141-530,578-731",0.717
A0A484G4E7,564,3,"43-372,382-412,421-548",0.668
A0A484G5S9,654,2,"13-213_318-374,214-317_377-638",0.647
A0A484K842,593,2,"97-430,436-592",0.836
A0A484KTH3,607,2,"106-433,439-606",0.835
A0A484M5W6,593,2,"97-430,436-592",0.846
A0A484M936,538,2,"37-362,394-537",0.888
A0A484MJ80,511,1,63-396,0.832
A0A484MKM2,572,2,"61-392,410-571",0.863
A0A484ML06,575,2,"60-395,415-573",0.873
A0A485K5B3,586,3,"30-94,131-479,485-577",0.749
A0A485K5I4,502,2,"42-394,400-492",0.671
A0A485K6I0,288,2,"3-186,192-284",0.847
A0A485K811,288,2,"3-186,192-284",0.765
