accession,trimmed_res,overall_plddt
A0A4R8RA33,369,97.3
A0A4R8RCD2,355,97.0
A0A4R8RCG3,379,96.2
A0A4R8RDW8,304,98.1
A0A4R8REE8,338,94.8
A0A4R8RFN3,324,97.9
A0A4R8RGQ5,85,90.3
A0A4R8RHJ1,323,88.1
A0A4R8RHV3,422,89.1
A0A4R8RI59,346,97.5
A0A4R8RKK0,358,94.6
A0A4R8RLS5,379,85.2
A0A4R8RMW3,315,96.2
A0A4R8RQB9,320,95.9
A0A4R8RS48,244,63.4
A0A4R8RTP9,381,96.5
A0A4R8RWH5,324,98.0
A0A4R8SXD4,357,96.9
A0A4R8T272,421,72.3
A0A4R8T4S3,292,96.0
A0A4R8T842,239,76.3
A0A4R8TAZ7,403,91.1
A0A4R8TDX1,378,81.5
A0A4R8THI8,379,82.9
A0A4R8TI16,291,83.0
A0A4R8TJ20,311,96.0
A0A4R8TJJ9,369,97.3
A0A4R8TK94,415,88.5
A0A4R8TKA8,384,95.9
A0A4R8TLY6,346,97.0
A0A4R8TML3,382,96.1
A0A4R8TP34,330,96.1
A0A4R8TP66,361,96.1
A0A4R8TRK5,359,97.5
A0A4R8TSG9,304,98.2
A0A4S2H0H1,273,94.5
A0A4S2KZB5,455,93.8
A0A4S2LAY3,377,94.7
A0A4S2LAY4,386,94.9
A0A4S2LBG9,383,96.4
A0A4S2LBJ8,445,94.5
A0A4S2LBN1,446,95.9
A0A4S2LF11,371,73.5
A0A4S2LI14,363,79.7
A0A4S2LIX9,210,94.6
A0A4S2LJ85,446,95.7
A0A4S2M2G2,130,79.5
A0A4S2MHI4,359,95.8
A0A4S2MK96,249,98.0
A0A4S2MM39,327,95.8
A0A4S2MMJ0,376,97.0
A0A4S2MRG4,370,96.0
A0A4S2MTZ1,360,88.1
A0A4S2N177,322,97.4
A0A4S3IZR8,272,92.9
A0A4S3J2W4,414,89.4
A0A4S3J5H3,324,98.0
A0A4S3J8T7,325,97.3
A0A4S3JH98,71,70.2
A0A4S3ZWL1,314,94.0
A0A4S4EP73,324,95.7
A0A4S4ERL3,322,96.8
A0A4S4F0S3,328,97.0
A0A4S4KID4,154,88.3
A0A4S4KLS8,183,65.3
A0A4S4M1X2,428,59.4
A0A4S4M1Y3,313,93.5
A0A4S4MA69,365,83.3
A0A4S4MP01,488,88.3
A0A4S8IT13,323,97.5
A0A4S8IVY2,324,95.5
A0A4S8JI25,322,89.1
A0A4S8K2B6,312,96.3
A0A4S8K2E1,339,92.1
A0A4S8K8H3,325,97.4
A0A4S8LAP1,333,97.7
A0A4S8M8C5,308,93.3
A0A4S8ME90,383,67.1
A0A4S8QJ87,348,98.2
A0A4S8QKE5,154,79.8
A0A4S8QND8,347,96.2
A0A4S8QPY5,363,97.9
A0A4S8QRD1,276,97.5
A0A4S8QT01,301,97.5
A0A4S8QWZ8,382,94.9
A0A4S8R655,365,95.2
A0A4S8RGZ2,352,96.1
A0A4S8RXG8,331,90.9
A0A4S8SZZ5,365,97.8
A0A4S8VLN7,372,97.2
A0A4S8VNS7,372,96.9
A0A4S8VRV9,365,97.9
A0A4S8W0R7,375,95.2
A0A4S8XLG5,372,97.0
A0A4S8XYB0,372,96.5
A0A4S8YNU8,366,95.7
A0A4S8YUS2,91,57.3
A0A4S8ZCU3,372,97.1
A0A4S8ZFV3,365,97.9
A0A4S8ZM72,368,97.2
A0A4S8ZPY2,368,97.0
A0A4S9A8L7,366,96.1
A0A4S9AAS5,221,86.8
A0A4S9AZJ7,365,97.5
A0A4S9B488,366,96.0
A0A4S9BXQ5,368,97.1
A0A4S9C7Z5,365,97.7
A0A4S9CKJ3,372,97.0
A0A4S9CNW3,623,75.9
A0A4S9CQ93,372,97.5
A0A4S9D5E3,221,86.9
A0A4S9EU40,366,96.0
A0A4S9F7Z6,365,97.9
A0A4S9F9F9,221,88.0
A0A4S9L6U2,368,97.2
A0A4S9LJ79,366,96.2
A0A4S9LP12,221,86.4
A0A4S9LTZ6,368,97.1
A0A4S9N5M2,375,95.1
A0A4S9Q347,365,97.7
A0A4S9SJZ6,372,97.1
A0A4S9SK23,365,97.9
A0A4S9SZK6,331,89.9
A0A4S9T9C9,366,96.4
A0A4S9TIS8,221,85.3
A0A4S9TP14,221,89.8
A0A4S9UF68,366,96.3
A0A4S9UNN9,368,97.0
A0A4S9V507,221,88.5
A0A4S9W220,368,97.6
A0A4S9W6W5,372,96.3
A0A4S9XKY4,318,94.4
A0A4S9XNR5,366,96.5
A0A4S9XSC8,365,97.9
A0A4S9Y8F5,221,90.7
A0A4S9ZZ06,221,87.2
A0A4T0AYN8,372,96.9
A0A4T0B8C7,372,96.9
A0A4T0BKB2,352,90.0
A0A4T0BL07,221,90.4
A0A4T0BWY6,366,96.1
A0A4T0CFU1,368,97.2
A0A4T0CHN6,365,97.7
A0A4T0DW90,368,97.3
A0A4T0E0E8,368,97.2
A0A4T0EP09,221,88.7
A0A4T0ERS1,366,96.2
A0A4T0FD09,332,90.0
A0A4T0FM69,311,92.0
A0A4T0FMD4,237,93.5
A0A4T0FPJ8,349,86.9
A0A4T0GN27,311,95.7
A0A4T0JAB6,311,90.6
A0A4T0K338,311,90.1
A0A4T0LNJ1,315,92.0
A0A4T0QUJ8,329,90.4
A0A4T0VD25,549,88.6
A0A4T0VDC0,265,85.6
A0A4T0VFM6,273,95.2
A0A4T0VHK0,337,84.6
A0A4T0VKX6,311,96.3
A0A4T0VRZ6,258,71.2
A0A4T0VSJ6,373,97.7
A0A4T0VXZ2,303,84.9
A0A4T0W2U9,355,98.0
A0A4T0W7K4,304,97.8
A0A4T0WAP6,374,97.0
A0A4T0WB77,384,96.7
A0A4T0WCV6,368,96.7
A0A4T0WCY6,401,92.0
A0A4T0WFM4,376,96.7
A0A4T0WI89,171,97.2
A0A4T0WKB3,297,86.2
A0A4T0WLP4,389,89.5
A0A4T0WLQ0,261,61.7
A0A4T0WLX0,304,98.2
A0A4T0WLY7,357,97.2
A0A4U0TXH3,375,95.9
A0A4U0TXP9,271,98.2
A0A4U0U5W6,340,90.3
A0A4U0UIB6,368,97.3
A0A4U0UIF9,373,95.8
A0A4U0V422,349,95.0
A0A4U0VC90,251,85.7
A0A4U0VCH3,378,95.7
A0A4U0VJI3,399,94.3
A0A4U0VLB1,399,94.4
A0A4U0VS63,236,96.2
A0A4U0W0N8,177,81.8
A0A4U0XEI2,370,97.4
A0A4U0XP94,400,94.9
A0A4U0XRL7,349,96.1
A0A4U0XT20,271,97.2
A0A4U0XX60,359,95.0
A0A4U1F8J3,254,87.1
A0A4U1FEJ8,439,96.1
A0A4U1FJ41,486,89.3
A0A4U5M982,355,92.2
A0A4U5MWK7,321,97.3
A0A4U5MY05,321,97.5
A0A4U5MY48,317,97.3
A0A4U5NQ50,335,93.2
A0A4U5NSP7,319,96.8
A0A4U5PCC5,362,94.4
A0A4U5PCS0,306,97.3
A0A4U5PGP8,295,96.7
A0A4U5PJS8,324,93.3
A0A4U5PQE5,331,97.1
A0A4U5Q1X0,327,97.0
A0A4U5TZJ3,430,95.5
A0A4U5U282,431,97.5
A0A4U5U312,437,97.5
A0A4U5V201,422,90.3
A0A4U5V6J8,291,74.2
A0A4U5VXG9,435,97.3
A0A4U5WCL6,269,98.5
A0A4U5WIH9,285,97.5
A0A4U5X3M8,269,98.6
A0A4U5XA36,285,97.3
A0A4U6QLS0,302,97.5
A0A4U6U3D2,349,92.8
A0A4U6URN3,335,95.1
A0A4U6V645,337,94.5
A0A4U6VL40,359,83.0
A0A4U6X1H7,374,97.7
A0A4U6X351,342,67.4
A0A4U6X479,370,93.7
A0A4U6X5K0,304,98.1
A0A4U6X5Z4,370,96.7
A0A4U6X7Y6,370,96.1
A0A4U6XEA3,208,94.4
A0A4U6XEV8,358,96.3
A0A4U6XFR4,358,97.0
A0A4U6XL76,375,92.3
A0A4U6XPL3,176,62.4
A0A4U6XW32,293,55.8
A0A4U7AVN4,363,96.8
A0A4U7AY24,228,92.5
A0A4U7B2Q7,365,93.5
A0A4U7B5J3,295,93.2
A0A4U7BEM6,359,94.7
A0A4U7KLN1,289,96.1
A0A4U7KUR2,255,92.5
A0A4U7KZ21,302,93.7
A0A4U8UW01,307,97.7
A0A4U8UYX4,358,88.1
A0A4U8UZH0,305,98.0
A0A4U8V1I0,358,86.5
A0A4U9EHQ3,410,82.0
A0A4U9ETP6,196,73.0
A0A4U9FEL1,292,94.7
A0A4U9FFS8,319,94.4
A0A4V1IRJ7,284,78.5
A0A4V1IUQ4,213,97.7
A0A4V1IWY8,253,98.2
A0A4V1IX23,210,97.1
A0A4V1J207,249,98.3
A0A4V1J5M0,255,97.1
A0A4V1Q2I3,295,89.7
A0A4V1Q3C6,166,91.6
A0A4V1Q3E9,312,97.1
A0A4V1RYU3,324,97.8
A0A4V1WMP5,384,97.2
A0A4V1WT88,388,96.0
A0A4V1WUM4,297,95.6
A0A4V1X6P4,365,96.8
A0A4V1X7W4,385,96.5
A0A4V1X978,342,95.3
A0A4V1XCS5,326,93.3
A0A4V2JWX5,62,84.2
A0A4V2K1S3,336,98.1
A0A4V2K7N5,336,98.0
A0A4V2PI10,303,94.8
A0A4V3HSA5,382,96.1
A0A4V3HSJ2,346,97.3
A0A4V3HTN3,413,88.3
A0A4V3HWL7,279,94.1
A0A4V3I333,355,97.2
A0A4V3I3B6,422,88.8
A0A4V3UQT0,332,85.1
A0A4V4HZ43,368,97.2
A0A4V4JHD7,365,97.9
A0A4V4JUP5,365,97.8
A0A4V4KW54,372,97.1
A0A4V4LY48,330,89.0
A0A4V4MKK3,329,91.1
A0A4V5N7H4,364,97.7
A0A4V5NGM0,363,96.2
A0A4V5ZZQ0,358,90.6
A0A4V6D4I5,297,97.4
A0A4V6DH29,304,97.9
A0A4V6JA16,365,96.7
A0A4V6NY19,227,97.6
A0A4V6QED0,362,88.3
A0A4V6QFK9,324,97.1
A0A4V6TPS9,329,90.6
A0A4W2CV58,432,95.1
A0A4W2CZF1,437,97.5
A0A4W2CZF6,437,97.8
A0A4W2DEQ4,368,97.8
A0A4W2DJP4,238,89.0
A0A4W2DQX7,294,84.3
A0A4W2GFS0,368,97.9
A0A4W2HMJ7,433,98.1
A0A4W2IS87,432,95.0
A0A4W3I0J5,430,97.2
A0A4W3I0L0,353,97.4
A0A4W3I463,431,94.9
A0A4W3I5I7,433,94.8
A0A4W3I5L1,425,96.2
A0A4W3I5Q3,430,96.8
A0A4W3I5Q9,437,96.5
A0A4W3I8Z7,426,94.5
A0A4W3I926,432,95.3
A0A4W3I954,433,94.3
A0A4W3I973,431,95.5
A0A4W3ICV8,433,94.9
A0A4W3IEG1,430,95.0
A0A4W3IN19,438,97.5
A0A4W3INF1,436,97.3
A0A4W3INV9,435,97.2
A0A4W3INW1,430,94.5
A0A4W3IPU9,433,97.9
A0A4W3ISX3,433,98.0
A0A4W3ISZ4,433,97.8
A0A4W3IX93,280,83.3
A0A4W3IXA9,429,94.7
A0A4W3J2P3,433,97.9
A0A4W3J2R9,434,97.8
A0A4W3JJW4,431,98.0
A0A4W3JJY3,432,97.6
A0A4W3JK65,445,96.5
A0A4W4DSJ1,434,97.9
A0A4W4DSL1,434,97.8
A0A4W4DSM6,435,97.9
A0A4W4DSZ2,431,96.1
A0A4W4EP59,430,95.5
A0A4W4EPK5,434,97.2
A0A4W4EPW9,433,96.4
A0A4W4EQ15,436,97.4
A0A4W4ERM8,147,93.8
A0A4W4ERN1,435,97.1
A0A4W4EZ83,324,91.0
A0A4W4FJV5,431,97.6
A0A4W4FK46,431,97.5
A0A4W4FK82,439,93.6
A0A4W4FKH2,355,91.7
A0A4W4FMA9,213,75.6
A0A4W4GT88,430,96.0
A0A4W4GVZ7,430,96.1
A0A4W4GW07,428,95.6
A0A4W4GW37,431,95.5
A0A4W4GZA3,430,96.0
A0A4W4GZJ7,431,95.0
A0A4W4GZQ4,431,94.6
A0A4W4GZX6,431,94.6
A0A4W4H021,430,96.4
A0A4W4H065,439,94.0
A0A4W5JIU9,369,97.7
A0A4W5KP97,170,43.7
A0A4W5KTV1,88,69.7
A0A4W5N1L0,433,95.4
A0A4W5N2S4,435,95.1
A0A4W5NMG6,437,97.4
A0A4W5PDG2,432,96.5
A0A4W5PDI3,435,95.8
A0A4W5PKH3,435,94.6
A0A4W5PLZ1,351,94.8
A0A4W5PPW0,339,94.1
A0A4W5Q6S0,354,97.8
A0A4W5Q7Q2,391,77.8
A0A4W5QAR4,400,91.0
A0A4W5QB93,460,84.2
A0A4W5QVZ3,426,97.2
A0A4W5QZQ2,424,97.5
A0A4W5R6Q2,425,97.4
A0A4W5R7S9,433,98.1
A0A4W5R7V7,431,97.9
A0A4W5R801,414,79.3
A0A4W5R836,434,97.6
A0A4W6CNP2,431,95.8
A0A4W6DAC1,405,96.6
A0A4W6DB24,401,95.3
A0A4W6EAM5,430,97.5
A0A4W6F5R6,349,96.4
A0A4W6FXT1,359,97.8
A0A4W6GAD1,354,97.6
A0A4X1UZV3,399,84.8
A0A4X1UZW3,430,95.3
A0A4X1WAF7,360,97.4
A0A4X2K4V1,368,97.7
A0A4X2KE21,367,97.4
A0A4X2M0B2,430,96.9
A0A4Y1R9H2,324,97.1
A0A4Y3KUD1,284,95.8
A0A4Y3R824,292,95.2
A0A4Y3RCW8,269,98.2
A0A4Y3S0B0,285,97.5
A0A4Y3VK95,269,98.5
A0A4Y3VNI2,285,96.2
A0A4Y3WBK3,250,97.0
A0A4Y5F9T5,132,87.4
A0A4Y5F9Y9,145,83.6
A0A4Y5FA00,132,89.2
A0A4Y5FA08,132,90.4
A0A4Y5FA19,150,68.5
A0A4Y5FA27,146,66.6
A0A4Y5FA41,145,93.5
A0A4Y5FA44,132,85.0
A0A4Y5FA50,132,87.2
A0A4Y5U3P7,179,93.6
A0A4Y5U3P8,193,70.6
A0A4Y5U3Q8,179,92.3
A0A4Y5U3R0,193,72.2
A0A4Y5U3R3,208,67.7
A0A4Y5U3S2,179,91.2
A0A4Y5U3S5,193,78.5
A0A4Y5U3S6,179,92.3
A0A4Y5U3S7,179,93.6
A0A4Y5U3S9,203,69.9
A0A4Y5U3T5,179,93.1
A0A4Y5U3T8,193,70.6
A0A4Y5U3U0,179,93.6
A0A4Y5U3U2,193,72.7
A0A4Y5U3U6,179,94.7
A0A4Y5U3U7,205,64.3
A0A4Y5U3U9,125,73.7
A0A4Y5U3V0,179,93.8
A0A4Y5U3V8,193,78.5
A0A4Y5U3W0,179,92.3
A0A4Y5U3W1,179,93.6
A0A4Y5U3W2,179,91.6
A0A4Y5U3W8,179,90.2
A0A4Y5U3W9,179,92.3
A0A4Y5U3X0,179,93.9
A0A4Y5U3X1,204,68.5
A0A4Y5U3X2,203,70.3
A0A4Y5U3X6,193,72.2
A0A4Y5U3X7,179,92.3
A0A4Y5U3X8,207,91.4
A0A4Y5U3Y1,179,87.3
A0A4Y5U3Y2,205,80.7
A0A4Y5U3Y3,179,94.7
A0A4Y5U3Y8,193,71.9
A0A4Y5U3Y9,179,93.3
A0A4Y5U3Z1,179,93.6
A0A4Y5U3Z3,193,76.2
A0A4Y5U3Z4,193,77.1
A0A4Y5U3Z8,193,65.9
A0A4Y5U3Z9,179,95.1
A0A4Y5U400,179,93.6
A0A4Y5U401,179,92.0
A0A4Y5U404,205,90.7
A0A4Y5U405,205,86.7
A0A4Y5U408,179,92.0
A0A4Y5U411,193,72.2
A0A4Y5U412,193,72.2
A0A4Y5U415,179,90.5
A0A4Y5U416,179,93.9
A0A4Y5U421,205,65.1
A0A4Y5U422,173,87.9
A0A4Y5U423,207,87.8
A0A4Y5U424,179,94.0
A0A4Y5U426,203,92.8
A0A4Y5U430,179,93.1
A0A4Y5U431,179,94.2
A0A4Y5U432,179,94.4
A0A4Y5U433,179,93.8
A0A4Y5U434,179,89.5
A0A4Y5U436,179,92.9
A0A4Y5U441,207,90.5
A0A4Y5U442,179,94.0
A0A4Y5U443,179,94.2
A0A4Y5U444,179,85.8
A0A4Y5U447,205,70.2
A0A4Y5U450,193,67.0
A0A4Y5U451,193,72.6
A0A4Y5U452,206,87.6
A0A4Y5U453,130,74.6
A0A4Y5U454,193,73.4
A0A4Y5U457,179,93.6
A0A4Y5U460,179,94.2
A0A4Y5U461,179,94.2
A0A4Y5U462,179,92.9
A0A4Y5U463,179,92.1
A0A4Y5U464,205,70.8
A0A4Y5U465,179,92.9
A0A4Y5U467,206,92.5
A0A4Y5U470,179,90.7
A0A4Y5U471,205,71.7
A0A4Y5U472,179,92.1
A0A4Y5U473,188,93.1
A0A4Y5U474,179,92.8
A0A4Y5U475,201,79.2
A0A4Y5U477,179,93.6
A0A4Y5U478,179,93.7
A0A4Y5U481,179,95.2
A0A4Y5U482,179,94.4
A0A4Y5U483,200,92.8
A0A4Y5U484,179,92.7
A0A4Y5U485,179,92.3
A0A4Y5U487,206,70.5
A0A4Y5U489,205,68.3
A0A4Y5U492,193,81.4
A0A4Y5U494,193,87.5
A0A4Y5U495,179,94.2
A0A4Y5U496,203,66.3
A0A4Y5U497,179,91.7
A0A4Y5U498,179,94.7
A0A4Y5U499,193,73.1
A0A4Y5U4A0,200,92.8
A0A4Y5U4A1,179,88.8
A0A4Y5U4A3,193,73.4
A0A4Y5U4A4,200,71.0
A0A4Y5U4A7,205,65.6
A0A4Y5U4A9,205,87.6
A0A4Y5U4B0,205,66.1
A0A4Y5U4B2,194,92.1
A0A4Y5U4B3,205,67.9
A0A4Y5U4B4,205,70.0
A0A4Y5U4B5,179,94.9
A0A4Y5U4B6,130,65.8
A0A4Y5U4B7,193,72.2
A0A4Y5U4B9,205,87.6
A0A4Y5U4C0,179,95.1
A0A4Y5U4C1,179,94.5
A0A4Y5U4C3,179,93.6
A0A4Y5U4C4,205,69.9
A0A4Y5U4C5,179,95.0
A0A4Y5U4C6,179,94.9
A0A4Y5U4C7,200,72.1
A0A4Y5U4C8,193,73.9
A0A4Y5U4C9,179,93.3
A0A4Y5U4D0,174,92.6
A0A4Y5U4D4,205,70.2
A0A4Y5U4D5,179,93.7
A0A4Y5U4D6,179,93.6
A0A4Y5U4D7,206,68.1
A0A4Y5U4D8,200,70.4
A0A4Y5U4E1,193,71.6
A0A4Y5U4E4,179,92.7
A0A4Y5U4E5,179,93.8
A0A4Y5U4E6,179,92.0
A0A4Y5U4E7,200,69.4
A0A4Y5U4E8,174,94.5
A0A4Y5U4F0,179,71.3
A0A4Y5U4F3,138,73.8
A0A4Y5U4F4,193,73.1
A0A4Y5U4F5,205,70.8
A0A4Y5U4F6,206,69.0
A0A4Y5U4F9,193,73.8
A0A4Y5U4G1,179,94.2
A0A4Y5U4G3,206,88.2
A0A4Y5U4G6,206,69.0
A0A4Y5U4G9,179,94.6
A0A4Y5U4H2,205,68.8
A0A4Y5U4H6,200,72.1
A0A4Y5U4H9,179,90.7
A0A4Y5U4I3,179,77.1
A0A4Y5U4I8,179,88.0
A0A4Y5U4J4,179,94.1
A0A4Y5U4J5,179,91.0
A0A4Y5U4J7,205,73.0
A0A4Y5U4K2,206,69.2
A0A4Y5U4K6,205,67.1
A0A4Y5U4L1,179,94.3
A0A4Y5U4L5,179,91.5
A0A4Y5U4M2,179,92.9
A0A4Y5U4M6,203,92.8
A0A4Y5U4N2,205,76.3
A0A4Y5U4N7,179,91.3
A0A4Y5U4N8,200,68.4
A0A4Y5U4P0,179,91.6
A0A4Y5U4P6,179,92.6
A0A4Y5U4P7,179,92.8
A0A4Y5U4Q2,204,90.6
A0A4Y5U4Q5,188,69.2
A0A4Y5U4Q6,179,94.6
A0A4Y5U4R5,206,85.6
A0A4Y5U4R7,205,88.3
A0A4Y5U4S4,200,91.8
A0A4Y5U4S5,193,78.5
A0A4Y5U4T2,179,94.7
A0A4Y5U4T8,179,93.6
A0A4Y5U4U5,139,74.8
A0A4Y5U4V2,130,74.3
A0A4Y5U4W0,179,93.2
A0A4Y5U4W4,130,73.7
A0A4Y5U4W5,179,92.1
A0A4Y5U4W9,179,88.4
A0A4Y5U4X2,200,71.8
A0A4Y5U4X3,193,71.7
A0A4Y5U4Y0,179,94.3
A0A4Y5U4Y3,179,91.0
A0A4Y5U4Y9,203,69.6
A0A4Y5U4Z3,179,91.6
A0A4Y5U4Z9,205,91.0
A0A4Y5U504,179,88.5
A0A4Y5U513,179,93.4
A0A4Y5U518,203,71.1
A0A4Y5U526,179,94.2
A0A4Y5U535,203,92.3
A0A4Y5U542,179,94.1
A0A4Y5U544,179,93.6
A0A4Y5U553,205,74.3
A0A4Y5U565,179,92.4
A0A4Y5U571,206,65.4
A0A4Y5U574,203,71.3
A0A4Y5U580,193,73.1
A0A4Y5U595,207,68.0
A0A4Y5U5A2,179,90.7
A0A4Y5U5B1,205,88.3
A0A4Y5U5B4,179,92.0
A0A4Y5U5C2,205,87.6
A0A4Y5U5C5,200,72.2
A0A4Y5U5D2,179,94.1
A0A4Y5U5E6,206,65.4
A0A4Y5U5F7,205,87.6
A0A4Y5U5G9,179,93.8
A0A4Y5U5H6,179,93.8
A0A4Y5U5I8,205,70.2
A0A4Y5U5J6,200,70.0
A0A4Y6R7S8,323,94.6
A0A4Y7I3R4,330,97.0
A0A4Y7I4A1,290,93.4
A0A4Y7I7H2,317,96.6
A0A4Y7IA41,320,93.9
A0A4Y7IAC7,327,95.2
A0A4Y7IC16,296,70.2
A0A4Y7IG79,332,96.8
A0A4Y7IJ39,317,96.8
A0A4Y7IJU3,319,93.1
A0A4Y7IKI8,330,96.9
A0A4Y7IMH8,128,93.8
A0A4Y7IR00,139,82.0
A0A4Y7IW07,326,96.3
A0A4Y7IZW6,160,83.6
A0A4Y7J089,325,94.5
A0A4Y7JE12,325,96.1
A0A4Y7JG44,299,97.1
A0A4Y7JVY5,317,91.5
A0A4Y7JW71,317,96.5
A0A4Y7K271,343,94.4
A0A4Y7K6N0,323,96.4
A0A4Y7KL70,325,96.5
A0A4Y7L1N8,317,96.3
A0A4Y7LJR4,317,96.5
A0A4Y7SAP2,171,93.7
A0A4Y7SDL3,310,96.1
A0A4Y7SEM1,312,92.8
A0A4Y7SFY2,302,93.6
A0A4Y7SHB0,305,98.0
A0A4Y7SHR1,224,86.7
A0A4Y7SHS4,320,96.1
A0A4Y7SJT0,289,82.8
A0A4Y7SK47,305,97.6
A0A4Y7SK59,299,94.1
A0A4Y7SKC4,189,62.4
A0A4Y7SKW8,310,96.6
A0A4Y7SL77,312,92.0
A0A4Y7SLE9,305,93.1
A0A4Y7SLL4,285,83.4
A0A4Y7SUH7,317,95.6
A0A4Y7SXX2,304,87.4
A0A4Y7SYI8,251,75.6
A0A4Y7T163,302,94.0
A0A4Y7T3P6,171,93.7
A0A4Y7T3Q3,166,88.7
A0A4Y7T6H0,310,96.5
A0A4Y7T9K6,310,98.0
A0A4Y7TEE1,337,94.9
A0A4Y7TEV3,297,97.8
A0A4Y7TG40,257,50.2
A0A4Y7TW26,346,94.3
A0A4Y7UCL1,293,97.4
A0A4Y8CCG2,283,85.7
A0A4Y8CKP8,347,96.7
A0A4Y8CQP2,301,97.3
A0A4Y8CSZ8,334,86.3
A0A4Y8D0A4,345,95.9
A0A4Y8D0D0,323,83.0
A0A4Y8D0V3,266,95.6
A0A4Y8D4M2,369,94.7
A0A4Y8DFL1,349,96.2
A0A4Y8LS77,131,95.2
A0A4Y8RPT3,250,97.4
A0A4Y8T033,236,98.0
A0A4Y8ZK93,297,95.7
A0A4Y9L370,293,95.0
A0A4Y9LDD3,261,69.7
A0A4Y9SBZ4,289,97.0
A0A4Y9T4P3,228,97.7
A0A4Y9Y0E1,348,97.5
A0A4Y9YWZ0,341,85.8
A0A4Y9Z7G4,360,96.9
A0A4Y9ZE70,362,89.2
A0A4Y9ZLY3,249,81.8
A0A4Z0A4T9,241,86.6
A0A4Z0A5G8,337,96.9
A0A4Z0AQA6,312,91.3
A0A4Z0HNY2,284,96.5
A0A4Z0L783,293,97.6
A0A4Z0L9R6,314,93.7
A0A4Z0LCG8,390,90.8
A0A4Z0NTW6,261,96.4
A0A4Z0YK01,282,97.7
A0A4Z0YR50,357,95.5
A0A4Z0YS91,385,96.2
A0A4Z0YUI2,362,97.3
A0A4Z0Z0E1,394,93.8
A0A4Z0Z0G8,511,72.4
A0A4Z0Z0S0,386,86.5
A0A4Z0Z0X9,335,95.8
A0A4Z0Z5N9,286,97.7
A0A4Z0Z7P2,179,86.5
A0A4Z0Z8S2,344,98.2
A0A4Z0ZBZ0,360,92.7
A0A4Z0ZC48,291,64.0
A0A4Z1CUV9,285,97.7
A0A4Z1D3W1,285,97.3
A0A4Z1E3V6,344,96.2
A0A4Z1E519,281,92.8
A0A4Z1E9P8,347,94.6
A0A4Z1EDQ2,348,97.7
A0A4Z1EJQ1,369,95.1
A0A4Z1ELX3,362,97.6
A0A4Z1EU06,316,84.5
A0A4Z1EV38,282,90.1
A0A4Z1F214,234,84.4
A0A4Z1F3K6,352,96.2
A0A4Z1F478,345,96.6
A0A4Z1F9Z6,347,96.3
A0A4Z1FC55,369,94.9
A0A4Z1FEE3,363,97.9
A0A4Z1FHV4,176,59.1
A0A4Z1FMD5,342,98.1
A0A4Z1FR91,266,94.9
A0A4Z1FTN5,365,94.8
A0A4Z1FYJ3,301,97.5
A0A4Z1G598,369,94.7
A0A4Z1G6H5,233,89.9
A0A4Z1G732,312,77.5
A0A4Z1G7I6,339,96.9
A0A4Z1GBI9,363,98.0
A0A4Z1GFL5,347,96.1
A0A4Z1GKH1,349,98.1
A0A4Z1GNK7,118,96.0
A0A4Z1GVX3,365,95.9
A0A4Z1GXY5,350,96.1
A0A4Z1H7H1,309,89.5
A0A4Z1H969,365,95.8
A0A4Z1HA19,256,90.6
A0A4Z1HAZ4,363,98.0
A0A4Z1HBL5,105,88.6
A0A4Z1HC09,353,98.2
A0A4Z1HF13,135,94.6
A0A4Z1HN92,203,84.9
A0A4Z1HNS4,369,95.1
A0A4Z1HQT1,347,96.4
A0A4Z1HTA4,363,98.0
A0A4Z1HUY0,240,78.0
A0A4Z1I2E7,352,98.3
A0A4Z1I948,347,96.4
A0A4Z1IHS5,223,75.3
A0A4Z1IM35,353,96.1
A0A4Z1IMI3,345,96.5
A0A4Z1INN0,301,97.6
A0A4Z1IS79,359,95.9
A0A4Z1IVU0,348,97.8
A0A4Z1JBZ2,213,90.7
A0A4Z1JEZ4,345,96.1
A0A4Z1JMX4,345,96.5
A0A4Z1JPW0,369,94.6
A0A4Z1JYN1,363,98.0
A0A4Z1JZ47,349,98.2
A0A4Z1K161,352,96.5
A0A4Z1K5V5,281,90.4
A0A4Z1KAH3,114,69.7
A0A4Z1KBR1,363,98.1
A0A4Z1KK63,338,95.4
A0A4Z1KR16,347,96.7
A0A4Z1KRT8,357,96.5
A0A4Z1KZ45,332,80.1
A0A4Z1NQD4,292,92.3
A0A4Z1NUI9,283,94.3
A0A4Z1P1V9,127,91.0
A0A4Z1P3H5,360,95.5
A0A4Z1P5A9,274,97.7
A0A4Z1PB68,336,84.7
A0A4Z1PBN2,356,95.7
A0A4Z1PF54,211,88.8
A0A4Z2AZU2,432,97.7
A0A4Z2BNP0,438,97.3
A0A4Z2CCM5,353,97.9
A0A4Z2CJG7,433,95.5
A0A4Z2CZT8,445,96.0
A0A4Z2DRS1,438,91.1
A0A4Z2E317,261,80.2
A0A4Z2H8L7,272,95.7
A0A4Z2HHH8,91,87.5
A0A4Z2HMJ2,202,61.9
A0A4Z2J5I2,439,97.1
A0A501X0Q7,311,95.6
A0A502E729,319,97.4
A0A502G532,284,97.9
A0A504YN21,445,96.6
A0A504YN74,112,58.4
A0A504YVJ2,437,78.0
A0A505I610,326,97.5
A0A507ASE7,368,92.4
A0A507AZ12,375,97.9
A0A507AZW4,333,94.0
A0A507B0B5,302,85.4
A0A507B255,350,97.2
