accession	status	n_sites	n_cu	n_other_metal	metals	cu_prob_max	all_probs	ligands	tier	n_his
A0ABR0S881	ok	2	1	1	Copper;FECONI	0.81	FECONI:0.98;Copper:0.81	119,A,HIS;127,A,HIS;136,A,HIS | 271,A,HIS;297,A,HIS	mononuclear	5
A0ABR0TFM8	ok	0	0	0					no_cu	2
A0ABR1FHI7	ok	1	0	1	FECONI		FECONI:1.00	67,A,HIS;80,A,HIS;89,A,HIS	mononuclear	5
A0ABR1QFP3	ok	2	1	1	Copper;FECONI	0.95	FECONI:0.93;Copper:0.95	151,A,HIS;159,A,HIS;168,A,HIS | 309,A,HIS;334,A,HIS;335,A,HIS	mononuclear	5
A0ABR1T514	ok	2	0	2	FECONI;Zinc		FECONI:0.99;Zinc:0.93	89,A,HIS;97,A,HIS;106,A,HIS | 250,A,HIS;275,A,HIS;276,A,HIS	mononuclear	5
A0ABR1TI72	ok	1	0	1	FECONI		FECONI:1.00	72,A,HIS;80,A,HIS;109,A,HIS	binuclear	5
A0ABR1TNQ8	ok	1	0	1	FECONI		FECONI:0.95	96,A,HIS;104,A,HIS;113,A,HIS	mononuclear	4
A0ABR1U9F9	ok	2	1	1	Copper;FECONI	0.91	Copper:0.91;FECONI:0.96	104,A,HIS;145,A,HIS | 360,A,HIS;364,A,HIS;405,A,HIS;406,A,HIS	mononuclear	5
A0ABR1VP59	ok	1	0	1	FECONI		FECONI:1.00	120,A,HIS;128,A,HIS;137,A,HIS	mononuclear	5
A0ABR1X4W4	ok	2	0	2	FECONI		FECONI:0.99;FECONI:0.95	151,A,HIS;159,A,HIS;168,A,HIS | 309,A,HIS;328,A,CYS;341,A,HIS	mononuclear	5
A0ABR1YMI8	ok	3	2	1	Copper;FECONI	0.97	Copper:0.94;FECONI:0.80;Copper:0.97	79,A,HIS;94,A,HIS | 240,A,HIS;244,A,HIS;269,A,HIS | 240,A,HIS;244,A,HIS;270,A,HIS	binuclear	5
A0ABR1YVN4	ok	2	0	2	FECONI;Manganese		Manganese:0.78;FECONI:0.94	71,A,GLU;159,A,ASP | 308,A,HIS;331,A,HIS;332,A,HIS	mononuclear	5
A0ABR2VUU4	ok	1	0	1	Manganese		Manganese:0.86	105,A,HIS;167,A,HIS	no_cu	2
A0ABR2W3C9	ok	1	0	1	FECONI		FECONI:0.88	74,A,HIS;83,A,HIS	mononuclear	2
A0ABR2W3S2	ok	2	2	0	Copper	0.97	Copper:0.97;Copper:0.93	70,A,HIS;78,A,HIS | 199,A,HIS;225,A,HIS	no_cu	4
A0ABR2W902	ok	0	0	0					no_cu	2
A0ABR3CFI6	ok	2	0	2	FECONI		FECONI:0.98;FECONI:0.98	62,A,HIS;72,A,HIS | 217,A,HIS;221,A,HIS;247,A,HIS	mononuclear	5
A0ABR3D6M0	ok	2	1	1	Copper;Zinc	0.96	Copper:0.96;Zinc:0.97	96,A,HIS;113,A,HIS | 286,A,HIS;290,A,HIS;313,A,HIS;314,A,HIS	mononuclear	5
A0ABR3FXT6	ok	1	1	0	Copper	1.00	Copper:1.00	77,A,HIS;87,A,HIS;96,A,HIS	mononuclear	4
A0ABR3QSB3	ok	2	0	2	FECONI		FECONI:0.95;FECONI:0.93	94,A,HIS;117,A,CYS;119,A,HIS | 119,A,HIS;285,A,HIS	binuclear	5
A0ABR3TFZ3	ok	3	3	0	Copper	0.99	Copper:0.87;Copper:0.78;Copper:0.99	46,A,HIS;56,A,HIS | 201,A,HIS;205,A,HIS;230,A,HIS | 201,A,HIS;205,A,HIS;231,A,HIS	mononuclear	5
A0ABR3U3E6	ok	3	2	1	Copper;FECONI	0.98	Copper:0.96;FECONI:0.76;Copper:0.98	88,A,HIS;98,A,HIS | 243,A,HIS;247,A,HIS;272,A,HIS | 243,A,HIS;247,A,HIS;273,A,HIS	mononuclear	5
A0ABR3UTG0	ok	2	2	0	Copper	1.00	Copper:1.00;Copper:0.90	13,A,HIS;21,A,HIS;30,A,HIS | 162,A,HIS;187,A,HIS;188,A,HIS	mononuclear	5
A0ABR4BR18	ok	3	0	3	FECONI;Zinc		FECONI:0.90;Zinc:0.90;Zinc:0.75	115,A,HIS;123,A,HIS;132,A,HIS | 262,A,HIS;287,A,HIS;288,A,HIS | 662,A,HIS;700,A,HIS	mononuclear	5
A0ABR4C2T6	ok	2	1	1	Copper;FECONI	0.82	FECONI:0.99;Copper:0.82	171,A,HIS;179,A,HIS;188,A,HIS | 320,A,HIS;346,A,HIS	mononuclear	5
A0ABR4CF27	ok	1	0	1	FECONI		FECONI:0.99	126,A,HIS;134,A,HIS;143,A,HIS	mononuclear	5
A0ABR4EPU0	ok	1	1	0	Copper	1.00	Copper:1.00	127,A,HIS;135,A,HIS;144,A,HIS	mononuclear	5
A0ABR4ES42	ok	1	1	0	Copper	0.96	Copper:0.96	210,A,HIS;214,A,HIS;236,A,HIS;237,A,HIS	no_cu	3
A0ABR4K145	ok	1	0	1	FECONI		FECONI:0.94	71,A,HIS;96,A,HIS;105,A,HIS	mononuclear	5
A0ABR4NDE5	ok	1	0	1	Zinc		Zinc:0.77	78,A,HIS;296,A,GLU	no_cu	1
A0ABR7QDC1	ok	1	0	1	FECONI		FECONI:0.89	177,A,ASP;181,A,HIS;204,A,HIS	mononuclear	3
A0ABR7X9J7	ok	3	1	2	Copper;FECONI;Zinc	0.95	Copper:0.95;Zinc:0.83;FECONI:0.96	81,A,HIS;109,A,CYS;125,A,HIS | 109,A,CYS;111,A,HIS;125,A,HIS | 221,A,HIS;225,A,HIS;269,A,HIS;270,A,HIS	mononuclear	5
A0ABR8L1I5	ok	0	0	0					no_cu	2
A0ABR9BSA8	ok	2	0	2	Zinc		Zinc:0.93;Zinc:0.96	62,A,HIS;69,A,CYS;80,A,HIS | 207,A,HIS;211,A,HIS;244,A,HIS;245,A,HIS	mononuclear	5
A0ABS8JIA8	ok	3	2	1	Copper;FECONI	0.98	FECONI:0.96;Copper:0.88;Copper:0.98	73,A,HIS;110,A,HIS;122,A,HIS | 228,A,HIS;232,A,HIS;256,A,HIS | 228,A,HIS;232,A,HIS;257,A,HIS	mononuclear	5
A0ABS8JID1	ok	3	2	1	Copper;FECONI	0.96	Copper:0.94;FECONI:0.81;Copper:0.96	75,A,HIS;109,A,CYS;124,A,HIS | 109,A,CYS;112,A,HIS;124,A,HIS | 230,A,HIS;234,A,HIS;258,A,HIS;259,A,HIS	mononuclear	5
A0ABT9CR60	ok	3	3	0	Copper	0.95	Copper:0.94;Copper:0.93;Copper:0.95	78,A,HIS;125,A,HIS | 229,A,HIS;233,A,HIS;257,A,HIS | 229,A,HIS;233,A,HIS;258,A,HIS	mononuclear	5
A0ABV0AFJ4	ok	0	0	0					no_cu	2
A0ABV6RIB9	ok	2	0	2	FECONI		FECONI:0.94;FECONI:0.97	74,A,HIS;108,A,CYS;123,A,HIS | 229,A,HIS;233,A,HIS;257,A,HIS;258,A,HIS	mononuclear	5
A0ABV6RUK0	ok	3	2	1	Copper;FECONI	0.94	Copper:0.92;FECONI:0.96;Copper:0.94	74,A,HIS;108,A,CYS;123,A,HIS | 229,A,HIS;233,A,HIS;257,A,HIS;258,A,HIS | 401,A,HIS;416,A,HIS	mononuclear	5
A0ABV9FV84	ok	2	0	2	FECONI;Zinc		Zinc:0.77;FECONI:0.87	59,A,CYS;61,A,HIS | 287,A,HIS;318,A,HIS;319,A,HIS	no_cu	2
A0ABV9I266	ok	1	0	1	FECONI		FECONI:1.00	170,A,HIS;193,A,HIS	mononuclear	2
A0ABW1EV91	ok	2	1	1	Copper;Zinc	0.93	Copper:0.93;Zinc:0.95	151,A,HIS;158,A,CYS;169,A,HIS | 280,A,HIS;284,A,HIS;307,A,HIS	binuclear	5
A0ABW2RRB3	ok	3	3	0	Copper	0.99	Copper:0.97;Copper:0.93;Copper:0.99	156,A,HIS;180,A,HIS | 289,A,HIS;293,A,HIS;328,A,HIS | 289,A,HIS;293,A,HIS;329,A,HIS	mononuclear	5
A0ABW9S031	ok	2	1	1	Copper;FECONI	0.96	Copper:0.96;FECONI:0.95	83,A,HIS;114,A,CYS;130,A,HIS | 264,A,HIS;268,A,HIS;314,A,HIS;315,A,HIS	binuclear	5
A0ABX5RWM9	ok	2	1	1	Copper;FECONI	0.95	Copper:0.95;FECONI:0.96	78,A,HIS;109,A,CYS;124,A,HIS | 226,A,HIS;230,A,HIS;254,A,HIS;255,A,HIS	mononuclear	5
A0ABX5UDS5	ok	2	1	1	Copper;FECONI	0.94	Copper:0.94;FECONI:0.96	109,A,HIS;140,A,CYS;155,A,HIS | 257,A,HIS;261,A,HIS;285,A,HIS;286,A,HIS	mononuclear	5
A0ABX6FJC2	ok	2	1	1	Copper;FECONI	0.97	Copper:0.97;FECONI:0.95	166,A,HIS;199,A,CYS;214,A,HIS | 316,A,HIS;320,A,HIS;344,A,HIS;345,A,HIS	mononuclear	5
A0ABY0G5N1	ok	2	2	0	Copper	1.00	Copper:1.00;Copper:0.88	13,A,HIS;21,A,HIS;30,A,HIS | 162,A,HIS;187,A,HIS;188,A,HIS	mononuclear	5
A0ABY2RLZ4	ok	2	2	0	Copper	0.98	Copper:0.92;Copper:0.98	289,A,HIS;293,A,HIS;323,A,HIS | 289,A,HIS;293,A,HIS;324,A,HIS	mononuclear	4
A0ABY7EU49	ok	0	0	0					no_cu	2
A0ABZ1SYY9	ok	1	0	1	Zinc		Zinc:0.78	34,A,ASP;271,A,ASP	no_cu	2
A0ACB1AYY7	ok	1	0	1	FECONI		FECONI:0.99	142,A,HIS;152,A,HIS;161,A,HIS	no_cu	3
A0ACB6QFG3	ok	1	1	0	Copper	0.86	Copper:0.86	173,A,HIS;190,A,HIS	no_cu	2
A0ACB7IQP8	ok	1	0	1	Manganese		Manganese:0.98	43,A,HIS;189,A,HIS;193,A,HIS;211,A,ASP	no_cu	4
A0ACB8HCS0	ok	1	0	1	Zinc		Zinc:0.89	239,A,HIS;261,A,HIS;262,A,HIS	mononuclear	4
A0ACC0W512	ok	0	0	0					no_cu	1
A0ACC1A5Y2	ok	2	1	1	Copper;FECONI	0.97	FECONI:0.94;Copper:0.97	183,A,HIS;290,A,HIS;324,A,HIS | 290,A,HIS;294,A,HIS;323,A,HIS;324,A,HIS	mononuclear	5
A0ACC1QNQ0	ok	2	1	1	Copper;FECONI	0.97	FECONI:0.93;Copper:0.97	65,A,HIS;73,A,HIS;82,A,HIS | 217,A,HIS;242,A,HIS;243,A,HIS	mononuclear	5
A0ACC1SFB7	ok	2	0	2	FECONI;Zinc		FECONI:0.95;Zinc:0.96	282,A,HIS;286,A,HIS;314,A,HIS;315,A,HIS | 526,A,HIS;547,A,HIS	no_cu	4
A0ACC2HR65	ok	3	0	3	FECONI;Manganese;Zinc		Zinc:0.78;Manganese:0.89;FECONI:1.00	131,A,HIS;148,A,HIS | 319,A,HIS;323,A,HIS;346,A,HIS | 319,A,HIS;323,A,HIS;347,A,HIS	binuclear	5
A0ACC2ID33	ok	2	0	2	FECONI		FECONI:0.93;FECONI:0.94	122,A,HIS;130,A,HIS;139,A,HIS | 268,A,HIS;293,A,HIS;294,A,HIS	mononuclear	5
A0ACC2JBL3	ok	2	1	1	Copper;FECONI	0.88	Copper:0.88;FECONI:0.98	215,A,HIS;219,A,HIS;241,A,HIS | 215,A,HIS;219,A,HIS;242,A,HIS	mononuclear	5
A0ACC2S0P5	ok	1	1	0	Copper	0.81	Copper:0.81	64,A,HIS;81,A,HIS	no_cu	3
A0ACC2S7C6	ok	1	1	0	Copper	0.92	Copper:0.92	179,A,HIS;205,A,HIS	no_cu	1
A0ACC2T2P1	ok	0	0	0					no_cu	1
A0ACC2T3L9	ok	0	0	0					no_cu	2
A0ACC2T4I7	ok	0	0	0					no_cu	2
A0ACC2TJ92	ok	0	0	0					no_cu	2
A0ACC2TJW4	ok	0	0	0					no_cu	2
A0ACC2TU75	ok	0	0	0					no_cu	2
A0ACC2TZL3	ok	0	0	0					no_cu	2
A0ACC2U0B8	ok	1	1	0	Copper	0.95	Copper:0.95	197,A,HIS;221,A,HIS;222,A,HIS	mononuclear	4
A0ACC2U405	ok	1	1	0	Copper	0.75	Copper:0.75	70,A,HIS;167,A,HIS	no_cu	3
A0ACC2U767	ok	1	1	0	Copper	0.78	Copper:0.78	64,A,HIS;81,A,HIS	no_cu	3
A0ACC2U7B3	ok	1	1	0	Copper	0.95	Copper:0.95	197,A,HIS;221,A,HIS;222,A,HIS	mononuclear	4
A0ACC3CBK0	ok	0	0	0					no_cu	0
A0ACC3CBV5	ok	0	0	0					no_cu	2
A0ACC3CEB8	ok	0	0	0					no_cu	2
A0ACC3DNN8	ok	2	0	2	FECONI;Zinc		FECONI:0.90;Zinc:0.82	160,A,HIS;168,A,HIS;177,A,HIS | 307,A,HIS;332,A,HIS;333,A,HIS	mononuclear	5
A0ACC3SCJ8	ok	2	0	2	FECONI;Zinc		FECONI:0.97;Zinc:0.79	142,A,HIS;150,A,HIS;159,A,HIS | 290,A,HIS;315,A,HIS;316,A,HIS	mononuclear	5
A0ACC3YJX9	ok	2	1	1	Copper;FECONI	0.92	FECONI:1.00;Copper:0.92	128,A,HIS;136,A,HIS;145,A,HIS | 313,A,HIS;317,A,HIS;340,A,HIS	mononuclear	5
A0ACD1IG11	ok	2	1	1	Copper;FECONI	0.90	FECONI:1.00;Copper:0.90	73,A,HIS;81,A,HIS;90,A,HIS | 234,A,HIS;256,A,HIS;257,A,HIS	mononuclear	5
A0ACD3ADA0	ok	1	1	0	Copper	0.97	Copper:0.97	345,A,HIS;349,A,HIS;373,A,HIS;374,A,HIS	mononuclear	4
A0ACD3YVM0	ok	3	2	1	Copper;FECONI	0.95	Copper:0.95;Copper:0.80;FECONI:0.98	81,A,HIS;99,A,HIS | 238,A,HIS;242,A,HIS;264,A,HIS | 238,A,HIS;242,A,HIS;265,A,HIS	mononuclear	5
A2RBK8	ok	1	0	1	Zinc		Zinc:0.94	339,A,HIS;343,A,HIS;365,A,HIS;366,A,HIS	mononuclear	4
A3K3J4	ok	2	1	1	Copper;FECONI	0.96	FECONI:0.94;Copper:0.96	78,A,HIS;110,A,CYS;127,A,HIS | 217,A,HIS;221,A,HIS;245,A,HIS;246,A,HIS	mononuclear	5
A7RKE4	ok	1	1	0	Copper	0.97	Copper:0.97	153,A,HIS;161,A,HIS;170,A,HIS	mononuclear	3
A8N3S0	ok	3	3	0	Copper	0.98	Copper:0.91;Copper:0.75;Copper:0.98	110,A,HIS;119,A,HIS | 268,A,HIS;272,A,HIS;294,A,HIS | 268,A,HIS;272,A,HIS;295,A,HIS	mononuclear	5
A8N4B1	ok	2	1	1	Copper;Zinc	0.98	Copper:0.98;Zinc:0.96	296,A,HIS;300,A,HIS;334,A,HIS;335,A,HIS | 788,A,CYS;791,A,CYS;810,A,HIS;814,A,CYS	mononuclear	1
B2WH32	ok	2	0	2	FECONI		FECONI:0.90;FECONI:0.98	195,A,HIS;199,A,HIS;222,A,HIS | 195,A,HIS;199,A,HIS;223,A,HIS	mononuclear	4
B9XQZ3	ok	3	1	2	Copper;FECONI;Zinc	0.99	Zinc:0.90;FECONI:0.86;Copper:0.99	457,A,HIS;496,A,CYS;518,A,HIS | 618,A,HIS;622,A,HIS;644,A,HIS | 618,A,HIS;622,A,HIS;645,A,HIS	mononuclear	5
C3YG81	ok	0	0	0					no_cu	1
C8CHT1	ok	3	2	1	Copper;FECONI	1.00	Copper:1.00;Copper:0.90;FECONI:0.97	6,A,HIS;27,A,HIS;36,A,HIS | 158,A,HIS;162,A,HIS;191,A,HIS | 158,A,HIS;162,A,HIS;191,A,HIS;192,A,ASP	binuclear	5
D0NAA1	ok	0	0	0					no_cu	1
E3Q7T1	ok	1	0	1	FECONI		FECONI:0.92	246,A,HIS;250,A,HIS;273,A,HIS	no_cu	2
E3QWQ8	ok	1	1	0	Copper	0.99	Copper:0.99	138,A,HIS;146,A,HIS;155,A,HIS	mononuclear	5
E5Q8T0	ok	2	1	1	Copper;FECONI	0.91	FECONI:0.94;Copper:0.91	175,A,HIS;205,A,HIS;361,A,HIS | 331,A,HIS;360,A,HIS;361,A,HIS	binuclear	5
E5SC69	ok	0	0	0					no_cu	2
E9FAB7	ok	2	0	2	FECONI		FECONI:0.99;FECONI:0.94	64,A,HIS;72,A,HIS;81,A,HIS | 216,A,HIS;241,A,HIS;242,A,HIS	mononuclear	5
F0XF66	ok	0	0	0					no_cu	1
F0Y382	ok	4	2	2	Copper;FECONI;Zinc	0.98	Zinc:0.84;FECONI:0.91;Copper:0.97;Copper:0.98	127,A,CYS;444,A,CYS;447,A,CYS | 268,A,HIS;272,A,HIS;293,A,HIS | 268,A,HIS;272,A,HIS;294,A,HIS | 706,A,HIS;710,A,HIS;716,A,HIS	binuclear	3
F0YJP7	ok	2	1	1	Copper;Manganese	0.90	Copper:0.90;Manganese:0.81	228,A,HIS;248,A,HIS | 404,A,HIS;408,A,HIS;542,A,HIS	mononuclear	5
F1KXG5	ok	0	0	0					mononuclear	4
F6G5J6	ok	2	1	1	Copper;FECONI	0.80	FECONI:0.94;Copper:0.80	81,A,HIS;93,A,HIS;102,A,HIS | 227,A,HIS;253,A,HIS	binuclear	5
F9X2G9	ok	3	1	2	Copper;FECONI;Manganese	0.92	Manganese:0.92;FECONI:1.00;Copper:0.92	19,A,ASP;97,A,GLU | 72,A,HIS;80,A,HIS;89,A,HIS | 248,A,HIS;252,A,HIS	mononuclear	5
F9XBE5	ok	2	0	2	FECONI;Zinc		FECONI:0.99;Zinc:0.92	64,A,HIS;72,A,HIS;81,A,HIS | 220,A,HIS;245,A,HIS;246,A,HIS	mononuclear	5
F9XCV9	ok	1	1	0	Copper	1.00	Copper:1.00	107,A,HIS;115,A,HIS;124,A,HIS	mononuclear	5
G1S3C9	ok	1	1	0	Copper	1.00	Copper:1.00	189,A,HIS;211,A,HIS;220,A,HIS	binuclear	5
G2QVS9	ok	2	1	1	Copper;FECONI	1.00	Copper:1.00;FECONI:0.91	49,A,HIS;57,A,HIS;66,A,HIS | 199,A,HIS;224,A,HIS;225,A,HIS	mononuclear	5
G2YP57	ok	2	2	0	Copper	0.99	Copper:0.99;Copper:0.93	165,A,HIS;173,A,HIS;182,A,HIS | 310,A,HIS;335,A,HIS;336,A,HIS	mononuclear	5
G3JPN7	ok	2	0	2	FECONI		FECONI:0.99;FECONI:0.92	126,A,HIS;134,A,HIS;143,A,HIS | 273,A,HIS;298,A,HIS;299,A,HIS	mononuclear	5
G3XUP5	ok	2	1	1	Copper;Zinc	1.00	Copper:1.00;Zinc:0.89	51,A,HIS;61,A,HIS;70,A,HIS | 248,A,HIS;288,A,HIS;289,A,HIS	mononuclear	5
G4Z7X0	ok	0	0	0					no_cu	1
G5A9J7	ok	0	0	0					no_cu	2
G5AB92	ok	2	2	0	Copper	0.99	Copper:0.99;Copper:0.81	37,A,HIS;47,A,HIS;56,A,HIS | 192,A,HIS;213,A,HIS;214,A,HIS	mononuclear	5
G5ABA8	ok	1	0	1	FECONI		FECONI:0.99	234,A,HIS;238,A,HIS;260,A,HIS	mononuclear	4
G5B168	ok	1	0	1	FECONI		FECONI:0.99	189,A,HIS;211,A,HIS;220,A,HIS	binuclear	5
H1UWR0	ok	2	0	2	FECONI		FECONI:0.93;FECONI:1.00	254,A,HIS;258,A,HIS;281,A,HIS | 69,A,HIS;77,A,HIS;86,A,HIS	mononuclear	5
H1VZE2	ok	2	0	2	FECONI;Zinc		FECONI:0.97;Zinc:0.94	83,A,HIS;92,A,HIS | 214,A,HIS;218,A,HIS;240,A,HIS;241,A,HIS	mononuclear	5
H2KPL1	ok	0	0	0					no_cu	4
H3GEM4	ok	0	0	0					no_cu	2
I7CCR9	ok	2	1	1	Copper;Zinc	0.95	Zinc:0.87;Copper:0.95	205,A,HIS;209,A,CYS;226,A,HIS | 358,A,HIS;362,A,HIS;391,A,HIS;392,A,HIS	mononuclear	5
K2RLK6	ok	2	1	1	Copper;FECONI	0.91	Copper:0.91;FECONI:0.95	79,A,HIS;100,A,HIS | 249,A,HIS;253,A,HIS;278,A,HIS;279,A,HIS	mononuclear	5
K3WBN0	ok	0	0	0					mononuclear	3
L2FID8	ok	2	0	2	FECONI		FECONI:0.95;FECONI:0.94	104,A,HIS;112,A,HIS;121,A,HIS | 258,A,HIS;283,A,HIS;284,A,HIS	mononuclear	5
L2FNV4	ok	1	0	1	Zinc		Zinc:0.96	265,A,HIS;269,A,HIS;295,A,HIS	mononuclear	5
L2GEI1	ok	2	0	2	FECONI		FECONI:1.00;FECONI:0.92	13,A,HIS;21,A,HIS;30,A,HIS | 198,A,HIS;202,A,HIS;225,A,HIS	mononuclear	5
L8X5X1	ok	3	0	3	FECONI;Manganese		Manganese:0.76;FECONI:0.87;FECONI:0.97	103,A,HIS;135,A,ASP | 258,A,HIS;262,A,HIS;287,A,HIS | 258,A,HIS;262,A,HIS;288,A,HIS	mononuclear	5
M1R095	ok	0	0	0					no_cu	4
M2MQZ6	ok	2	0	2	FECONI		FECONI:0.97;FECONI:0.85	164,A,HIS;172,A,HIS;181,A,HIS | 312,A,HIS;337,A,HIS;338,A,HIS	mononuclear	5
M2SQZ2	ok	0	0	0					mononuclear	3
M2YMY9	ok	1	0	1	Zinc		Zinc:0.91	133,A,HIS;141,A,HIS;150,A,HIS	mononuclear	5
M3C9Q8	ok	2	2	0	Copper	0.97	Copper:0.97;Copper:0.97	92,A,HIS;115,A,CYS;126,A,HIS | 295,A,HIS;299,A,HIS;330,A,HIS;331,A,HIS	binuclear	5
M4C6D4	ok	0	0	0					no_cu	2
M7UN52	ok	1	0	1	FECONI		FECONI:0.99	134,A,HIS;142,A,HIS;151,A,HIS	mononuclear	5
N1RKC9	ok	2	1	1	Copper;FECONI	0.94	Copper:0.94;FECONI:0.98	75,A,HIS;92,A,HIS | 230,A,HIS;234,A,HIS;255,A,HIS;256,A,HIS	binuclear	5
N1S3E0	ok	3	1	2	Copper;FECONI	0.84	Copper:0.84;FECONI:0.88;FECONI:0.96	42,A,HIS;62,A,HIS | 211,A,HIS;215,A,HIS;240,A,HIS | 211,A,HIS;215,A,HIS;241,A,HIS	binuclear	5
N1S8Q1	ok	1	0	1	FECONI		FECONI:0.98	211,A,HIS;215,A,HIS;237,A,HIS	mononuclear	4
N4TKR4	ok	2	1	1	Copper;Zinc	0.97	Copper:0.97;Zinc:0.96	83,A,HIS;91,A,HIS | 208,A,HIS;212,A,HIS;234,A,HIS;235,A,HIS	mononuclear	5
N4X430	ok	0	0	0					mononuclear	3
P55022	ok	2	1	1	Copper;Zinc	0.92	Copper:0.92;Zinc:0.96	38,A,HIS;66,A,HIS | 193,A,HIS;197,A,HIS;218,A,HIS;219,A,HIS	mononuclear	5
Q33CJ6	ok	0	0	0					no_cu	1
R1D043	ok	1	1	0	Copper	0.96	Copper:0.96	445,A,HIS;449,A,HIS;473,A,HIS	mononuclear	4
R1EXG5	ok	2	2	0	Copper	1.00	Copper:0.94;Copper:1.00	39,A,HIS;52,A,HIS | 168,A,HIS;172,A,HIS;195,A,HIS	mononuclear	5
R7UB97	ok	0	0	0					mononuclear	3
R7YGC4	ok	2	0	2	FECONI;Zinc		FECONI:1.00;Zinc:0.85	107,A,HIS;115,A,HIS;124,A,HIS | 294,A,HIS;317,A,HIS;318,A,HIS	mononuclear	5
S0DQZ0	ok	3	0	3	FECONI;Manganese		Manganese:0.92;FECONI:0.99;FECONI:0.94	80,A,GLU;366,A,ASP | 117,A,HIS;125,A,HIS;134,A,HIS | 271,A,HIS;296,A,HIS;297,A,HIS	mononuclear	5
S3D1Q3	ok	2	0	2	FECONI		FECONI:0.91;FECONI:0.94	106,A,HIS;114,A,HIS;123,A,HIS | 252,A,HIS;277,A,HIS;278,A,HIS	mononuclear	5
T0KJ59	ok	2	0	2	FECONI		FECONI:0.99;FECONI:0.87	13,A,HIS;21,A,HIS;30,A,HIS | 198,A,HIS;202,A,HIS;225,A,HIS	mononuclear	5
T0KXU6	ok	1	1	0	Copper	0.96	Copper:0.96	261,A,HIS;265,A,HIS;291,A,HIS	mononuclear	5
T0PKY7	ok	1	0	1	FECONI		FECONI:0.99	228,A,HIS;232,A,HIS;255,A,HIS	mononuclear	4
T0PU14	ok	0	0	0					no_cu	1
T0QXV8	ok	3	0	3	FECONI;Zinc		FECONI:0.93;FECONI:0.99;Zinc:0.87	13,A,HIS;19,A,HIS;23,A,HIS | 13,A,HIS;23,A,HIS;32,A,HIS | 177,A,HIS;200,A,HIS	mononuclear	5
T0S9R0	ok	2	0	2	FECONI		FECONI:0.93;FECONI:0.99	81,A,HIS;87,A,HIS;91,A,HIS | 81,A,HIS;91,A,HIS;100,A,HIS	mononuclear	5
T5A6R2	ok	2	1	1	Copper;FECONI	0.96	Copper:0.96;FECONI:0.97	88,A,HIS;109,A,HIS | 262,A,HIS;266,A,HIS;290,A,HIS;291,A,HIS	mononuclear	5
U3AIJ7	ok	3	2	1	Copper;FECONI	0.95	Copper:0.95;FECONI:0.86;Copper:0.94	79,A,HIS;108,A,CYS;122,A,HIS | 238,A,HIS;242,A,HIS;271,A,HIS | 238,A,HIS;242,A,HIS;272,A,HIS	mononuclear	5
U4K751	ok	2	1	1	Copper;FECONI	0.95	Copper:0.95;FECONI:0.97	62,A,HIS;69,A,CYS;80,A,HIS | 207,A,HIS;211,A,HIS;245,A,HIS;246,A,HIS	mononuclear	5
V5FME0	ok	2	1	1	Copper;Zinc	1.00	Copper:1.00;Zinc:0.75	119,A,HIS;127,A,HIS;136,A,HIS | 215,A,HIS;217,A,HIS	mononuclear	5
V9E917	ok	0	0	0					no_cu	0
V9EB77	ok	0	0	0					no_cu	0
V9EVI6	ok	1	0	1	FECONI		FECONI:0.99	237,A,HIS;241,A,HIS;263,A,HIS	mononuclear	4
W2I6U4	ok	0	0	0					no_cu	0
W2I6Y9	ok	0	0	0					no_cu	0
W2IN56	ok	1	0	1	FECONI		FECONI:0.99	237,A,HIS;241,A,HIS;263,A,HIS	mononuclear	4
W2KB90	ok	0	0	0					no_cu	0
W2MH14	ok	0	0	0					no_cu	1
W2PMT3	ok	0	0	0					no_cu	0
W2PPJ1	ok	0	0	0					no_cu	0
W2PY30	ok	1	0	1	FECONI		FECONI:0.99	237,A,HIS;241,A,HIS;263,A,HIS	mononuclear	4
W2W5P6	ok	0	0	0					no_cu	0
W2W6T1	ok	0	0	0					no_cu	0
W2WMR4	ok	1	0	1	FECONI		FECONI:0.99	237,A,HIS;241,A,HIS;263,A,HIS	mononuclear	4
W2YEN6	ok	0	0	0					no_cu	0
W2YF51	ok	0	0	0					no_cu	1
W2YZ31	ok	1	0	1	FECONI		FECONI:0.99	237,A,HIS;241,A,HIS;263,A,HIS	mononuclear	4
W3WIK4	ok	1	1	0	Copper	1.00	Copper:1.00	81,A,HIS;89,A,HIS;98,A,HIS	mononuclear	5
W4GC36	ok	1	1	0	Copper	0.98	Copper:0.98	310,A,HIS;314,A,HIS;336,A,HIS	mononuclear	3
W6ZD78	ok	2	2	0	Copper	0.99	Copper:0.99;Copper:0.94	103,A,HIS;111,A,HIS;120,A,HIS | 298,A,HIS;321,A,HIS;322,A,HIS	mononuclear	5
W7F1D8	ok	2	2	0	Copper	0.98	Copper:0.98;Copper:0.79	77,A,HIS;85,A,HIS;92,A,HIS | 209,A,HIS;213,A,HIS	mononuclear	5
W7M987	ok	2	0	2	FECONI		FECONI:1.00;FECONI:0.94	42,A,HIS;50,A,HIS;59,A,HIS | 196,A,HIS;221,A,HIS;222,A,HIS	mononuclear	5
W7MLF2	ok	1	1	0	Copper	0.99	Copper:0.99	39,A,HIS;47,A,HIS;56,A,HIS	mononuclear	4
W9I5K7	ok	1	1	0	Copper	0.98	Copper:0.98	285,A,HIS;289,A,HIS;312,A,HIS	mononuclear	5
