accession	thioether	sg_dist
A0A2N9GS78	C	2.83
A0A2N9HV20	C	2.88
A0A2N9HWV5	C	3.16
A0A2N9JBZ6	C	2.95
A0A2P1AAW5	-	15.86
A0A2P1AF39	-	18.51
A0A2P1JJ69	C	2.82
A0A2P2GJB2	-	6.50
A0A2P2GLL6	-	NA
A0A2P2INC1	C	3.16
A0A2P2SVS2	-	23.10
A0A2P2SYW5	-	23.06
A0A2P4WXD3	-	11.96
A0A2P4WZ59	-	12.41
A0A2P4X136	-	11.91
A0A2P4XDL9	-	13.03
A0A2P4XQG5	-	12.23
A0A2P4YG47	-	12.54
A0A2P4YVC2	-	12.52
A0A2P4YVC3	-	12.41
A0A2P4Z8I3	-	23.87
A0A2P4ZJ43	C	3.16
A0A2P5A5C5	C	2.99
A0A2P5AGU1	C	2.86
A0A2P5BPK0	C	3.31
A0A2P5BPR9	C	2.92
A0A2P5CT40	C	3.38
A0A2P5CT50	C	2.91
A0A2P5E1P9	C*	4.53
A0A2P5EKE8	C	2.72
A0A2P5FE69	C	2.97
A0A2P5FE91	C	2.98
A0A2P5HS54	-	21.77
A0A2P5HSA0	-	22.69
A0A2P5HUK7	-	23.34
A0A2P5HWP3	-	15.63
A0A2P5HZG8	-	15.24
A0A2P5I1S1	-	22.58
A0A2P5I2V9	-	23.18
A0A2P5I389	-	22.93
A0A2P5I525	-	22.02
A0A2P5I970	-	20.96
A0A2P5I9R7	-	22.64
A0A2P5IEE2	C	3.01
A0A2P5K749	-	10.40
A0A2P5WVT9	C	3.45
A0A2P5XN45	C	2.91
A0A2P5YE33	C	2.89
A0A2P5YJV4	C	3.20
A0A2P5YK08	C	2.95
A0A2P6PP83	C	3.27
A0A2P6Q3W0	C	3.10
A0A2P6Q3W8	C	2.85
A0A2P6TX23	-	10.08
A0A2P6U0E0	C	2.93
A0A2P6U1K7	-	7.75
A0A2P6U1N3	C	3.06
A0A2P7NYA8	-	6.36
A0A2P7QYD3	C	3.22
A0A2P7YDE6	-	NA
A0A2P7YKX3	-	22.55
A0A2P7Z1M8	-	NA
A0A2P7ZDQ2	C	3.11
A0A2P7ZE68	-	NA
A0A2P8IFR5	-	15.67
A0A2P8QAZ3	-	NA
A0A2R2MNF5	-	10.51
A0A2R2MPF3	-	9.41
A0A2R4CC94	C*	3.68
A0A2R4TBZ0	-	NA
A0A2R4VSH0	C	3.17
A0A2R5GU51	C*	13.63
A0A2R6PXU1	C	2.88
A0A2R6QA44	C	2.85
A0A2R6RAS2	C	2.78
A0A2R6VXF9	C	3.27
A0A2R6VXM9	C*	8.91
A0A2R6VYL4	C	3.34
A0A2R6VYW6	C	3.39
A0A2R6VZB5	C	3.38
A0A2R6VZE8	C*	9.17
A0A2R6VZG6	C*	9.70
A0A2R6VZH5	C*	9.03
A0A2R6VZH9	C*	9.02
A0A2R6VZK5	C	3.38
A0A2R6VZL5	C	3.20
A0A2R6VZL9	C	3.18
A0A2R6W043	C*	8.84
A0A2R6W061	C*	8.96
A0A2R6W0C7	C	3.10
A0A2R6W5A5	C*	8.63
A0A2R6W5B2	C*	8.49
A0A2R6W5V4	C	3.10
A0A2R6W5V6	C	3.30
A0A2R6W5W2	C	3.26
A0A2R6W5W5	C	3.24
A0A2R6W5W8	C	3.45
A0A2R6W7E7	C	3.14
A0A2R6WA01	C	3.17
A0A2R6WA03	C	3.36
A0A2R6WAX7	C	3.46
A0A2R6WCK4	C*	8.92
A0A2R6WDA8	C	3.20
A0A2R6WF97	C*	9.17
A0A2R6WG95	C*	8.89
A0A2R6WH64	C	3.26
A0A2R6WJJ9	C	3.26
A0A2R6WKW3	C*	9.47
A0A2R6WMN0	C*	8.94
A0A2R6WNN9	C	3.22
A0A2R6X2S1	C*	9.22
A0A2R6X3F1	C	3.38
A0A2R6X3F7	C	3.01
A0A2R6X3G4	C	3.18
A0A2R6X3H0	C	3.00
A0A2R6X3H8	C	3.35
A0A2R6X3Y2	C	3.21
A0A2R6X796	C	3.17
A0A2R6X7A4	C	3.08
A0A2R6XBI1	C	3.07
A0A2R6XDH5	C*	9.39
A0A2R6XDH6	C*	9.12
A0A2R6XDH9	C*	9.05
A0A2R6XDI4	C*	9.20
A0A2R6XWE1	C*	8.87
A0A2R8ZSP6	-	13.15
A0A2R9A709	-	13.23
A0A2R9AP28	-	12.81
A0A2S0NSC4	-	12.77
A0A2S0NSG5	-	13.25
A0A2S0NSH6	-	13.18
A0A2S1LZK8	-	NA
A0A2S1T0T9	-	NA
A0A2S1Z8Z4	-	NA
A0A2S1ZRB0	C	3.02
A0A2S1ZRB4	C	3.40
A0A2S2CSR8	C	3.33
A0A2S2DK37	C	2.83
A0A2S3HRC1	C	2.81
A0A2S3I0S4	C	2.89
A0A2S3I0S5	C	2.90
A0A2S3I0W2	C	2.95
A0A2S3IAG1	C	2.77
A0A2S3IB66	C	2.71
A0A2S3UTK6	C	3.38
A0A2S4KWC6	C	2.91
A0A2S4L8N0	-	NA
A0A2S4PS96	C	2.77
A0A2S4UTV9	-	NA
A0A2S4VAI6	-	10.85
A0A2S4VER1	-	NA
A0A2S4VEY7	-	NA
A0A2S4VYL5	-	10.73
A0A2S5CHZ5	C*	3.50
A0A2S5CI23	C*	3.64
A0A2S5KMK1	C	3.37
A0A2S6BQA0	-	15.90
A0A2S6BT41	-	22.90
A0A2S6BYK8	C*	3.66
A0A2S6C060	-	20.69
A0A2S6C090	-	22.39
A0A2S6C7H7	-	12.17
A0A2S6C936	C	2.90
A0A2S6C9X9	C	3.45
A0A2S6CAQ1	-	15.48
A0A2S6CD10	-	22.16
A0A2S6CDZ9	-	13.23
A0A2S6CE84	C*	3.64
A0A2S6CHU3	-	23.07
A0A2S6CI03	-	22.38
A0A2S6CLS6	-	22.57
A0A2S6CMG2	C	2.70
A0A2S6H7D7	C	3.23
A0A2S7Y5E7	-	15.28
A0A2S7YA09	-	12.59
A0A2S7YHM0	C	3.44
A0A2S7YK00	C	2.90
A0A2S7YN31	-	22.22
A0A2S7YNR6	C	2.77
A0A2S8HAU2	-	14.68
A0A2S9E9Y7	C	3.27
A0A2S9PQY4	-	14.28
A0A2S9PYE5	-	NA
A0A2T0K3L1	-	15.79
A0A2T0KB57	-	15.88
A0A2T0MJ40	C	3.18
A0A2T1LUD3	-	NA
A0A2T2N251	-	21.82
A0A2T2N295	C*	3.85
A0A2T2N3V9	-	14.87
A0A2T2N650	-	22.88
A0A2T2N684	-	22.19
A0A2T2N6M0	-	NA
A0A2T2N831	-	22.38
A0A2T2N8C4	-	21.84
A0A2T2NA50	-	15.79
A0A2T2NBF2	C	3.23
A0A2T2NGW5	C*	3.56
A0A2T2NI87	-	19.45
A0A2T2NJ62	-	NA
A0A2T2NJT6	-	15.12
A0A2T2NN63	-	22.33
A0A2T2NQ64	-	10.86
A0A2T2NQA8	-	19.50
A0A2T2NTG9	-	19.85
A0A2T2NXX0	-	22.83
A0A2T2NZ43	-	22.57
A0A2T2P5B4	-	15.95
A0A2T2P8E5	-	15.15
A0A2T2P9E0	-	15.56
A0A2T2PBL1	-	NA
A0A2T3A6X1	-	17.78
A0A2T3AAK3	-	15.52
A0A2T3AB75	-	22.85
A0A2T3AGW8	C	3.15
A0A2T3AQ35	C	3.39
A0A2T3AU66	-	20.62
A0A2T3AX63	-	21.78
A0A2T3BB17	C	3.06
A0A2T3N9Z2	C	2.75
A0A2T3YVK6	C	3.01
A0A2T3YXJ6	-	22.15
A0A2T3Z3P6	C	3.18
A0A2T3ZAR3	-	22.93
A0A2T3ZXK1	-	NA
A0A2T4A4G0	C	3.12
A0A2T4AA89	C	3.24
A0A2T4AYF8	C	3.47
A0A2T4AZV3	C	3.06
A0A2T4BCJ5	C	3.19
A0A2T4BLM2	C	3.00
A0A2T4BQX4	C	3.23
A0A2T4BTU8	C	3.13
A0A2T4C3Y5	C	2.83
A0A2T4FKC8	C	3.20
A0A2T4GCA1	-	22.48
A0A2T4GDH2	C	3.36
A0A2T4GF97	C	3.48
A0A2T4GMU5	C	2.79
A0A2T4GS03	-	22.61
A0A2T4GS12	-	NA
A0A2T4GUK0	-	21.12
A0A2T4GWT7	-	22.29
A0A2T4GXF8	-	23.07
A0A2T4GXQ3	-	23.16
A0A2T4GYH7	-	22.00
A0A2T4HA43	-	22.74
A0A2T5ICY1	C	2.91
A0A2T5IGT7	-	16.01
A0A2T5IHN0	-	NA
A0A2T5LP23	-	18.72
A0A2T5LTW7	-	15.51
A0A2T6BVL4	-	NA
A0A2T6ZB28	-	21.95
A0A2T6ZCK0	-	15.20
A0A2T6ZI61	C	3.45
A0A2T6ZP66	-	20.38
A0A2T6ZRN0	C	2.85
A0A2T6ZRN3	C	3.19
A0A2T6ZWP4	-	NA
A0A2T7A7H9	-	21.85
A0A2T7D022	C	2.86
A0A2T7D080	C	2.73
A0A2T7D4A1	C	2.92
A0A2T7D4A3	C*	4.42
A0A2T7D4B7	C	2.93
A0A2T7D4E6	C	2.93
A0A2T7D4G1	C	2.95
A0A2T7DFQ8	C	2.63
A0A2T7DG84	C	2.85
A0A2T7NHK1	-	17.73
A0A2T7PF37	C	3.39
A0A2T7PF41	C	3.37
A0A2T7PFF3	C	3.19
A0A2T8F577	C	2.76
A0A2T9J0L0	-	NA
A0A2T9JKS7	C	3.20
A0A2T9K5C6	C	2.79
A0A2T9KBG5	C	3.28
A0A2T9XY85	-	21.93
A0A2T9XY90	-	21.90
A0A2T9XYY4	-	22.09
A0A2T9XZ52	-	22.06
A0A2T9Y0C2	-	13.26
A0A2T9Y3X3	-	NA
A0A2T9Y5C0	-	6.87
A0A2T9Y7Q6	-	22.55
A0A2T9YAT2	-	22.30
A0A2T9YAT7	-	22.09
A0A2T9YAU9	-	21.67
A0A2T9YAV5	-	16.08
A0A2T9YAX1	-	22.23
A0A2T9YEX5	-	21.84
A0A2T9YL16	-	22.00
A0A2T9YQ48	-	21.20
A0A2T9YX01	-	22.16
A0A2T9YY23	-	6.78
A0A2T9YY63	-	22.05
A0A2T9YZI7	-	21.86
A0A2T9Z3X5	-	21.74
A0A2T9Z5Q6	-	22.27
A0A2T9Z5R5	-	5.60
A0A2T9Z971	-	13.17
A0A2T9ZCQ6	-	21.72
A0A2T9ZCW7	-	7.05
A0A2T9ZGP7	-	22.55
A0A2T9ZGW2	-	21.91
A0A2T9ZGX3	-	22.21
A0A2T9ZGY8	-	21.89
A0A2U1IVG1	-	22.55
A0A2U1IWC9	-	13.19
A0A2U1J1R3	-	22.00
A0A2U1J5T8	-	6.87
A0A2U1J9W4	-	13.12
A0A2U1JAK2	-	22.07
A0A2U1JAZ7	-	21.90
A0A2U1JE60	-	5.49
A0A2U1JEC5	-	22.27
A0A2U1JEL2	-	13.26
A0A2U1KUF4	C	2.93
A0A2U1LPB1	C	3.44
A0A2U1MGY2	C	2.80
A0A2U1MTB0	C	3.01
A0A2U1NJZ8	C	2.93
A0A2U1NLY5	C	3.42
A0A2U1P4Z6	C	2.63
A0A2U1PEX4	C	2.77
A0A2U1PFS0	C	3.38
A0A2U1PHG2	C	2.91
A0A2U1PHI4	C	3.06
A0A2U1PRI5	C	2.89
A0A2U1Q0M8	C	3.01
A0A2U3E1U8	-	23.82
A0A2U3E384	C	2.91
A0A2U3E4P9	-	NA
A0A2U3EA21	C	3.27
A0A2U3ELX5	C*	4.24
A0A2U3WIZ1	-	13.24
A0A2U3WUA4	-	13.11
A0A2U3X7K0	-	13.14
A0A2U3X7P6	-	12.79
A0A2U4A6S1	-	13.25
A0A2U4BB00	-	12.86
A0A2U4CFZ7	-	13.21
A0A2U8WUL3	C*	3.58
A0A2U8ZU88	C	2.80
A0A2U9B1J7	-	12.77
A0A2U9B581	-	13.14
A0A2U9B744	-	13.32
A0A2U9BP93	-	12.92
A0A2U9C9H0	-	13.30
A0A2U9NW65	-	NA
A0A2U9P1B7	-	NA
A0A2V1CYP5	-	22.46
A0A2V1CZ41	-	22.69
A0A2V1CZI9	-	15.74
A0A2V1D6V5	-	15.65
A0A2V1D7E7	-	15.67
A0A2V1D8S9	-	NA
A0A2V1DAR0	-	22.65
A0A2V1DAS1	C	3.06
A0A2V1DCR4	-	23.03
A0A2V1DF35	-	15.97
A0A2V1DGW1	-	22.46
A0A2V1DJF8	-	14.76
A0A2V1DL57	C	3.12
A0A2V1DNM0	-	19.68
A0A2V1DQ54	C*	3.57
A0A2V1DQC5	-	21.38
A0A2V1DQK9	C	3.08
A0A2V1DTY0	C	2.98
A0A2V1DUF3	-	20.45
A0A2V1DYD0	-	22.73
A0A2V1DYE3	-	15.09
A0A2V1DZT3	-	NA
A0A2V1E5D8	-	22.53
A0A2V1E8H3	-	23.28
A0A2V1EA28	C	3.14
A0A2V1EB40	-	NA
A0A2V3IRL0	-	12.18
A0A2V3ITQ3	C*	3.66
A0A2V3J6W0	-	14.72
A0A2V5GXR1	-	16.49
A0A2V5GZD8	-	15.18
A0A2V5H0W5	-	17.72
A0A2V5H2F1	-	8.17
A0A2V5H5N5	-	20.50
A0A2V5H7P1	-	15.38
A0A2V5HIN9	-	19.47
A0A2V5HJC8	-	22.71
A0A2V5HTW1	-	15.68
A0A2V5IDW1	-	NA
A0A2V5IGT7	-	15.18
A0A2V5IH92	-	20.14
A0A2V5IL99	-	22.72
A0A2V5IXN2	-	17.78
A0A2V5JDM1	-	NA
A0A2W1DIA7	C*	3.66
A0A2W1EIG0	-	15.04
A0A2W1EW30	-	23.16
A0A2W1EWP7	-	15.78
A0A2W1EZ10	-	23.10
A0A2W1GQN1	-	22.52
A0A2W1HE12	C	3.02
A0A2W1HTX3	C	2.84
A0A2W2AE15	C	3.36
A0A2W4RL84	C	3.22
A0A2W7R6E0	C*	3.71
A0A2X0SIE4	C	3.31
A0A2Y9DFD0	-	12.81
A0A2Y9EH20	-	13.24
A0A2Y9EW91	-	12.88
A0A2Y9EY06	-	13.20
A0A2Y9EY31	-	10.11
A0A2Y9EY58	-	12.77
A0A2Y9F036	-	13.18
A0A2Y9G6W8	-	13.09
A0A2Y9GG45	-	12.78
A0A2Y9HIR4	-	13.30
A0A2Y9JCF5	-	13.29
A0A2Y9KE25	-	13.13
A0A2Y9KVZ8	-	12.82
A0A2Y9NSK5	-	13.21
A0A2Y9PW88	-	13.23
A0A2Z4J395	-	NA
A0A2Z4J867	-	NA
A0A2Z4LVM5	-	24.52
A0A2Z5DH85	C	2.68
A0A2Z5DH90	C	2.76
A0A2Z5DH91	C	2.81
A0A2Z5DHA8	C	2.69
A0A2Z5HVJ6	-	NA
A0A2Z6NBK5	C	2.94
A0A2Z6NU82	C	2.80
A0A2Z6P106	C	3.30
A0A2Z6PCC2	C	2.80
A0A2Z6PM85	C	2.69
A0A2Z6QID9	C	3.14
A0A2Z6QJV6	C	3.46
A0A2Z6RB52	C	3.47
A0A2Z6S775	C*	4.21
A0A2Z7B5F7	C	2.93
A0A2Z7B6W4	C	2.99
A0A2Z7BP29	C	2.85
A0A2Z7CFT7	C	2.91
A0A2Z7D498	C	2.87
A0A314KSU1	C	3.07
A0A314KT37	C	2.81
A0A314XJ02	C	3.43
A0A314Y566	C	3.17
A0A314Y8T2	C	2.84
A0A314Y973	C	2.88
A0A314YBQ0	C	3.10
A0A314YDU2	C	2.92
A0A314YKM6	C	2.89
A0A314YLB5	C	3.00
A0A314YNG3	C	2.85
A0A314YQK6	C	3.23
A0A314ZJR6	C	2.93
A0A315VAP3	-	13.08
A0A315W506	-	13.24
A0A315W5S5	-	12.51
A0A315W987	-	12.87
A0A316FBE9	-	15.81
A0A316FDF8	-	16.05
A0A316FI64	-	15.84
A0A316HQM8	-	11.25
A0A316L4G5	-	30.35
A0A316VK00	-	9.79
A0A316YS64	C*	9.26
A0A316ZMR3	-	16.05
A0A317AHD0	-	23.05
A0A317SBD7	C	3.38
A0A317SFD2	C	3.35
A0A317SGF7	-	NA
A0A317STV4	-	15.31
A0A317SZI7	-	21.85
A0A317T1J3	-	22.00
A0A317T4M7	C	2.81
A0A317URF9	-	15.30
A0A317UXL8	-	15.24
A0A317UZS7	-	14.82
A0A317V3A1	-	16.55
A0A317V4A3	-	18.52
A0A317V7C6	-	7.94
A0A317VAN4	C*	3.65
A0A317VMA5	-	NA
A0A317VNS4	-	17.95
A0A317VPL3	-	22.55
A0A317VQ11	-	20.85
A0A317VQS7	-	22.69
A0A317WBK9	-	14.96
A0A317WDB6	-	17.83
A0A317WJT9	-	15.16
A0A317WKB9	-	22.28
A0A317WN23	-	22.61
A0A317WSV7	-	21.16
A0A317WUV6	C	3.07
A0A317WW28	-	22.63
A0A317WYK6	-	15.57
A0A317X784	-	15.24
A0A317XAM4	-	22.79
A0A317XE17	C*	3.59
A0A317XLV9	-	14.79
A0A317XYW1	-	8.78
A0A318IM43	C	3.34
A0A318K0J3	C	3.19
A0A318KMN6	C*	3.75
A0A318S2J3	C	3.21
A0A318Y954	-	22.69
A0A318YAT8	-	15.42
A0A318YDG0	-	17.84
A0A318YR58	-	20.90
A0A318YSS9	-	22.53
A0A318ZGW2	-	15.01
A0A318ZJ67	-	17.86
A0A318ZSA8	-	22.77
A0A319AKB9	-	20.40
A0A319ANC3	-	15.64
A0A319AUV2	-	15.09
A0A319AVK5	-	14.79
A0A319B885	-	21.11
A0A319BBT7	-	17.83
A0A319BS22	-	22.84
A0A319C1E2	-	22.39
A0A319C6N8	-	20.26
A0A319C8N6	-	22.80
A0A319CBY4	-	17.72
A0A319CG24	-	15.79
A0A319CHX1	C*	3.55
A0A319CQ88	C	3.33
A0A319CY13	-	15.20
A0A319D0U5	-	22.53
A0A319D5D6	-	17.92
A0A319DEV9	-	18.19
A0A319DGV8	-	15.58
A0A319DHB7	-	16.69
A0A319DU28	C*	3.99
A0A319DU42	-	15.48
A0A319DV84	-	17.92
A0A319DXP1	-	19.66
A0A319E1L0	-	14.91
A0A319EJ46	-	21.72
A0A319ER22	-	16.30
A0A319F2V9	-	22.78
A0A319FE23	-	21.24
A0A319FJL1	-	NA
A0A319FPE3	-	8.05
A0A327KD58	C	3.30
A0A327RH85	-	26.05
A0A328BD42	C	3.34
A0A328CYV5	C	2.98
A0A328DHA3	C	2.91
A0A328Z4K4	C	3.29
A0A329RFR8	-	12.56
A0A329RSP7	-	11.96
A0A329S496	-	12.24
A0A329SB08	-	NA
A0A329SV65	-	12.41
A0A329SVM1	-	12.75
A0A329SVM9	-	12.06
A0A329SW91	-	NA
A0A329SX06	-	12.18
A0A329SXL2	-	12.42
A0A336U966	-	22.49
A0A340X4F4	-	13.28
A0A340XB91	-	13.16
A0A340XWY6	-	12.90
A0A341C925	-	13.27
A0A341C9I1	-	13.17
A0A341CND7	-	12.85
A0A341CT44	-	13.21
A0A344U0B4	-	NA
A0A344U0C4	-	NA
A0A344UFC4	C	3.32
A0A345I2D0	-	NA
A0A345RSB1	-	16.02
A0A345T0B6	-	15.22
A0A346RV60	-	12.73
A0A348AVR4	-	12.93
A0A364KV05	C	3.30
A0A364L5W2	-	22.65
A0A364MEK3	-	22.85
A0A364MKF9	-	22.65
A0A364MUB3	-	22.15
A0A364MXI7	-	22.79
A0A364MZN5	-	15.24
A0A364N075	-	21.70
A0A364N145	-	22.39
A0A364N155	-	23.06
A0A364N1X7	-	15.54
A0A364NF04	C	3.47
A0A364NH37	C	2.88
A0A365MRA6	C	3.39
A0A365MXE3	-	21.92
A0A365MY87	-	NA
A0A365MYK5	C	2.94
A0A365MZ77	-	22.82
A0A365N1Q5	C*	3.57
A0A365N437	-	22.59
A0A365N5T6	C	2.80
A0A365N769	C*	4.55
A0A365NBJ9	C	2.93
A0A365NE95	-	NA
A0A365NEN8	C	2.90
A0A365NGP6	-	16.87
A0A365NNU5	-	23.06
A0A365QUN0	C	3.35
A0A365XU26	C	3.31
A0A366QJY3	C	3.42
A0A366QK39	C	2.74
A0A366R2A7	-	21.08
A0A366R3B0	-	22.85
A0A366R6W5	-	22.39
A0A366RBL7	-	22.46
A0A366RXH0	-	23.01
A0A366S3Z8	C	2.87
A0A366S6I4	-	23.08
A0A366S9U2	C	2.96
A0A366SER3	-	22.65
A0A367KZX2	C	2.89
A0A367L4Y1	C	3.42
A0A367L6Y1	C	3.24
A0A367LE15	C	2.94
A0A367LMW1	-	22.80
A0A367LQA1	C	2.93
A0A367S355	-	NA
A0A368FPR0	-	17.13
A0A368FQN0	-	13.71
A0A368FUX5	-	12.84
A0A368G9U5	-	17.25
A0A368GCF5	-	17.19
A0A368GGR1	-	13.69
A0A368GS35	-	14.31
A0A368GT33	-	17.23
A0A368GV12	-	14.14
A0A368NUH5	C	3.29
A0A368QNI6	-	NA
A0A368RZ19	C	2.74
A0A368UH97	C	3.08
A0A368Z2X3	C	3.36
A0A368Z550	C	3.37
A0A369IH70	C	3.25
A0A369JEM8	-	23.58
A0A369V9F4	-	NA
A0A370BCH9	-	NA
A0A370BFM1	-	22.42
A0A370BQI5	-	22.76
A0A370BTI8	-	20.75
A0A370BVX2	-	17.85
A0A370C830	-	16.83
A0A370CBG9	-	14.99
A0A370HI96	-	14.15
A0A370P5X5	-	16.88
A0A370P950	-	17.76
A0A370PE47	-	15.01
A0A370PGH0	-	22.39
A0A370PGZ2	-	20.78
A0A370PME4	C	3.34
A0A370PN07	-	22.78
A0A370TA69	-	23.10
A0A370TE70	-	15.35
A0A370TGX1	C*	4.21
A0A370TJF5	-	22.89
A0A370TPP5	-	23.50
A0A370TPY7	-	16.00
A0A370TRN6	C	2.92
A0A370TWJ8	-	20.37
A0A370TWW6	-	22.07
A0A370TYF6	-	16.73
A0A370U2Q0	C	2.84
A0A371CVT1	-	22.32
A0A371DLX4	C	3.02
A0A371DR51	-	14.94
A0A371E471	C	2.69
A0A371EU45	C	2.92
A0A371F2C3	C	2.74
A0A371JUX3	C	3.44
A0A371PS23	-	14.88
A0A376EG17	C	3.31
A0A378U9W3	C	3.08
A0A379ICC9	C	3.28
A0A380T901	C	3.13
A0A380TBC3	-	26.08
A0A381LGH1	C	3.22
A0A383RI28	C	2.96
A0A383URA9	C	3.24
A0A383USX8	C	3.30
A0A383V433	C	3.08
A0A383VW36	C	3.28
A0A383W8E9	C	3.18
A0A383Z088	-	13.15
A0A383ZNX8	-	12.87
A0A384BB41	-	13.20
A0A384BBQ9	-	13.29
A0A384C0V9	-	12.88
A0A384D6G6	-	13.13
A0A384J750	C	3.37
A0A384J8A3	-	22.53
A0A384JDM9	C	3.28
A0A384JJM0	-	10.24
A0A384JWB2	C	3.19
A0A384K0M5	-	NA
A0A384K3L4	-	21.92
A0A384K4W6	-	NA
A0A384K5I7	C	2.84
A0A384K673	-	23.00
A0A384V9U2	-	12.92
A0A384V9Z0	-	12.75
A0A385SND3	-	25.13
A0A387G576	-	NA
A0A387HLQ6	-	NA
A0A387HMX7	-	NA
A0A388KHX6	C	2.95
A0A388KI27	C	3.44
A0A388KKC2	C	3.37
A0A388KR59	C	3.43
A0A388KRG2	C	3.44
A0A388L198	C*	3.51
A0A388L1E1	C	3.45
A0A388LJ84	C	3.44
A0A388LJF6	C	3.40
A0A388LJI5	C*	3.56
A0A388LPV2	C	3.46
A0A388LXR0	C	3.32
A0A388LXT2	C	3.28
A0A395GM41	-	21.09
A0A395GZZ7	-	22.74
A0A395H1X2	-	22.51
A0A395HAX9	-	17.86
A0A395HF45	-	15.41
A0A395HNK2	-	20.54
A0A395HY22	-	22.75
A0A395I0G5	-	15.61
A0A395I3D0	-	17.85
A0A395IW83	-	23.16
A0A395IYP4	C*	3.66
A0A395JKA0	C	3.27
A0A395M6W2	-	22.53
A0A395M6Y4	-	22.72
A0A395M7P6	C	3.29
A0A395M9N5	C	3.30
A0A395MDS2	-	23.00
A0A395ME45	-	15.84
A0A395MEX3	-	22.59
A0A395MF38	C	2.76
A0A395MKK6	C*	4.15
A0A395MRP0	-	22.83
A0A395MRW2	-	22.37
A0A395MU79	C	3.14
A0A395MVI2	-	22.60
A0A395MY91	-	21.05
A0A395N2K0	-	22.90
A0A395N2T3	-	NA
A0A395N4C0	C	2.89
A0A395N712	C	2.82
A0A395NG90	C	2.96
A0A395NPY7	-	22.68
A0A395RK05	-	22.96
A0A395RSX0	-	15.63
A0A395RSX2	-	22.72
A0A395RTE0	C	2.82
A0A395RVR6	-	22.67
A0A395RW78	C*	3.65
A0A395S0C6	-	22.86
A0A395S3F7	-	22.89
A0A395S427	-	NA
A0A395S4M8	C	3.17
A0A395S848	-	21.92
A0A395SCU4	C	2.83
A0A395SCX6	-	22.34
A0A395SG05	-	23.04
A0A395SM33	-	23.20
A0A395SQA5	-	21.04
A0A395ST11	C*	4.53
A0A395SXB4	-	23.11
A0A395T027	C	2.99
A0A395T2J9	-	NA
A0A395T644	-	22.72
A0A395T9H7	C*	3.57
A0A395TA99	-	21.14
A0A396I1V4	C	2.88
A0A396I5T8	C	3.08
A0A396J9Q7	C	2.84
A0A396RNU1	C	3.06
A0A396ZRZ2	-	12.02
A0A396ZW50	-	11.35
A0A397A3C6	-	11.92
A0A397A491	-	12.02
A0A397AAT8	-	11.33
A0A397AFH0	-	11.19
A0A397AG26	-	11.82
A0A397AKU1	-	12.48
A0A397AP35	-	11.35
A0A397AX90	-	11.80
A0A397AZ25	-	11.71
A0A397B6C8	-	11.68
A0A397BKS3	-	12.46
A0A397BLC7	-	12.03
A0A397BPY8	-	11.76
A0A397BTP2	-	11.94
A0A397BYR1	-	11.74
A0A397C8W8	-	12.04
A0A397CBI6	-	11.98
A0A397CCK8	-	12.07
A0A397CDV6	-	11.86
A0A397CWG7	-	11.74
A0A397D945	-	11.99
A0A397DBR8	-	11.37
A0A397DFP7	-	11.72
A0A397DKV6	-	11.84
A0A397DLJ2	-	11.80
A0A397DM57	-	11.39
A0A397DXJ3	-	11.87
A0A397E0H7	-	12.20
A0A397E0M5	-	11.83
A0A397EBP2	-	11.34
A0A397EFZ1	-	11.34
A0A397EM03	-	11.78
A0A397EQH8	-	11.84
A0A397EQT5	-	11.73
A0A397EYH3	-	12.44
A0A397EYN3	-	11.72
A0A397EYS8	-	12.02
A0A397FG37	-	11.38
A0A397FVJ8	-	11.84
A0A397FW62	-	11.81
A0A397FW77	-	12.13
A0A397GN90	-	22.47
A0A397GNQ0	-	22.73
A0A397H284	-	22.35
A0A397H7T2	-	22.28
A0A397HXJ2	-	22.89
A0A397IQP5	-	17.13
A0A397S017	C*	3.87
A0A397SZQ9	C	3.05
A0A397U9E3	C	3.12
A0A397UDP9	C	2.97
A0A397UVF9	C	3.12
A0A397V0N4	C	3.06
A0A397V8I1	C	2.93
A0A397V8S2	C	3.18
A0A397VUF2	C	3.15
A0A397W1V4	C	2.97
A0A397W4L1	C	2.92
A0A397W934	C	3.15
A0A3A1NL96	-	27.51
A0A3A2ZL74	-	22.53
A0A3A2ZLH4	C*	3.52
A0A3A2ZSX0	-	18.81
A0A3A2ZUH3	-	22.59
A0A3A3A6Z6	C	3.34
A0A3A3G021	C	3.17
A0A3A4AZS3	-	15.50
A0A3B0AUB9	-	NA
A0A3B0YDV7	-	NA
A0A3B1A6T7	-	14.46
A0A3B1JD27	-	12.75
A0A3B3B837	-	13.07
A0A3B3B873	-	13.05
A0A3B3BFY0	-	12.73
A0A3B3C5P9	-	12.83
A0A3B3C7C0	-	13.37
A0A3B3D742	-	13.12
A0A3B3HNW7	-	12.90
A0A3B3IBL1	-	13.07
A0A3B3QPI3	-	12.84
A0A3B3RBJ9	-	13.13
A0A3B3RTU8	-	12.90
A0A3B3RUK8	-	13.22
A0A3B3TJE8	-	13.19
A0A3B3TJG2	-	13.25
A0A3B3UYU5	-	13.26
A0A3B3V317	-	13.25
A0A3B3V3E9	-	13.19
A0A3B3VU47	-	12.73
A0A3B3VV23	-	12.73
A0A3B3VWM5	-	12.79
A0A3B3WBT2	-	13.23
A0A3B3XMV5	-	13.03
